tokens,address
22567268839319,reynisfjara
21898582758914,Cosmostation
13612508191025,Electric
13475700172660,Chorus One
13287901781754,Figment
6946538427117,Inotel
4852466862450,Notional
4848370339167,Multiplex
4743420959165,Frog OSMO
4613506100272,SG-1
4581802431316,Imperator.co
4223105833937,"Frens (🤝,🤝)"
4175912098735,CryptoCrew Validators ✅
4097778195732,Sentinel dVPN
3958733977074,🐠stake.fish
3930604397281,01node
3849425284264,Citadel.one
3832111742337,BouBouNode
3808256411204,Zero Knowledge Validator (ZKV)
3714085945047,binary_holdings
3703522332592,PRYZM | Stake & Earn
3651072874804,Allnodes
3627215456303,Stakecito
3568807159890,Larry Engineer
3565199697148,wosmongton
3450414002563,Informal Systems
3337859356602,Chandra Station 
3236438275056,POSTHUMAN∞DVS
3193906744310,polkachu.com
3162523687092,DSRV
3038993969830, Lavender.Five Nodes 🐝
3037170244684,Peregrine
3031873418876,ShapeShift DAO
3002075071750,tree-frog
2933143219706,OmniFlix Network
2911559407012,Node Guardians
2824466118416,Parakeet
2711555985213,S16 Research Ventures
2683087268837,White Marlin Staking
2633945208182,0base.vc
2585382780220,Bro_n_Bro
2514819545984,Coinbase Cloud
2491742569715,iqlusion
2490080656282,Ledger by Figment
2458906316542,Forbole
2353203054237,B-Harvest
2337884407517,Provalidator
2305627838013,interchain.FM🥩
2253870910510,StakeLab
2241618456725,Cosmos Spaces ☮️💜⚛️
2227335904749,Stakewolle.com |100% Insurance
2179759947175,ECO Stake 🌱
2170254909390,Crypto Assassin
2141806125192,#decentralizehk - DHK dao
2124953610324,Nocturnal Labs
2063558256686,Crosnest
2014831531830,Smart Stake 📈📊
1973638999219,nonce community
1923903886475,jabbey
1832488873172,Golden Ratio Staking
1820499878886,Swiss Staking
1793931487236,Cosmology
1714502124186,Manythings
1703565054842,Stakely.io
1702011798632,WhisperNode 🤐
1652833346717,Hathor Node
1647622846873,Klub Staking
1634862374067,strangelove-ventures
1570895959948,Leonoor's Cryptoman
1549944203885,ChainLayer
1538282819496,Ping
1508146724750,KDF
1505191734579,binance staking
1425097416471,Silk Nodes
1404599528364, AutoStake 🛡️ Slash Protected
1389522337228,Interbloc
1387440272152,[ block pane ]
1387048255927,StakeWithUs
1371373884967,Atomic Nodes
1355768271870,Ethereal Ventures
1330239385326,Interop
1323004584606,Blockdaemon
1123558264427,nonce classic
1106028946130,The_Cybernetics
1096732111211,Chihuahua
1042639219559,Meria
1020914782677,commercio.network
963962925086,PRO Delegators
963562690411,DAO DAO
956980896584,blockscape
915866336830,danku_zone w/ DAIC
902988250170,Chill Validation
883747757652,Chainflow
881751186446,Witval
858755441570,[Beehive]🇰🇷
855512512163,Simply Staking
833360387362,Interstellar Lounge 🍸
813624820764,"Stargaze.zone (✨,🔭)"
811013871970,🇨🇭 Vortex.live 🟢
804793150798,SmartNodes
755206968178,KalpaTech
746326201574,Oni ⛩️
730276724107,a41
727211937388,Tessellated
697439287443,in3s.com
688266338676,NosNode🔮
672201118809,validator.network
664159562494,AUDIT.one
641584148277,Tedcrypto.io 🧸 | TedLotto
630823763118,SpectrumX
628713956870,FreshSTAKING
624175217453,Cypher Core
615262707972,Uncle Ed
593551833145,stake.systems | autocompound
590306139556,Gelotto 🛡 Slash Protected
542783191925,Zenscape
520259167414,syncnode
498687767356,Bored Ape Server
461917737297,CrowdControl
451391067556,Astroquirks | Profit Sharing 🤑 💰
447262333625,Merkan
405354245222,ushakov
395865811146,Active Nodes
392488274533,Levana 🐉 Powered by Cros Nest
379476633184,Kintsugi Nodes
376734619640,kooltek68
373863347506,GATA DAO
319735589843,defiantlabs
317256572247,ztake.org
291313989082,Trust Nodes
288080950450,Obi
286382830151,Quebec
279461404110,Everstake
276055756954,dimi 🦙
273353956815,Dora Factory
265400545408,Komikuri
255420203733,TaxiStake
255187427191,16psyche
252463274492,DACM
238842929277,coinhall.org
237934738578,Bi23 Labs
233619381832,Oldcat
232297126064,Validatus
231971230767,artifact
227455698047,AlphaNodes.OSMO
225636641376,Secure Secrets
225615044583,Coverlet
225234202629,StakeThat - autorestake
219030016160,Coinpayu
217404088996,DELIGHT
