address,tokens,ip_address
Figment,290564816907312772,51.222.248.87
Mysten-1,258134282888428415,45.63.91.154
Blockdaemon,255551376319586302,208.91.107.169
Mysten-2,253368167538041462,136.244.64.220
P2P.ORG,218607234106482279,212.117.185.244
Triton One,202545693134859997,202.8.8.8
Luganodes,195392544234090928,93.115.25.174
Anchorage Digital-2,188243797512088859,136.243.55.238
Chorus One,183116611509234554,46.165.244.19
TrustedPoint,180266976134821909,45.250.253.74
ContributionDAO,157618027994588204,141.95.99.142
Blockscope.net,155878062712973825,15.235.82.231
StakingCabin,151934124667969366,54.64.235.237
Kiln,148936940344755274,57.128.73.31
Bware Labs,147516322129943796,141.95.34.55
mrgn,145681234609604677,141.98.216.164
Chainode Tech,142710787308943731,103.50.32.114
Everstake,142573707793218119,45.250.254.103
Overclock,142466987692549225,45.250.253.99
Artifact,139282601040208310,206.125.33.6
Dankuzone_w_DAIC,138808538109101680,37.252.184.226
Galaxy Digital,138769251402591268,52.215.11.218
Nelrann,138490792717491713,185.209.178.171
Ahoy Validator,138027375558795778,103.50.32.109
DSRV,136182785221960731,141.95.171.152
HashedPotatoes,133713299050260986,69.67.149.35
Chainbase,118567893611169312,43.154.164.179
BartestneT,118535544387592270,45.250.253.76
P-OPS Team,118529028591028007,185.8.104.19
Nodes.Guru,118528574251807138,135.181.18.112
TPT,118369982738247158,161.97.131.71
Aftermath,118292013102468262,57.128.47.71
Durian,113992100263034281,13.229.58.139
Persimmon,113980513933754593,35.74.25.246
Citadel.one,108488495264607180,141.94.137.186
Scale3Labs,108143705932164387,45.250.254.151
Cogent Crypto,94973652860895279,45.250.254.99
Coinbase Cloud,91936653464381574,3.249.94.146
BlockVision,65491048167875475,34.87.103.163
Staking Facilities,65330805343317591,5.199.170.77
OKXEarn,60338938257540803,43.207.255.138
ORBR,54589940888081882,78.141.245.48
Shinlabs,49949268281875092,43.130.123.214
stakefish,48337354382006322,147.75.199.7
Juicy Stake,48167334839024125,69.2.39.167
Ankr,47574430603962289,107.6.94.244
proofgroup,46980443219650805,207.53.234.207
KiligLab,46082314613059567,8.213.144.236
Allnodes,44788772282553412,169.155.45.15
Cypher Capital,44351040492946366,69.2.39.165
BiXinKelePool,42546929448852019,47.89.250.58
Staking Defense League,41951775080167549,188.214.129.144
Cosmostation,40858878932511209,172.255.251.44
n1stake,40005822764690933,173.231.17.194
StakeWithUs,38628534384393079,178.18.252.36
Staked,37360800883735207,54.195.211.175
Brightlystake,37342932084762887,139.84.155.177
BlockEden.xyz,37267210775220316,34.143.153.196
Peeranha,36326917472279946,45.250.253.92
SyncNode,36234465771923170,103.50.32.122
01node,36127950400991537,195.14.6.175
Stardust Staking,36083049176316664,93.115.25.67
Swiss Staking,36075300646070623,82.220.39.51
B-Harvest,36057548249319752,198.13.34.226
Imperator.co,36051510887843197,57.128.97.53
KingSuper,36038589276537711,139.84.139.8
Restake,35996428355459024,103.219.171.17
Neuler,35994981532045700,103.219.171.15
SynergyNodes,35988253927533763,194.48.168.246
Astro-Stakers,35984149314622256,195.189.96.115
ANodes,35976843110719311,8.218.16.91
[NODERS]TEAM x Criterion VC,35956946287329642,149.28.137.164
ONBUFF,35924963476511504,52.231.106.71
Chainflow,32985614311403634,185.8.104.18
Omnistake,32933488037796029,52.37.215.5
Anchorage Digital-1,31010975820198329,198.244.253.76
ZKValidator,30430444748886516,65.21.128.113
Stakely,29585636388713855,15.235.53.140
XPRV,28704367705584470,54.38.136.66
InfStones,28574202063971036,150.136.151.212
gumi,28309251316661876,13.230.215.202
Parasol,28307965777235313,43.130.125.249
Laine,28107526644742431,103.50.32.184
HashKey Cloud,27879479259683116,52.77.43.187
Moonlet,27876768995255579,103.219.171.14
QuantNode,27875255254411895,103.50.32.129
SpartanLabs,27874368633134901,5.199.170.96
Stakin,27857642464875978,93.115.25.75
NodeReal,27851162052100175,54.152.222.161
Node Guardians,27849992997469818,51.222.152.21
flipside,27848467124799096,198.178.224.97
BLRD,27847837607145022,35.77.209.41
TDMTech,27831790025995456,109.123.108.59
Staketab,27810839991692927,103.50.32.107
Forbole,27803993851193074,5.10.24.66
ComingChat,27789203570459594,45.32.11.180
Gaucho,27771812809852890,45.250.253.97
MoveFuns DAO,27766197807487541,135.181.228.230
Qredo,27763751860052379,65.108.111.57
H2O Nodes,27760701306301464,185.125.95.23
A41,27754747133218212,195.201.186.66
Nodeinfra,27734341229468497,34.80.99.216
RepublicCrypto,27626196367965503,91.210.226.206
SenseiNode,27575226749192766,69.67.148.48
MIDL.dev,26880999685084516,62.210.140.115
Latitude.sh,26724145750506871,103.219.168.185
