address,tokens,ip_address
Figment,279137823478265989,51.222.248.87
Blockdaemon,257926600222880141,208.91.107.169
Mysten-2,253941526075611209,136.244.64.220
Mysten-1,252009360923679813,45.63.91.154
P2P.ORG,203068753083416492,212.117.185.244
Triton One,202864552727198893,202.8.8.8
Anchorage Digital-2,188473306798262108,136.243.55.238
TrustedPoint,180775190614005630,45.250.253.74
Luganodes,170015914254042758,93.115.25.174
Chorus One,160263773136359201,46.165.244.19
Blockscope.net,156132213904606126,15.235.82.231
Kiln,148408235027568789,57.128.73.31
Bware Labs,147754122499624131,141.95.34.55
Overclock,142700091375723141,84.17.53.103
Everstake,142443173979018097,45.250.254.103
Dankuzone_w_DAIC,139032181830231714,37.252.184.226
Ahoy Validator,138244408517769241,103.50.32.109
DSRV,136404255489376145,141.95.171.152
mrgn,130706718646603717,141.98.216.164
Chainode Tech,122430466263256746,103.50.32.114
ContributionDAO,121517834202551728,141.95.99.142
Aftermath,118935420196598787,57.128.47.71
BartestneT,118724793954364581,45.250.253.76
Galaxy Digital,118193389495418421,52.215.11.218
Durian,114172818756247209,13.229.58.139
Persimmon,114160959622182931,35.74.25.246
Scale3Labs,108325513352998187,45.250.254.151
n1stake,105073116047130516,173.231.17.194
Staketab,103660802872444188,103.50.32.107
HashedPotatoes,103202454725758003,69.67.149.35
Cosmostation,99173827800363397,172.255.251.44
Chainbase,93369297671386202,43.154.164.179
Artifact,93184254510011133,206.125.33.6
Coinbase Cloud,92257191530287809,3.249.94.146
01node,88409101245749044,195.14.6.175
P-OPS Team,87595586711826888,185.8.104.19
TPT,87423416672911659,161.97.131.71
Laine,83156150376848758,103.50.32.184
KingSuper,81123650032870370,139.84.139.8
BlockVision,80589275873955701,34.87.103.163
RepublicCrypto,77806931102712123,91.210.226.206
KiligLab,76156577882213673,8.213.144.236
Stardust Staking,75386709992284325,93.115.25.67
ORBR,75125629713737975,78.141.245.48
Chainflow,74382831809430080,185.8.104.18
Restake,72615198537326517,103.219.171.17
ONBUFF,70985641296172646,52.231.106.71
Nodeinfra,68843480938234368,34.80.99.216
Staking Facilities,65194074232459548,5.199.170.77
StakingCabin,62425118837761482,54.64.235.237
OKXEarn,62288321743551170,43.207.255.138
Citadel.one,62149610384234447,141.94.137.186
Stakin,57905406120744232,93.115.25.75
MoveFuns DAO,57813768644755098,135.181.228.230
stakefish,54674395199983571,147.75.199.7
proofgroup,47049410819123702,207.53.234.207
Ankr,45359976154697694,107.6.94.244
Allnodes,44911470103483610,169.155.45.15
Cypher Capital,44418775794084185,69.2.39.165
Shinlabs,43378421215463568,43.130.123.214
BiXinKelePool,42608456709765783,47.89.250.58
Staking Defense League,42011349712752455,188.214.129.144
Nelrann,41001227462316650,185.209.178.171
Gaucho,38799506801857119,45.250.253.97
StakeWithUs,38692983079736032,178.18.252.36
Cogent Crypto,38081036970027833,45.250.254.99
Juicy Stake,37929120200544976,69.2.39.167
Brightlystake,37389839980131906,139.84.155.177
BlockEden.xyz,37325477341438869,34.143.153.196
Staked,37320889320982961,54.195.211.175
Nodes.Guru,36599328338684804,141.95.99.90
Peeranha,36384155601665604,45.250.253.92
SyncNode,36318075565525251,103.50.32.122
Swiss Staking,36148477891688746,82.220.39.51
Imperator.co,36107339456423307,57.128.97.53
Neuler,36047072147685946,103.219.171.15
B-Harvest,36040990642889782,198.13.34.226
SynergyNodes,36040546212391421,194.48.168.246
Astro-Stakers,36038074550982366,195.189.96.115
ANodes,36029230405690641,8.217.239.246
[NODERS]TEAM x Criterion VC,36008400651761743,149.28.137.164
Omnistake,32990059516003914,52.37.215.5
Anchorage Digital-1,31059829253014315,198.244.253.76
ZKValidator,30480501535953731,65.21.128.113
Stakely,29644957367764333,15.235.53.140
InfStones,28935479919345632,150.136.151.212
XPRV,28748567860680946,54.38.136.66
Parasol,28350219741378142,43.130.125.249
gumi,28324332465117483,13.230.215.202
ComingChat,28143327644700622,45.32.11.180
Moonlet,27922923546821659,103.219.171.14
QuantNode,27922758880953446,103.50.32.129
HashKey Cloud,27922008635183308,52.77.43.187
Node Guardians,27907102594722418,51.222.152.21
NodeReal,27896940984501827,3.230.184.15
BLRD,27891153514190626,35.77.209.41
SpartanLabs,27856052341203998,5.199.170.96
TDMTech,27853521108488504,109.123.108.59
Forbole,27847784649437185,5.10.24.66
H2O Nodes,27801746540173692,185.125.95.23
A41,27797657147555431,195.201.186.66
SenseiNode,27621844994031298,69.67.148.48
MIDL.dev,26991097009249150,62.210.140.115
Latitude.sh,26761437406699635,103.219.168.185
flipside,20823706371922270,198.178.224.97
Qredo,20752978705214461,65.108.111.57
