address,tokens,ip_address
Figment,299176261422507502,51.222.248.87
Blockdaemon,264349497330117102,208.91.107.169
Mysten-1,259301108968041920,45.63.91.154
Mysten-2,253552878759863532,136.244.64.220
P2P.ORG,214585104308496366,212.117.185.244
Triton One,202589222206854008,202.8.8.8
Luganodes,195504875343937384,93.115.25.174
Anchorage Digital-2,188335497631685681,136.243.55.238
Chorus One,183416917943884446,46.165.244.19
TrustedPoint,180584757403204617,45.250.253.74
ContributionDAO,157696800257710597,141.95.99.142
Blockscope.net,155959191964104139,15.235.82.231
StakingCabin,151996345276724989,54.64.235.237
Kiln,149000361539563337,57.128.73.31
Bware Labs,147595078482819794,141.95.34.55
mrgn,145952786142765123,141.98.216.164
Chainode Tech,142852850616377371,103.50.32.114
Overclock,142542019135618259,45.250.253.99
Everstake,142451679912018995,45.250.254.103
Artifact,139597217078902220,206.125.33.6
Dankuzone_w_DAIC,138877328134123946,37.252.184.226
Galaxy Digital,138783941397262660,52.215.11.218
Nelrann,138563923670543125,185.209.178.171
Ahoy Validator,138092725289324447,103.50.32.109
DSRV,136257480572501926,141.95.171.152
HashedPotatoes,134023938132898389,69.67.149.35
Aftermath,119272922252153216,57.128.47.71
Nodes.Guru,118610122694369092,135.181.18.112
Chainbase,118597362229182166,43.154.164.179
BartestneT,118595151963763448,45.250.253.76
P-OPS Team,118588533764212690,185.8.104.19
TPT,118424304242855674,161.97.131.71
Durian,114048513600682790,13.229.58.139
Persimmon,114036895689508442,35.74.25.246
Citadel.one,108677783156019620,141.94.137.186
Scale3Labs,108201309812738394,45.250.254.151
Cogent Crypto,95015786752715120,45.250.254.99
Coinbase Cloud,91984431522988429,3.249.94.146
BlockVision,65523942928643565,34.87.103.163
Staking Facilities,65219194593477147,5.199.170.77
OKXEarn,59547679855136833,43.207.255.138
ORBR,56517182665318665,78.141.245.48
Shinlabs,49865809083984748,43.130.123.214
stakefish,49766503924617656,147.75.199.7
Juicy Stake,48192809914410522,69.2.39.167
Ankr,47754683550661851,107.6.94.244
proofgroup,47004975478850363,207.53.234.207
KiligLab,46101288352616613,8.213.144.236
Allnodes,44862179847845450,169.155.45.15
Cypher Capital,44372247876738954,69.2.39.165
BiXinKelePool,42567197925993201,47.89.250.58
Staking Defense League,41973366674176362,188.214.129.144
n1stake,40026173496323764,173.231.17.194
Cosmostation,39707911934006466,172.255.251.44
StakeWithUs,38648970847797825,178.18.252.36
Staked,37382520941501058,54.195.211.175
Brightlystake,37360617974833534,139.84.155.177
BlockEden.xyz,37285105159854436,34.143.153.196
Peeranha,36345148248802973,45.250.253.92
SyncNode,36255102211082985,103.50.32.122
01node,36148664020955379,195.14.6.175
Swiss Staking,36099119900306749,82.220.39.51
Stardust Staking,36099009217168951,93.115.25.67
B-Harvest,36075340405300777,198.13.34.226
Imperator.co,36071626743636138,57.128.97.53
KingSuper,36058573608767157,139.84.139.8
Restake,36021143835610583,103.219.171.17
Neuler,36012934259415486,103.219.171.15
SynergyNodes,36004939818365320,194.48.168.246
Astro-Stakers,36002858292728819,195.189.96.115
ANodes,35997134580550922,8.218.16.91
[NODERS]TEAM x Criterion VC,35972509996384692,149.28.137.164
ONBUFF,35942546768550681,52.231.106.71
Chainflow,33000110653303339,185.8.104.18
Omnistake,32953857816241546,44.230.61.141
Anchorage Digital-1,31026921970969689,198.244.253.76
ZKValidator,30449022421090027,65.21.128.113
Stakely,29605176821503968,15.235.53.140
XPRV,28718618266250098,54.38.136.66
InfStones,28603790533730014,150.136.151.212
gumi,28323812445960639,13.230.215.202
Parasol,28320977459523221,43.130.125.249
Laine,28117188446555402,103.50.32.184
HashKey Cloud,27892900056527243,52.77.43.187
Moonlet,27892182111864138,103.219.171.14
QuantNode,27890112874990785,103.50.32.129
Stakin,27871882621509208,93.115.25.75
Node Guardians,27865924714099290,51.222.152.21
NodeReal,27865642536341718,54.152.222.161
BLRD,27861745328708828,35.77.209.41
flipside,27861144175268847,198.178.224.97
Staketab,27830973009863652,103.50.32.107
SpartanLabs,27828565575913793,5.199.170.96
TDMTech,27823710892432455,109.123.108.59
Forbole,27817523278815056,5.10.24.66
ComingChat,27813819191403403,45.32.11.180
Gaucho,27786512896312112,45.250.253.97
MoveFuns DAO,27780334666973502,135.181.228.230
Qredo,27780037254366883,65.108.111.57
H2O Nodes,27775483374548514,185.125.95.23
A41,27770652475134943,195.201.186.66
Nodeinfra,27748530216401040,34.80.99.216
RepublicCrypto,27641273748622576,91.210.226.206
SenseiNode,27590624910481571,69.67.148.48
MIDL.dev,26893343082339203,62.210.140.115
Latitude.sh,26738314195269979,103.219.168.185
