address,tokens,ip_address
Figment,302431502850019482,51.222.248.87
Blockdaemon,264723754882458531,208.91.107.169
Mysten-2,253719136210754594,136.244.64.220
Mysten-1,251201932347825075,45.63.91.154
P2P.ORG,213286473393247724,212.117.185.244
Triton One,202729044383204467,202.8.8.8
Luganodes,192617361073158572,93.115.25.174
Anchorage Digital-2,188430706789606859,136.243.55.238
Chorus One,183522648869419167,46.165.244.19
TrustedPoint,180671141487958759,45.250.253.74
ContributionDAO,157772325422623351,141.95.99.142
Blockscope.net,156037689018884049,15.235.82.231
StakingCabin,152070918211928245,54.64.235.237
Bware Labs,147668108055027804,141.95.34.55
mrgn,146123813170771251,141.98.216.164
Kiln,144709989447563909,57.128.73.31
Chainode Tech,143013974111023951,103.50.32.114
Overclock,142617897193950222,84.17.53.103
Everstake,142515879667744040,45.250.254.103
Artifact,139751682116318945,206.125.33.6
Dankuzone_w_DAIC,138946659626559597,37.252.184.226
Galaxy Digital,138859509570746185,52.215.11.218
Nelrann,138640776326736452,185.209.178.171
Ahoy Validator,138166382545930884,103.50.32.109
DSRV,136325379741491069,141.95.171.152
HashedPotatoes,134186377068776734,69.67.149.35
Nodes.Guru,118669952696786045,135.181.18.112
Chainbase,118653845826791630,43.154.164.179
BartestneT,118653474657055315,45.250.253.76
P-OPS Team,118648191105321223,185.8.104.19
TPT,118479490887711157,161.97.131.71
Aftermath,118396461125108657,57.128.47.71
Durian,114105054487293471,13.229.58.139
Persimmon,114093249253136935,35.74.25.246
Citadel.one,108824686633264060,141.94.137.186
Scale3Labs,108260861001191555,45.250.254.151
Cogent Crypto,95059351064207314,45.250.254.99
Coinbase Cloud,92198466333676825,3.249.94.146
BlockVision,65550715917688347,34.87.103.163
Staking Facilities,65251982479319713,5.199.170.77
OKXEarn,60671137041721872,43.207.255.138
ORBR,54973781534620743,78.141.245.48
stakefish,52849540724428201,147.75.199.7
Shinlabs,49887369411196882,43.130.123.214
Juicy Stake,48229153869217807,69.2.39.167
Ankr,47228462104144783,107.6.94.244
proofgroup,47023016781409665,207.53.234.207
KiligLab,46122450401297420,8.213.144.236
Allnodes,44839268526944244,169.155.45.15
Cypher Capital,44393926375519897,69.2.39.165
BiXinKelePool,42589865197063351,47.89.250.58
Staking Defense League,41986589206618370,188.214.129.144
n1stake,40043080052669060,173.231.17.194
Cosmostation,38904915664179230,172.255.251.44
StakeWithUs,38667823332666855,178.18.252.36
Staked,37398059077814008,54.195.211.175
Brightlystake,37368132624064216,139.84.155.177
BlockEden.xyz,37300942529539283,34.143.153.196
Peeranha,36361496441334877,45.250.253.92
SyncNode,36299413615867834,103.50.32.122
01node,36150175951461141,195.14.6.175
Swiss Staking,36121829644387339,82.220.39.51
Stardust Staking,36118292674410036,93.115.25.67
Imperator.co,36090678686770936,57.128.97.53
KingSuper,36076805039007262,139.84.139.8
Restake,36038228416042316,103.219.171.17
Neuler,36026976495210023,103.219.171.15
Astro-Stakers,36022261524503202,195.189.96.115
SynergyNodes,36021441038536187,194.48.168.246
B-Harvest,36018745801216821,198.13.34.226
ANodes,36014737461290634,8.218.16.91
[NODERS]TEAM x Criterion VC,35989018796137567,149.28.137.164
ONBUFF,35960081626566035,52.231.106.71
Chainflow,33016986487925296,185.8.104.18
Omnistake,32972907305072266,52.37.215.5
Anchorage Digital-1,31041981018610620,198.244.253.76
ZKValidator,30462589213666458,65.21.128.113
Stakely,29623837440854802,15.235.53.140
InfStones,28734766892030036,150.136.151.212
XPRV,28731915340493838,54.38.136.66
gumi,28336928558079038,13.230.215.202
Parasol,28333690160732771,43.130.125.249
Laine,28134630580368082,103.50.32.184
QuantNode,27906861650180818,103.50.32.129
Moonlet,27906230390054279,103.219.171.14
HashKey Cloud,27905537053310698,52.77.43.187
Node Guardians,27889777377984231,51.222.152.21
Stakin,27885831009734964,93.115.25.75
flipside,27882892923385600,198.178.224.97
NodeReal,27878410054035683,3.230.184.15
BLRD,27875030320316943,35.77.209.41
SpartanLabs,27841854187433259,5.199.170.96
TDMTech,27837373863547586,109.123.108.59
Staketab,27836570649017079,103.50.32.107
Forbole,27833225496533844,5.10.24.66
ComingChat,27827439942345935,45.32.11.180
Qredo,27794484755668324,65.108.111.57
MoveFuns DAO,27790632308839723,135.181.228.230
H2O Nodes,27787693015072559,185.125.95.23
RepublicCrypto,27785666785068513,91.210.226.206
Gaucho,27782306227297304,45.250.253.97
A41,27781124148849696,195.201.186.66
Nodeinfra,27761939668690618,34.80.99.216
SenseiNode,27605834608396336,69.67.148.48
MIDL.dev,26962859916246344,62.210.140.115
Latitude.sh,26745773903335644,103.219.168.185
