address,tokens,ip_address
Figment,284465561346719667,51.222.248.87
Blockdaemon,254816255756456922,208.91.107.169
Mysten-2,249351813358354538,136.244.64.220
P2P.ORG,221921865783090771,212.117.185.244
Triton One,201346926519622257,202.8.8.8
Luganodes,195448356302703167,93.115.25.174
Anchorage Digital-2,188014021797324236,136.243.55.238
Chorus One,182905972365282265,46.165.244.19
TrustedPoint,179718921935697779,45.250.253.74
Mysten-1,166407779829542135,45.63.91.154
ContributionDAO,157416229925357102,141.95.99.142
Blockscope.net,155678615053567237,15.235.82.231
StakingCabin,155396249673864578,54.64.235.237
Kiln,148913394390438763,57.128.73.31
Bware Labs,147357625287518302,141.95.34.55
mrgn,144832426769463607,141.98.216.164
Chainode Tech,142428352633181466,103.50.32.114
Everstake,142376658928455333,45.250.254.103
Overclock,142295691292857810,45.250.253.99
Shinlabs,141964332833766314,43.130.123.214
Artifact,138697131925292560,206.125.33.6
Dankuzone_w_DAIC,138628200862590187,37.252.184.226
Galaxy Digital,138606955751966838,52.215.11.218
Nelrann,138313353617933937,185.209.178.171
Ahoy Validator,137870683373567259,103.50.32.109
DSRV,136022234805498449,141.95.171.152
HashedPotatoes,133108248630363073,69.67.149.35
Chainbase,118457172685111805,43.154.164.179
Nodes.Guru,118427273291322191,141.95.99.90
BartestneT,118394602474460240,45.250.253.76
P-OPS Team,118390258047890665,185.8.104.19
TPT,118229181353662336,18.246.8.19
Aftermath,115756581574847312,57.128.47.71
Persimmon,114079353633105406,35.74.25.246
Durian,113852479635792958,13.229.58.139
Citadel.one,108319853915207602,141.94.137.186
Scale3Labs,108008689297129966,45.250.254.151
Cogent Crypto,94863453143237871,45.250.254.99
Coinbase Cloud,91823411262497548,3.249.94.146
BlockVision,65619663116416859,34.87.103.163
Staking Facilities,65244824518965899,5.199.170.77
OKXEarn,56918600211828657,43.207.255.138
ORBR,53572324412916309,78.141.245.48
stakefish,49909779193588829,147.75.199.7
Juicy Stake,48108410466736752,45.250.253.84
Ankr,46917075745619324,107.6.94.244
proofgroup,46916098652216238,207.53.234.207
KiligLab,46024957774042808,8.213.144.236
Allnodes,44687639199095046,169.155.45.15
Cypher Capital,44301959428782291,45.250.253.95
BiXinKelePool,42498654334338958,47.89.250.58
Staking Defense League,41905842500165894,188.214.129.144
n1stake,39966276821581763,173.231.17.194
StakeWithUs,38573172072062165,178.18.252.36
Staked,37304848120420922,54.195.211.175
Cosmostation,37303881403181789,172.255.251.44
Brightlystake,37294442033326272,139.84.155.177
BlockEden.xyz,37217462787579213,34.143.153.196
Peeranha,36280492701728013,45.250.253.92
SyncNode,36196927972138095,103.50.32.122
01node,36122488907577403,195.14.6.175
Stardust Staking,36051794149160931,93.115.25.67
Swiss Staking,36026502147322704,82.220.39.51
Imperator.co,36016958345940259,57.128.97.53
ONBUFF,36010569576130715,52.231.106.71
B-Harvest,36006006189761403,198.13.34.226
KingSuper,35998746024506582,139.84.139.8
Restake,35958569966583250,103.219.171.17
SynergyNodes,35947781365618034,194.48.168.246
Neuler,35944301598177115,103.219.171.15
Astro-Stakers,35942618560640922,195.189.96.115
ANodes,35931033966239897,8.218.16.91
[NODERS]TEAM x Criterion VC,35921363238061205,149.28.137.164
Chainflow,32945638461439530,185.8.104.18
Omnistake,32896496148449226,52.37.215.5
Anchorage Digital-1,30971215945332964,198.244.253.76
ZKValidator,30389577046840149,37.27.62.100
Stakely,29468779395688491,15.235.53.140
XPRV,28669542508298985,54.38.136.66
InfStones,28402576416913961,150.136.151.212
Parasol,28277008237760865,43.130.125.249
gumi,28273071718825481,13.230.215.202
Laine,28067808159946386,103.50.32.184
HashKey Cloud,27844526601997275,52.77.43.187
QuantNode,27841317115029810,103.50.32.129
Moonlet,27840318754693580,103.219.171.14
SpartanLabs,27839285944044913,5.199.170.96
Stakin,27823067312458997,93.115.25.75
NodeReal,27822607812672774,54.152.222.161
Node Guardians,27819925808010496,51.222.152.21
flipside,27818095314495238,198.178.224.97
BLRD,27812878408423061,35.77.209.41
TDMTech,27797660259405034,109.123.108.59
Staketab,27785884205535309,103.50.32.107
ComingChat,27766788406183562,45.32.11.180
Forbole,27763964880142328,5.10.24.66
Nodeinfra,27740786601504424,34.80.99.216
Gaucho,27736530291535251,45.250.253.97
MoveFuns DAO,27734769791034348,135.181.228.230
A41,27733354424732573,195.201.186.66
Qredo,27729043387394044,65.108.111.57
H2O Nodes,27727960025572632,185.125.95.23
RepublicCrypto,27588430604259630,91.210.226.206
SenseiNode,27538508916407729,69.67.148.48
MIDL.dev,26847769712002516,62.210.140.115
Latitude.sh,26691332062915058,103.219.168.185
