tokens,address
22563507999757,reynisfjara
21317326811218,Cosmostation
13580740791720,Electric
12068556815410,Chorus One
11360233101082,Figment
6687610220689,Inotel
4784256958665,Notional
4760398574800,SG-1
4719042798132,Frog OSMO
4412803817708,polkachu.com
4311655961791,Imperator.co
4242233602008,"Frens (🤝,🤝)"
4048209684528,Sentinel dVPN
3942313002826,CryptoCrew Validators ✅
3922001930483,01node
3915899716747,🐠stake.fish
3877181172956,Citadel.one
3814082761193,BouBouNode
3810473689814,Zero Knowledge Validator (ZKV)
3714855404802,binary_holdings
3669389159383,Allnodes
3635803269541,PRYZM | Stake & Earn
3622402911925,Stakecito
3568048817861,wosmongton
3559647561522,Larry Engineer
3351933598705,Informal Systems
3203358338750,POSTHUMAN∞DVS
3149052597816,DSRV
3118194007978,Chandra Station 
3036659967939,Peregrine
3002114799221,tree-frog
2953924914292, Lavender.Five Nodes 🐝
2942283420733,OmniFlix Network
2890222793544,Node Guardians
2857162378565,ShapeShift DAO
2824699347503,Parakeet
2686223962820,S16 Research Ventures
2684295455762,White Marlin Staking
2665023205725,0base.vc
2571420360288,Coinbase Cloud
2569008426064,Bro_n_Bro
2474869569546,iqlusion
2430580441905,Ledger by Figment
2429690055414,Forbole
2341591134138,B-Harvest
2325313369124,Provalidator
2301687412608,interchain.FM🥩
2227717244793,Cosmos Spaces ☮️💜⚛️
2200974629599,Stakewolle.com |100% Insurance
2175243629157,StakeLab
2152944294441,#decentralizehk - DHK dao
2146796525594,Crypto Assassin
2124255619677,Nocturnal Labs
2116957978030,ECO Stake 🌱
2043694115535,Crosnest
1997818856255,Smart Stake 📈📊
1975566071059,nonce community
1917253335571,jabbey
1816370945573,Hathor Node
1815985195194,Golden Ratio Staking
1794605435285,Swiss Staking
1793609650102,Cosmology
1712106883060,Manythings
1705335959452,Klub Staking
1681470751637,   WhisperNode🤐
1644078646900,Stakely.io
1636812641153,strangelove-ventures
1575397562374,Leonoor's Cryptoman
1548700392702,ChainLayer
1538757710252,Ping
1511046385189,KDF
1506092946265,binance staking
1410771205739,Silk Nodes
1384320825866,[ block pane ]
1376356657798,Atomic Nodes
1374114606097,Interbloc
1369932762759, AutoStake 🛡️ Slash Protected
1366786376541,StakeWithUs
1355791417287,Ethereal Ventures
1322492342483,Blockdaemon
1211880597613,Interop
1123307144635,nonce classic
1120042696353,commercio.network
1109657350172,danku_zone w/ DAIC
1104374809338,Chihuahua
1103872580658,The_Cybernetics
997983229837,Meria
964978761325,Multiplex
951293028538,blockscape
914050145776,PRO Delegators
902894631075,Chill Validation
881084868935,Chainflow
875627064741,DAO DAO
864384617719,[Beehive]🇰🇷
848153618777,Witval
844426269477,Simply Staking
833487757871,Interstellar Lounge 🍸
817402383282,🇨🇭 Vortex.live 🟢
816860358321,"Stargaze.zone (✨,🔭)"
801213511125,SmartNodes
776082806333,in3s.com
751576058306,Oni ⛩️
749857691113,KalpaTech
735749071671,a41
727106537436,Tessellated
687909833808,NosNode🔮
666399459781,validator.network
658171860296,AUDIT.one
630615372413,SpectrumX
626228559598,FreshSTAKING
622406625424,Cypher Core
613414659571,Uncle Ed
593650231634,stake.systems | autocompound
584926071127,Gelotto 🛡 Slash Protected
581194127495,Tedcrypto.io 🧸 | TedLotto
538694489215,Zenscape
520222684223,syncnode
498788412768,Bored Ape Server
478975839321,Astroquirks | Profit Sharing 🤑 💰
461150925812,CrowdControl
447624669835,Merkan
431498933434,ushakov
395760201671,Active Nodes
382008855039,Levana 🐉 Powered by Cros Nest
379468305140,Kintsugi Nodes
377344151437,GATA DAO
375865219800,kooltek68
319820288144,defiantlabs
317123617021,ztake.org
286418539137,Quebec
282815642258,Obi
276973242128,dimi 🦙
273318662244,Dora Factory
265605531942,Komikuri
258795893301,Everstake
257399107834,DACM
255283038752,TaxiStake
245053179544,16psyche
239660003050,coinhall.org
238079675518,Bi23 Labs
237380927065,Coverlet
234099670918,Oldcat
232250927366,artifact
231211257430,Validatus
227203752934,AlphaNodes.OSMO
221617754761,Secure Secrets
217231610885,StakeThat - autorestake
216298322729,Coinpayu
215714790069,DELIGHT
188343366906,Staking Fund
