address,tokens,ip_address
Figment,285452101903733856,51.222.248.87
Blockdaemon,254944516801680689,208.91.107.169
Mysten-2,252334837774228079,136.244.64.220
P2P.ORG,218433377760267842,212.117.185.244
Triton One,201370317170717389,202.8.8.8
Luganodes,195393364126822928,93.115.25.174
Anchorage Digital-2,188050008625463480,136.243.55.238
Chorus One,182926600367733058,46.165.244.19
TrustedPoint,179738725514560695,45.250.253.74
Mysten-1,167353270467431180,45.63.91.154
ContributionDAO,157434979163467660,141.95.99.142
Blockscope.net,155713456992635186,15.235.82.231
StakingCabin,155414549435859969,54.64.235.237
Kiln,148774633276925191,57.128.73.31
Bware Labs,147374279306000716,141.95.34.55
mrgn,144851329979421503,141.98.216.164
Chainode Tech,142448746252475092,103.50.32.114
Everstake,142394375254944789,45.250.254.103
Overclock,142309483512991879,45.250.253.99
Shinlabs,141979464685373207,43.130.123.214
Artifact,138729379709663964,206.125.33.6
Dankuzone_w_DAIC,138642301974073180,37.252.184.226
Galaxy Digital,138613199388914059,52.215.11.218
Nelrann,138334211211404100,185.209.178.171
Ahoy Validator,137885110312698315,103.50.32.109
DSRV,136037123461817986,141.95.171.152
HashedPotatoes,133122684967101632,69.67.149.35
Chainbase,118469619120182344,43.154.164.179
Nodes.Guru,118452288509963810,141.95.99.90
BartestneT,118408132860611627,45.250.253.76
P-OPS Team,118403336834753627,185.8.104.19
TPT,118242322140525298,18.246.8.19
Aftermath,115878910264702014,57.128.47.71
Persimmon,114091986857987636,35.74.25.246
Durian,113865100448279042,13.229.58.139
Citadel.one,108342686374909525,141.94.137.186
Scale3Labs,108020864453366996,45.250.254.151
Cogent Crypto,94873239522712264,45.250.254.99
Coinbase Cloud,91834929462683830,3.249.94.146
BlockVision,65626921209926462,34.87.103.163
Staking Facilities,65253260483259211,5.199.170.77
OKXEarn,59223799670486715,43.207.255.138
ORBR,53983144966737856,78.141.245.48
stakefish,49702524475934304,147.75.199.7
Juicy Stake,48114274975600400,45.250.253.84
Ankr,47044476403921749,107.6.94.244
proofgroup,46928205080614478,207.53.234.207
KiligLab,46030256470044902,8.213.144.236
Allnodes,44713713499677587,169.155.45.15
Cypher Capital,44306337722979911,45.250.253.95
BiXinKelePool,42503970780433927,47.89.250.58
Staking Defense League,41910612884187257,188.214.129.144
n1stake,39969392021519741,173.231.17.194
StakeWithUs,38578380606498943,178.18.252.36
Cosmostation,37727480418619711,172.255.251.44
Staked,37308511168171475,54.195.211.175
Brightlystake,37298553138740972,139.84.155.177
BlockEden.xyz,37222081951927078,34.143.153.196
Peeranha,36284678248976352,45.250.253.92
SyncNode,36198585458288947,103.50.32.122
01node,36126685942429596,195.14.6.175
Stardust Staking,36054767184013124,93.115.25.67
Swiss Staking,36030979282174897,82.220.39.51
Imperator.co,36023309040792452,57.128.97.53
ONBUFF,36014358460260536,52.231.106.71
B-Harvest,36009860013310627,198.13.34.226
KingSuper,36002571539186598,139.84.139.8
Restake,35964581921608633,103.219.171.17
SynergyNodes,35951764900470227,194.48.168.246
Neuler,35947987436599768,103.219.171.15
Astro-Stakers,35947289595493115,195.189.96.115
ANodes,35935501201092090,8.218.16.91
[NODERS]TEAM x Criterion VC,35925245271840609,149.28.137.164
Chainflow,32949521589165977,185.8.104.18
Omnistake,32900201600054760,44.230.61.141
Anchorage Digital-1,30974953884805772,198.244.253.76
ZKValidator,30393582994919319,37.27.62.100
Stakely,29471770740072747,15.235.53.140
XPRV,28674139786480730,54.38.136.66
InfStones,28406155825200838,150.136.151.212
Parasol,28280173609511117,43.130.125.249
gumi,28276179142112358,13.230.215.202
Laine,28070826570837117,103.50.32.184
HashKey Cloud,27847878353345198,52.77.43.187
QuantNode,27844538873631904,103.50.32.129
Moonlet,27844163545584311,103.219.171.14
SpartanLabs,27841553755535137,5.199.170.96
NodeReal,27826249687503711,3.230.184.15
Stakin,27826020267730483,93.115.25.75
Node Guardians,27823016618901227,51.222.152.21
flipside,27820900527617191,198.178.224.97
BLRD,27815968319313792,35.77.209.41
TDMTech,27800752270295765,109.123.108.59
Forbole,27772573769389637,5.10.24.66
Staketab,27772061468069077,103.50.32.107
ComingChat,27770139201088759,45.32.11.180
Nodeinfra,27749983212505097,34.80.99.216
Gaucho,27739778590425982,45.250.253.97
MoveFuns DAO,27737594924965517,135.181.228.230
A41,27736341335623304,195.201.186.66
Qredo,27732419834082608,65.108.111.57
H2O Nodes,27731036689683442,185.125.95.23
RepublicCrypto,27591427515150361,91.210.226.206
SenseiNode,27541766605750475,69.67.148.48
MIDL.dev,26850675110497101,62.210.140.115
Latitude.sh,26694268226979959,103.219.168.185
