address,tokens,ip_address
Figment,283768399891369810,51.222.248.87
Blockdaemon,252792554939904549,208.91.107.169
Mysten-2,240915216183586719,136.244.64.220
P2P.ORG,222355696778336501,212.117.185.244
Luganodes,209891591762313296,93.115.25.174
Triton One,200951276841124173,202.8.8.8
Anchorage Digital-2,187765599336327734,136.243.55.238
Chorus One,181797063624316051,46.165.244.19
TrustedPoint,179486550726813073,45.250.253.74
Mysten-1,160480467618028164,45.63.91.154
ContributionDAO,157096576077743128,141.95.99.142
Blockscope.net,155477322630877865,15.235.82.231
StakingCabin,155182953612407302,54.64.235.237
Kiln,148730422477256539,57.128.73.31
Bware Labs,147150612357850141,141.95.34.55
mrgn,144610968258689122,141.98.216.164
Everstake,143388616710772447,45.250.254.103
Chainode Tech,142230771725171884,103.50.32.114
Overclock,142102902762009836,45.250.253.99
Shinlabs,141540518048371201,43.130.123.214
Dankuzone_w_DAIC,138439214388783026,37.252.184.226
Artifact,138436158493439134,206.125.33.6
Galaxy Digital,138409625833747563,52.215.11.218
Nelrann,138143583445776939,185.209.178.171
Ahoy Validator,137703960732463993,103.50.32.109
DSRV,135828422026348222,141.95.171.152
HashedPotatoes,126809499355183148,69.67.149.35
Chainbase,118305753413390932,43.154.164.179
Nodes.Guru,118255957578085823,141.95.99.90
BartestneT,118240339081728446,45.250.253.76
P-OPS Team,118235063891887101,185.8.104.19
TPT,118107077665786128,18.246.8.19
Aftermath,114907633869158880,57.128.47.71
Persimmon,113927777874485692,35.74.25.246
Durian,113701585052699585,13.229.58.139
Citadel.one,108167888693633368,141.94.137.186
Scale3Labs,107874541839711247,45.250.254.151
Cogent Crypto,94743913977431213,45.250.254.99
Coinbase Cloud,91795863903209615,3.249.94.146
BlockVision,65696648835868679,34.87.103.163
Staking Facilities,65219672700472132,5.199.170.77
ORBR,53340207846302999,78.141.245.48
OKXEarn,53211262705537975,43.207.255.138
stakefish,48687256439547961,147.75.199.7
Juicy Stake,48046631989503999,45.250.253.84
proofgroup,46864647285480072,207.53.234.207
KiligLab,45970704418045986,8.213.144.236
Cypher Capital,44250546819055686,45.250.253.95
Allnodes,44084756799129105,169.155.45.15
BiXinKelePool,42449171431096353,47.89.250.58
Staking Defense League,41847377970104232,188.214.129.144
n1stake,39913059467113481,173.231.17.194
StakeWithUs,38501534892237451,178.18.252.36
Ankr,37551330701605024,107.6.94.244
Staked,37263178813336649,54.195.211.175
Brightlystake,37242047037398150,139.84.155.177
BlockEden.xyz,37164383881355513,34.143.153.196
Cosmostation,36713885534715921,172.255.251.44
Peeranha,36229798578209960,45.250.253.92
SyncNode,36150407569820221,103.50.32.122
01node,36065898179666871,195.14.6.175
Stardust Staking,35990957889328644,93.115.25.67
ONBUFF,35969500077567766,52.231.106.71
Swiss Staking,35965271147559055,82.220.39.51
B-Harvest,35957752600467108,198.13.34.226
Imperator.co,35950080133213117,57.128.97.53
KingSuper,35942365108416511,139.84.139.8
SynergyNodes,35903040187455019,194.48.168.246
Restake,35901947113266079,103.219.171.17
Neuler,35895861454179694,103.219.171.15
Astro-Stakers,35895857292041514,141.95.99.201
ANodes,35883723893668580,47.242.178.190
[NODERS]TEAM x Criterion VC,35875403140459789,149.28.137.164
Chainflow,32875557222952890,185.8.104.18
Omnistake,32840435521041525,44.230.61.141
Anchorage Digital-1,30929854104660627,198.244.253.76
ZKValidator,30347093690866052,37.27.62.100
Stakely,29899637132041473,15.235.53.140
XPRV,28629757279386241,54.38.136.66
InfStones,28244018132161858,150.136.151.212
Parasol,28243375718955226,43.130.125.249
gumi,28235255310409262,13.230.215.202
Laine,28033593825859139,103.50.32.184
Moonlet,27826852042972970,103.219.171.14
HashKey Cloud,27812142900612050,52.77.43.187
QuantNode,27805171877152024,103.50.32.129
SpartanLabs,27797151764852335,5.199.170.96
flipside,27787303945944513,198.178.224.97
BLRD,27775959181830705,35.77.209.41
NodeReal,27772675476365918,3.230.184.15
Stakin,27771741765769729,93.115.25.75
TDMTech,27763122489305899,109.123.108.59
MoveFuns DAO,27760529785474411,135.181.228.230
Staketab,27752861859874283,103.50.32.107
Node Guardians,27735835392972088,51.222.152.21
Forbole,27728088858583618,5.10.24.66
ComingChat,27726958804917691,45.32.11.180
Nodeinfra,27699946093992835,34.80.99.216
A41,27696514076770380,195.201.186.66
Gaucho,27695524398704484,45.250.253.97
H2O Nodes,27690546703918992,185.125.95.23
Qredo,27685764546239257,65.108.111.57
RepublicCrypto,27566345072842243,91.210.226.206
SenseiNode,27499393367425433,69.67.148.48
MIDL.dev,26685107176121189,62.210.140.115
Latitude.sh,26658866855809602,103.219.168.185
