address,tokens,ip_address
Figment,290536659183100751,51.222.248.87
Mysten-1,256088576051093177,45.63.91.154
Blockdaemon,255442304447341675,208.91.107.169
Mysten-2,253346700625810338,136.244.64.220
P2P.ORG,218585381425351777,212.117.185.244
Triton One,202543550359839586,202.8.8.8
Luganodes,194905045296340110,93.115.25.174
Anchorage Digital-2,188225077351889569,136.243.55.238
Chorus One,183116918218161577,46.165.244.19
TrustedPoint,180240755129725834,45.250.253.74
ContributionDAO,157602798144686281,141.95.99.142
Blockscope.net,155865746914018412,15.235.82.231
StakingCabin,151920707067193112,54.64.235.237
Kiln,148929106164243498,57.128.73.31
Bware Labs,147501846091656213,141.95.34.55
mrgn,145653736641064970,141.98.216.164
Chainode Tech,142697140665575972,103.50.32.114
Everstake,142555460356539362,45.250.254.103
Overclock,142452156263121308,45.250.253.99
Artifact,139259000991467055,206.125.33.6
Dankuzone_w_DAIC,138793509980328210,37.252.184.226
Galaxy Digital,138755708528567100,52.215.11.218
Nelrann,138476388400918503,185.209.178.171
Ahoy Validator,138014546649626702,103.50.32.109
DSRV,136169351131077982,141.95.171.152
HashedPotatoes,133664056620386347,69.67.149.35
Chainbase,118590724791756722,43.154.164.179
BartestneT,118523752848132057,45.250.253.76
P-OPS Team,118517128173237134,185.8.104.19
Nodes.Guru,118516672282132271,141.95.99.90
TPT,118358885492221435,161.97.131.71
Aftermath,118035305022408186,57.128.47.71
Durian,113980779465633741,13.229.58.139
Persimmon,113969109386278031,35.74.25.246
Citadel.one,108474451766258725,141.94.137.186
Scale3Labs,108132175738668751,45.250.254.151
Cogent Crypto,94964527580665738,45.250.254.99
Coinbase Cloud,91932937551653613,3.249.94.146
BlockVision,65484133759024709,34.87.103.163
Staking Facilities,65325493822793149,5.199.170.77
OKXEarn,60296630977333790,43.207.255.138
ORBR,54573360677361844,78.141.245.48
Shinlabs,49960083737538258,43.130.123.214
Juicy Stake,48162907774009618,69.2.39.167
stakefish,48154939590990243,147.75.199.7
Ankr,47562316286224280,107.6.94.244
proofgroup,46975713153953528,207.53.234.207
KiligLab,46077555329659565,8.213.144.236
Allnodes,44784685427110787,169.155.45.15
Cypher Capital,44346802074006777,69.2.39.165
BiXinKelePool,42542491993322439,47.89.250.58
Staking Defense League,41947555446300994,188.214.129.144
Cosmostation,41898429647014790,172.255.251.44
n1stake,40000003726969132,173.231.17.194
StakeWithUs,38623896814311082,178.18.252.36
Staked,37356506233759494,54.195.211.175
Brightlystake,37339106914533429,139.84.155.177
BlockEden.xyz,37263446973490340,34.143.153.196
Peeranha,36323447264544520,45.250.253.92
SyncNode,36230888712054815,103.50.32.122
01node,36124291723256111,195.14.6.175
Stardust Staking,36079550004563659,93.115.25.67
Imperator.co,36069495252660422,57.128.97.53
Swiss Staking,36067281128917532,82.220.39.51
B-Harvest,36053760521443593,198.13.34.226
KingSuper,36040325447379861,139.84.139.8
Restake,35992528898622045,103.219.171.17
Neuler,35991365370650334,103.219.171.15
SynergyNodes,35984681402037530,194.48.168.246
Astro-Stakers,35982872777016667,195.189.96.115
ANodes,35972649743948429,8.218.16.91
[NODERS]TEAM x Criterion VC,35956004940714682,149.28.137.164
ONBUFF,35921399435576078,52.231.106.71
Chainflow,32983416073480925,185.8.104.18
Omnistake,32928829759812234,44.230.61.141
Anchorage Digital-1,31007834394903659,198.244.253.76
ZKValidator,30427217335132016,65.21.128.113
Stakely,29576387289806768,15.235.53.140
XPRV,28701415918257811,54.38.136.66
InfStones,28570934158832034,150.136.151.212
gumi,28306956634642565,13.230.215.202
Parasol,28306727309131693,43.130.125.249
Laine,28104511378228286,103.50.32.184
HashKey Cloud,27876619101920442,52.77.43.187
Moonlet,27873977929531210,103.219.171.14
SpartanLabs,27871616226503668,5.199.170.96
QuantNode,27870481456649221,103.50.32.129
Stakin,27852677093274326,93.115.25.75
NodeReal,27847613267413911,54.152.222.161
Node Guardians,27846908700043146,51.222.152.21
flipside,27845935692659004,198.178.224.97
BLRD,27845036600763408,35.77.209.41
TDMTech,27828974218232782,109.123.108.59
Staketab,27807941735150873,103.50.32.107
Forbole,27800978372926002,5.10.24.66
ComingChat,27786296095833440,45.32.11.180
Gaucho,27768978457667801,45.250.253.97
MoveFuns DAO,27763791010292152,135.181.228.230
Qredo,27761009109653044,65.108.111.57
H2O Nodes,27758039869277802,185.125.95.23
A41,27752047744803498,195.201.186.66
Nodeinfra,27731649724094651,34.80.99.216
RepublicCrypto,27622724263677589,91.210.226.206
SenseiNode,27572336943150079,69.67.148.48
MIDL.dev,26878839392360724,62.210.140.115
Latitude.sh,26720685376498477,103.219.168.185
