address,tokens
Polychain,37896367800497
Go,34141963048333
Finoa Consensus Services,33614443814834
bitcoinsuisse.com,33010566325480
Unit 410,24678441256543
P-OPS Team,22994829646479
Chorus One,22868257087197
Qubelabs,22017269676483
CUCK.,18780715163183
P2P.ORG,17994640583012
Little Dipper,13209911885112
Earthbender,12905983344805
GalaxyDigital,12652523513926
Figment,12615020432789
Anonymous,10982073847038
Twinstake,10583363968172
Cosmostation,9942577565285
Coinbase Cloud,9171284439349
Keplr (formerly known as Blockapsis),9109342038872
Imperator.co,8881223091638
Nodes.Guru,7866940194428
AI,7434237712613
Binary Builders,7013289551170
polkachu.com,6987630515331
Upnode | 0% Fee,6557454855873
Staking Facilities,6125135638128
Baza,6068840945074
Hex Technologies,5971375164725
XPRV,5962307905145
01node,5942230470377
ZKValidator,5152883219916
senggigi,5000595193807
Nocturnal Labs,4926543275689
StakeWithUs,3828555431545
Validatus,3530219655697
BlackBlocks,3528307856653
Stakecito,3406712164054
MZONDER,3132076822532
PRYZM | StakeDrop,2573984725675
NakoTurk,2521272562327
Staked,2471336593155
BinanceNode,2129473699839
NodeStake,2064017875527
project blanc,2036518422065
Allnodes,1773700116334
 Lavender.Five Nodes 🐝,1710373827475
Informal Systems,1685428387174
alphab.ai,1666801106960
LatamNodes,1535945160000
Node Guardians,1441994380484
 kjnodes.com 🦄,1407573906710
Enigma,1375158803223
Decentrio,1300283309046
Easy 2 Stake,1262275234714
Forbole,1216509127618
B-Harvest,1180217874364
Brightlystake,1124233523458
Kiln,1113975203564
Stakin,1097786108936
Everstake,1039455628540
Stakely.io,1005654956795
"Frens (🤝,🤝)",1003245595594
DSRV,965398010144
kooltek68,922513935805
StakeLab.zone,847802734388
FreshSTAKING,822372365767
Swiss Staking,816962854568
Larry Engineer,809846586122
StakingCabin,802941905364
ContributionDAO,772278185214
strangelove,764408211017
BwareLabs,717978271916
KingSuper,715023518747
W3.Hitchhiker,705446980627
Lemniscap,679551542740
✅ CryptoCrew Validators,656073738239
Gunter,643340620671
Staking4All,632457794357
KEK,627802506874
Cumulo,619795459224
Validatrium.com,591485314170
Suntzu,590386532733
BitNordic,587693448974
Maple Nodes,574971077812
moonli.me,574693892578
ChainodeTech,573510643697
LowFeeValidation,572621349249
0xFury,568110856768
Moonlet,561184895020
wavefive,553964983736
[NODERS]TEAM,548023238103
Stake🦑Squid,545030311367
Conqueror,544492136555
Staker Space,532343022162
Meria,530124611916
spidey,502699277451
4sv,490086217065
PartnerStaking,485124028071
quantumcore,485030086405
Neoprom,484408073689
Neuler,481419745938
counterpoint,481033602353
Active Nodes,458860971113
 Blockscope.net,397178424935
Blockdaemon,171964279720
AM Solutions 🪐,100751997147
Smart Stake 📈📊 | 5% max,10042872889
ValiDAO,7851366827
Crosnest,6432595403
MH Ventures,5821362658
Witval,1523761579
Notional,1273199368
Anonstake,993344254
F5 Nodes,976175073
 AutoStake 🛡️ Slash Protected,797769697
Please redelegate,731035930
nysa.network,719397806
SG-1,451800000
INACTIVE,340820590
AVIAONE 🟢,311103177
KalpaTech,300000000
POSTHUMAN∞DVS,267279396
INACTIVE-DO NOT DELEGATE,250000000
[Please redelegate],222236999
InfStones,121001715
HFA X Defi Dojo Validation,118363054
BlockHunters 🎯,111572219
Synergy Nodes,101541911
Huginn,93165308
Bro_n_Bro,86101351
T DATA,84245529
GPvalidator,78898704
,76191973
WexclaW,72087333
Stake&Relax 🦥,71636875
ECO Stake 🌱,63942603
silent,58644209
vortexray,57267411
Stakeflow,54506528
NachoNode,54104306
please Redelegate,51432854
securesecrets,49661363
EU,45323006
TiaRocketKC,40553877
NacionCrypto - Parceros,37203127
Kaizoku Labs,36168922
Multiplex,35599692
Sr20de,34020687
PowerStaking,33836227
jabbey,31178208
cryptonodes.pro,29473308
Kleomedes,29368494
StakePool,27709662
Stake.Works | Celestia,25000000
Cosmos Spaces,23982519
node101,22202360
OmniFlix Network,22117401
0base.vc,21636129
ITALY - Lowest Commission,17000000
RockX,15000000
AviaStake,14910489
Tessellated,11600000
itrocket,10000000
Wave,9351708
Architect Nodes,9000000
STAKEME,8971430
NodeX Emperor ⚡ Celestia,8605456
Colossus,8432206
AndromedaPool,6600000
Ubik Capital,6000000
Brick,5864817
openstake.net,5000000
MrCoco,5000000
Citizen Web3,4389000
  Oni ⛩️,3000100
Inter Blockchain Services,2550000
𝐥𝐞𝐬𝐧𝐢𝐤 | 𝐔𝐓𝐒𝐀,2098900
BloClick,2000000
QuantumQuasar,2000000
Inno Swap - DELEGATE FOR AIRDROP,1820000
KubikStaking,1600000
TrustedPoint,1500000
0% EU Fast Validator,1500000
PathrockNetwork,1000000
bg-0d,1000000
SquallNetwork,1000000
Farrari_TestNode,1000000
AiC DAO,1000000
ValidatorVN,1000000
Chainflow,1000000
GPvalidator,1000000
Luganodes,1000000
Avril14th,1000000
na,1000000
Equinox,1000000
MAHOF,1000000
IcyCRO 🧊,1000000
CroutonDigital,1000000
OKX Earn,1000000
DXN,1000000
Madrona,1000000
Lucky Research,1000000
Clorophilla,700000
Artifact,600000
vega17,458000
iCosmosDAO,200000
this_is_moniker,10000
ian-test,1
