address,tokens,ip_address
Mysten-1,257988070779664017,45.63.91.154
Blockdaemon,255395965684686003,208.91.107.169
Mysten-2,253287442185821113,136.244.64.220
Figment,235925204317505387,51.222.248.87
P2P.ORG,218539115481005113,212.117.185.244
Triton One,201611822287738206,202.8.8.8
Luganodes,194893988328950620,93.115.25.174
Anchorage Digital-2,188186981715765137,136.243.55.238
Chorus One,183075898955843385,46.165.244.19
TrustedPoint,180182695024613652,45.250.253.74
ContributionDAO,157634227450613892,141.95.99.142
Blockscope.net,155841059997945357,15.235.82.231
StakingCabin,151896189343763164,54.64.235.237
Kiln,148873215188310883,57.128.73.31
Bware Labs,147471151103331740,141.95.34.55
mrgn,145366943264229894,141.98.216.164
Chainode Tech,142669877903787059,103.50.32.114
Everstake,142525509048267364,45.250.254.103
Overclock,142421735262629682,45.250.253.99
Artifact,139205578023025320,206.125.33.6
Dankuzone_w_DAIC,138765589034401561,37.252.184.226
Galaxy Digital,138726462959448953,52.215.11.218
Nelrann,138438735412714976,185.209.178.171
Ahoy Validator,137991000559662120,103.50.32.109
DSRV,136139075863381308,141.95.171.152
HashedPotatoes,133610964162210744,69.67.149.35
Chainbase,118565866089161683,43.154.164.179
BartestneT,118500078812011235,45.250.253.76
P-OPS Team,118492495594425458,185.8.104.19
Nodes.Guru,118491800065245045,135.181.18.112
TPT,118328335532705914,161.97.131.71
Aftermath,117351110466693991,57.128.47.71
Durian,113957457869326846,13.229.58.139
Persimmon,113945844248152136,35.74.25.246
Citadel.one,108450568154555580,141.94.137.186
Scale3Labs,108110731411616590,45.250.254.151
Cogent Crypto,94945499591664282,45.250.254.99
Coinbase Cloud,91915796971761129,3.249.94.146
BlockVision,65479199603517358,34.87.103.163
Staking Facilities,65309372379200182,5.199.170.77
OKXEarn,59582661067696295,43.207.255.138
ORBR,54535497054625562,78.141.245.48
Shinlabs,49949729812421853,43.130.123.214
Juicy Stake,48152624895933950,69.2.39.167
stakefish,47823673243113650,147.75.199.7
Ankr,47515452094949464,107.6.94.244
proofgroup,46965766549841970,207.53.234.207
KiligLab,46068027462813491,8.213.144.236
Allnodes,44767480312084458,169.155.45.15
Cypher Capital,44339737206668359,69.2.39.165
Cosmostation,43692986372115829,172.255.251.44
BiXinKelePool,42532512286210843,47.89.250.58
Staking Defense League,41939242617864724,188.214.129.144
n1stake,39991721321749500,173.231.17.194
StakeWithUs,38610808914996733,178.18.252.36
Staked,37350074000095682,54.195.211.175
Brightlystake,37330469820969072,139.84.155.177
BlockEden.xyz,37256117928025913,34.143.153.196
Peeranha,36317564334968681,45.250.253.92
SyncNode,36224971542047780,103.50.32.122
01node,36114680884025781,195.14.6.175
Stardust Staking,36071045019477934,93.115.25.67
Imperator.co,36062594086300809,57.128.97.53
Swiss Staking,36058361787238049,82.220.39.51
B-Harvest,36046500157085912,198.13.34.226
ONBUFF,36042757923871183,52.231.106.71
KingSuper,36030908425202477,139.84.139.8
Neuler,35986428546193760,103.219.171.15
Restake,35984634382018248,103.219.171.17
SynergyNodes,35976352179359969,194.48.168.246
Astro-Stakers,35972184348701871,195.189.96.115
ANodes,35965434555499762,8.218.16.91
[NODERS]TEAM x Criterion VC,35949437749549487,149.28.137.164
Chainflow,32976688990165588,185.8.104.18
Omnistake,32920630988976808,52.37.215.5
Anchorage Digital-1,31001611830134681,198.244.253.76
ZKValidator,30419439400099611,65.21.128.113
Stakely,29575596187309263,15.235.53.140
XPRV,28695153307112973,54.38.136.66
InfStones,28464340739268923,150.136.151.212
gumi,28300495941157737,13.230.215.202
Parasol,28300411995168298,43.130.125.249
Laine,28097346418670680,103.50.32.184
HashKey Cloud,27870600773373392,52.77.43.187
Moonlet,27867579410462938,103.219.171.14
SpartanLabs,27867013041182389,5.199.170.96
QuantNode,27865527886562445,103.50.32.129
Stakin,27843762170964667,93.115.25.75
flipside,27841007226290097,198.178.224.97
NodeReal,27840812795172282,54.152.222.161
Node Guardians,27839930566763123,51.222.152.21
BLRD,27839394431804978,35.77.209.41
TDMTech,27823339049546299,109.123.108.59
Staketab,27803596233166078,103.50.32.107
Forbole,27793297667487877,5.10.24.66
ComingChat,27778568161800494,45.32.11.180
Gaucho,27763325570743198,45.250.253.97
MoveFuns DAO,27759730549727666,135.181.228.230
Qredo,27754814487703958,65.108.111.57
H2O Nodes,27751619589443527,185.125.95.23
A41,27746157836731598,195.201.186.66
Nodeinfra,27725700927484130,34.80.99.216
RepublicCrypto,27615923006887159,91.210.226.206
SenseiNode,27566675003818398,69.67.148.48
MIDL.dev,26873462157021830,62.210.140.115
Latitude.sh,26716272912696209,103.219.168.185
