address,tokens
Figment,275848001026495914
Blockdaemon,249835951093647761
Mysten-2,240765239624024979
P2P.ORG,227611666556296371
Luganodes,210083797290439889
Triton One,200662984185017558
Anchorage Digital-2,187432321585351972
Chorus One,180123609408364402
TrustedPoint,179163603008073061
Mysten-1,158009132993071386
ContributionDAO,156749549224370166
Blockscope.net,155193617768225890
StakingCabin,154966004967867127
Bware Labs,146900961510082932
mrgn,144575171376855935
Kiln,144013720377988822
Everstake,143287562299740700
Chainode Tech,142280425867984524
Overclock,141858291928850705
Shinlabs,141287784310205897
Artifact,138313899373466689
Dankuzone_w_DAIC,138192315282075304
Galaxy Digital,138165402413832253
Nelrann,137940230020393581
Ahoy Validator,137474018937181156
DSRV,135723095322787533
HashedPotatoes,126618109707367309
Chainbase,118084303875788083
BartestneT,118029087497814873
P-OPS Team,118022065398311337
Nodes.Guru,118011298053686080
TPT,117909930055526800
Aftermath,114932233634809119
Durian,113499687423652676
Persimmon,113485837484772690
Citadel.one,107976705516683975
Scale3Labs,107751149010048540
Cogent Crypto,94585146810833645
Coinbase Cloud,91627248095666713
BlockVision,65586171162763895
Staking Facilities,65202234698855976
ORBR,53012830439667516
Juicy Stake,47995443229639682
stakefish,47918912058163799
proofgroup,47000396014931787
KiligLab,45896950353457573
OKXEarn,45610567740149973
Cypher Capital,44178063701843474
Allnodes,43912607139748725
BiXinKelePool,42558859732948916
Staking Defense League,41782206346793172
n1stake,39856284216255072
StakeWithUs,38428475794823810
Staked,37201913087307684
Brightlystake,37174370884059126
Ankr,37165905790399879
BlockEden.xyz,37097739218823315
Cosmostation,36486967052549167
Peeranha,36178492060112987
SyncNode,36007891889451475
01node,36001883178544704
Swiss Staking,35970768816842361
Stardust Staking,35967764450207109
ANodes,35928747759759435
ONBUFF,35905014426198328
B-Harvest,35894155334444154
Imperator.co,35881127246732171
KingSuper,35878229976316243
Restake,35850002440299228
SynergyNodes,35843030731601723
Neuler,35838575045587993
Astro-Stakers,35836531445371115
[NODERS]TEAM x Criterion VC,35821994642780313
Chainflow,32816664600782081
Omnistake,32775071328264849
Stakely,31033257037849101
Anchorage Digital-1,30946169170268585
ZKValidator,30074028117182834
XPRV,28582669594158499
Parasol,28200860276941590
InfStones,28194804718202177
gumi,28185305649739577
Laine,27991298914787155
Moonlet,27772963069279309
QuantNode,27751202519097439
SpartanLabs,27744609829164273
HashQuark,27743965721476016
Stakin,27737017074434062
flipside,27730881133795875
BLRD,27727691881953112
NodeReal,27721724459331344
Qredo,27717184768723262
TDMTech,27716234509899166
Staketab,27713435820483918
ComingChat,27692888634781056
Forbole,27688235358775312
A41,27662467145115922
Nodeinfra,27652100267572406
Node Guardians,27649906387834589
Gaucho,27645209174473055
H2O Nodes,27644265095730045
MoveFuns DAO,27636692408332405
RepublicCrypto,27515954261475103
SenseiNode,27450906101094962
MIDL.dev,26644531381286713
Latitude.sh,26610505429829785
