address,tokens,ip_address
Figment,282146088511893556,51.222.248.87
Blockdaemon,254635926162688840,208.91.107.169
Mysten-2,249559447465505292,136.244.64.220
P2P.ORG,222241084889690185,212.117.185.244
Luganodes,206372882518532811,93.115.25.174
Triton One,201127820553680674,202.8.8.8
Anchorage Digital-2,187889985298545747,136.243.55.238
Chorus One,181869297143012116,46.165.244.19
TrustedPoint,179603236293012970,45.250.253.74
Mysten-1,161137587918522248,45.63.91.154
ContributionDAO,157277167930042057,141.95.99.142
Blockscope.net,155581875929899892,15.235.82.231
StakingCabin,155292913357370595,54.64.235.237
Kiln,148837074118059929,57.128.73.31
Bware Labs,147249045531421746,141.95.34.55
mrgn,144668819997303098,141.98.216.164
Chainode Tech,142306779677206641,103.50.32.114
Everstake,142303580729907624,45.250.254.103
Overclock,142196076400041081,45.250.253.99
Shinlabs,141621693601746103,43.130.123.214
Artifact,138544351488916738,206.125.33.6
Dankuzone_w_DAIC,138531227073446293,37.252.184.226
Galaxy Digital,138506916035951945,52.215.11.218
Nelrann,138220523184431133,185.209.178.171
Ahoy Validator,137783299991620069,103.50.32.109
DSRV,135931637811536558,141.95.171.152
HashedPotatoes,126966127864001392,69.67.149.35
Chainbase,118378069846071622,43.154.164.179
Nodes.Guru,118336858493310629,135.181.18.112
BartestneT,118314553952928627,45.250.253.76
P-OPS Team,118313615676733563,185.8.104.19
TPT,118172864841479141,18.246.8.19
Aftermath,115260436137104436,57.128.47.71
Persimmon,114004085107096389,35.74.25.246
Durian,113777064350844585,13.229.58.139
Citadel.one,108210284565269425,141.94.137.186
Scale3Labs,107941926506579278,45.250.254.151
Cogent Crypto,94802587205182942,45.250.254.99
Coinbase Cloud,91817113121822218,3.249.94.146
BlockVision,65576524391548568,34.87.103.163
Staking Facilities,65272998133340506,5.199.170.77
OKXEarn,54684338803199458,43.207.255.138
ORBR,53510205831908937,78.141.245.48
stakefish,49539843780342796,147.75.199.7
Juicy Stake,48076772732433744,45.250.253.84
proofgroup,46885453568013138,207.53.234.207
KiligLab,46001308362355952,8.213.144.236
Allnodes,44598085103009104,169.155.45.15
Cypher Capital,44273457310183492,45.250.253.95
BiXinKelePool,42470044941943931,47.89.250.58
Staking Defense League,41875265404050137,188.214.129.144
n1stake,39939312361882098,173.231.17.194
Ankr,38751227899883433,107.6.94.244
StakeWithUs,38528118218790179,178.18.252.36
Staked,37282719793178235,54.195.211.175
Brightlystake,37266641064033247,139.84.155.177
BlockEden.xyz,37192517301087906,34.143.153.196
Cosmostation,36337097000069209,172.255.251.44
Peeranha,36254895487471728,45.250.253.92
SyncNode,36169358454278344,103.50.32.122
01node,36089996798251238,195.14.6.175
Stardust Staking,36004574043265609,93.115.25.67
Swiss Staking,35989691156865713,82.220.39.51
ONBUFF,35987469072642918,52.231.106.71
Imperator.co,35984478620974496,57.128.97.53
B-Harvest,35981436435881417,198.13.34.226
KingSuper,35964973164402564,139.84.139.8
Restake,35927777501675384,103.219.171.17
SynergyNodes,35924575623176787,194.48.168.246
Neuler,35919561279575427,103.219.171.15
Astro-Stakers,35917415775612076,141.95.99.201
ANodes,35907066551382471,8.218.16.91
[NODERS]TEAM x Criterion VC,35897909883904039,149.28.137.164
Chainflow,32917834557641431,185.8.104.18
Omnistake,32868642316590281,44.230.61.141
Anchorage Digital-1,30950471206315591,198.244.253.76
ZKValidator,30367080814106713,37.27.62.100
Stakely,29439203666681419,15.235.53.140
XPRV,28647927911905594,54.38.136.66
InfStones,28384147190540596,150.136.151.212
Parasol,28258805193253094,43.130.125.249
gumi,28251811320894792,13.230.215.202
Laine,28054847457719378,103.50.32.184
HashKey Cloud,27825404702406532,52.77.43.187
QuantNode,27822384274067392,103.50.32.129
Moonlet,27820161297191688,103.219.171.14
SpartanLabs,27815052033114451,5.199.170.96
flipside,27803171798798611,198.178.224.97
Stakin,27800696737191975,93.115.25.75
BLRD,27794097945855494,35.77.209.41
NodeReal,27790642030504439,54.152.222.161
TDMTech,27779231704811503,109.123.108.59
Staketab,27779130553954542,103.50.32.107
Node Guardians,27752037738689911,51.222.152.21
ComingChat,27744977161270096,45.32.11.180
Forbole,27741119376057674,5.10.24.66
Nodeinfra,27718985682107139,34.80.99.216
Gaucho,27715217803218756,45.250.253.97
A41,27714612312847832,195.201.186.66
MoveFuns DAO,27710510412704955,135.181.228.230
H2O Nodes,27707340396201166,185.125.95.23
Qredo,27703560940062572,65.108.111.57
RepublicCrypto,27577359743341060,91.210.226.206
SenseiNode,27518781300446373,69.67.148.48
MIDL.dev,26831007004475595,62.210.140.115
Latitude.sh,26676724947741696,103.219.168.185
