tokens,address
22422310657332,reynisfjara
21201361960319,Cosmostation
13639103266415,Chorus One
13481313230500,Electric
11865062074693,Figment
6222877578276,Inotel
5429731461244,SG-1
4689358994585,Frog OSMO
4596124271759,"Frens (🤝,🤝)"
4561469964564,BouBouNode
4446908190011,🐠stake.fish
4330899365840,Sentinel dVPN
4160721696824,Notional
4002745640555,polkachu.com
3968262658111,Imperator.co
3934718588265,Chandra Station 
3855569121355,01node
3804134346031,Citadel.one
3799457478769,Zero Knowledge Validator (ZKV)
3603042732372,wosmongton
3552349475532,Larry Engineer
3532649451339,binary_holdings
3458569222118,Allnodes
3449163491909,Informal Systems
3377183804386,PRYZM | Stake & Earn
3235648351748,Stakecito
3043058024360,OmniFlix Network
3036346755541,Peregrine
3002650269034,tree-frog
2982318472108,DSRV
2910444365096,ShapeShift DAO
2850652192097,Node Guardians
2828803366723,POSTHUMAN∞DVS
2826217820405,Parakeet
2795782121107,0base.vc
2666947773806,White Marlin Staking
2510627695000,Ledger by Figment
2494809619974,iqlusion
2483225206141,CryptoCrew Validators ✅
2471893347132,#decentralizehk - DHK dao
2448881536655,B-Harvest
2418486944575,Provalidator
2368327598438,S16 Research Ventures
2243276308897,StakeLab
2239259484227,Bro_n_Bro
2235432370568, Lavender.Five Nodes 🐝
2212421586499,interchain.FM🥩
2192596819481,Forbole
2161608241735,ECO Stake 🌱
2109187929055,Nocturnal Labs
2056861951069,Cosmos Spaces ☮️💜⚛️
2017814346460,Stakewolle.com |100% Insurance
1980918900153,nonce community
1828242193685,Blockdaemon
1796548577960,Crosnest
1789070516005,Swiss Staking
1743713567384,strangelove-ventures
1727543073990,Coinbase Cloud
1721490026606,jabbey
1720295017625,Manythings
1696581882113,Klub Staking
1691989691822,Cosmology
1685520521880,Smart Stake 📈📊 Analytics Hub
1658843190508,Crypto Assassin
1633854174097,danku_zone w/ DAIC
1606160313761,Golden Ratio Staking
1573829227569,   WhisperNode🤐
1565084581952,ChainLayer
1529825181097,Ping
1509181584306,KDF
1503573351583,binance staking
1383646112476,Atomic Nodes
1361716853570,commercio.network
1356843570064,Ethereal Ventures
1264820498130,[ block pane ]
1240168557156,Leonoor's Cryptoman
1203732431679,Hathor Node
1178648481522,Silk Nodes
1135722734304,Chihuahua
1124089457765,nonce classic
1104353840989,Stakely.io
1095676351132, AutoStake 🛡️ Slash Protected
1067336321983,StakeWithUs
1009638780099,Interbloc
981749575948,Meria
976069934170,PRO Delegators
967147718757,Multiplex
952140455256,blockscape
945809830793,The_Cybernetics
927688547854,🇨🇭 Vortex.live 🟢
924825919297,SmartNodes
896305967192,Chainflow
889066797722,Interop
869654715997,Chill Validation
851176869492,Witval
845576783362,[Beehive]🇰🇷
841278034072,Oni ⛩️
826895883744,Interstellar 🍸
810725244458,DAO DAO
800284035962,KalpaTech
744814860689,Tessellated
716899633196,"Stargaze.zone (✨,🔭)"
694899548865,AUDIT.one
686033333545,NosNode🔮
682037441550,Simply Staking
637567365517,Zenscape
626204238820,Cypher Core
618757850614,in3s.com
615585500608,stake.systems | autocompound
615161718802,Uncle Ed
605200073609,FreshSTAKING
601062458153,SpectrumX
578567035141,Tedcrypto.io 🧸 | TedLotto
556246355702,syncnode
531066284518,Gelotto 🛡 Slash Protected
501356532708,Bored Ape Server
481600408217,CrowdControl
481385827354,Astroquirks | Profit Sharing 🤑 💰
471956027027,validator.network
447097069346,Merkan
439293659196,ushakov
431192182757,Active Nodes
407839454198,Kintsugi Nodes
402399454177,TaxiStake
401495688957,GATA DAO
379931163281,kooltek68
341049117400,Levana 🐉 Powered by Cros Nest
318941335638,ztake.org
309585271912,defiantlabs
304004401689,dimi 🦙
297840234070,Obi
274550776244,Secure Secrets
273270156505,Dora Factory
271489071640,16psyche
266623893692,Komikuri
257913780392,Everstake
255332490279,StakeThat - autorestake
245739552085,artifact
244689274410,Bi23 Labs
242908259573,Oldcat
239015186265,AlphaNodes.OSMO
237009256083,Coverlet
236572951511,Validatus
232777946146,coinhall.org
228084785294,Coinpayu
225644079342,DACM
223738945219,a41
218105416568,DELIGHT
215575028199,Staking Fund
215147246587,Quebec
