tokens,address
22349324873508,Cosmostation
21294629476177,reynisfjara
15303371183443,Chorus One
14256603686324,Figment
13701379630175,Electric
6953032161849,Inotel
5115145316592,🐠stake.fish
4861241122226,Multiplex
4818595507302,Imperator.co
4760409817797,Frog OSMO
4688490772042,Informal Systems
4544812661990,"Frens (🤝,🤝)"
4510319118512,SG-1
4364731583780,CryptoCrew Validators ✅
4339913218927,Stakecito
4162136857533,Sentinel dVPN
4095487189349,PRYZM | Stake & Earn
3913544359709,01node
3881316840008,Citadel.one
3780456879178,binary_holdings
3753511396707,BouBouNode
3731561044927,Allnodes
3645842673647,Larry Engineer
3541693411491,Zero Knowledge Validator (ZKV)
3527803809903,wosmongton
3413443278469,POSTHUMAN∞DVS
3263902007219,polkachu.com
3200136738606,DSRV
3183584628447, Lavender.Five Nodes 🐝
3140174291523,ShapeShift DAO
3035154206288,Peregrine
3003106911619,Chandra Station 
3002160613373,tree-frog
2973976384768,Node Guardians
2907431374565,OmniFlix Network
2824510707032,Parakeet
2756523978648,S16 Research Ventures
2688362192443,White Marlin Staking
2666733542987,StakeLab
2566232174657,interchain.FM🥩
2502520064284,Coinbase Cloud
2497713748363,Ledger by Figment
2483181922798,B-Harvest
2480637091379,0base.vc
2448870857434,Cosmos Spaces ☮️💜⚛️
2445622579219,Forbole
2397749151891,Swiss Staking
2357693602141,Provalidator
2278661043810,Bro_n_Bro
2268494668779,Crosnest
2260543647879,Crypto Assassin
2235582486114,ECO Stake 🌱
2129685724291,Nocturnal Labs
2081739353736,Smart Stake 📈📊
2027685588521,iqlusion
1976331639821,Interstellar Lounge 🍸
1971050477539,nonce community
1967611858087,#decentralizehk - DHK dao
1947847542803,jabbey
1883601822385,Stakewolle.com |100% Insurance
1848448541988,Cosmology
1737394466713,Ping
1736389740352,Hathor Node
1728542067648,Manythings
1710623752119,Stakely.io
1710590690707,Golden Ratio Staking
1706787804148,WhisperNode 🤐
1613244294360,strangelove-ventures
1609471999882,Leonoor's Cryptoman
1584041584176,Klub Staking
1525513614838,ChainLayer
1507987672128,KDF
1507643535067,Interbloc
1503754134587,binance staking
1495140125498, AutoStake 🛡️ Slash Protected
1450479120675,Silk Nodes
1447100841064,StakeWithUs
1442008539265,Chihuahua
1419044442947,a41
1391548051412,Atomic Nodes
1381879022457,[ block pane ]
1366242239150,Ethereal Ventures
1333706524893,Interop
1161631288836,The_Cybernetics
1123435918972,nonce classic
1088035479373,PRO Delegators
1010878592736,Meria
984913840789,Witval
967751176379,blockscape
959542391959,Blockdaemon
951597793274,commercio.network
927667302270,Chainflow
899134545792,Chill Validation
885572751292,Simply Staking
871396559002,danku_zone w/ DAIC
819225544427,"Stargaze.zone (✨,🔭)"
791063841613,🇨🇭 Vortex.live 🟢
790752073478,SmartNodes
760606924667,DAO DAO
750618817868,KalpaTech
732893242745,in3s.com
727793996049,Tessellated
711901601782,[Beehive]🇰🇷
700523368862,Oni ⛩️
699310437110,Tedcrypto.io 🧸 | TedLotto
686453581210,NosNode🔮
676681533709,Levana 🐉 Powered by Cros Nest
660258438099,validator.network
630177747692,SpectrumX
628224965185,Cypher Core
627788917691,FreshSTAKING
618026783841,Uncle Ed
563620406150,stake.systems | autocompound
554017117705,AUDIT.one
525776099620,Zenscape
519198281951,syncnode
518770340180,Gelotto 🛡 Slash Protected
502691398386,Bored Ape Server
454818618345,CrowdControl
454590312212,Merkan
451184527683,Astroquirks | Profit Sharing 🤑 💰
427990265162,Everstake
409650937342,ushakov
386589654753,Active Nodes
379041606519,Kintsugi Nodes
374963719915,kooltek68
374578817055,GATA DAO
324460958427,Trust Nodes
320189718922,defiantlabs
316774013464,ztake.org
296797850874,Quebec
282770195318,Obi
274328257138,Dora Factory
268159467648,dimi 🦙
266420452697,Komikuri
262495311872,DACM
257930608874,TaxiStake
247966101343,coinhall.org
245061559039,16psyche
237974023554,Bi23 Labs
235706049530,Oldcat
232587793046,Validatus
226979332232,Coverlet
226068333831,artifact
223529327466,AlphaNodes🛸
220563998605,Coinpayu
218048306543,StakeThat - autorestake
215766345187,DELIGHT
215297487659,Secure Secrets
206011593562,Mendel
