tokens,address
22422715814268,reynisfjara
21072074088303,Cosmostation
13566650741196,Chorus One
13488946101681,Electric
11850675155283,Figment
6208464612591,Inotel
5437000340483,SG-1
4688310583227,Frog OSMO
4558579206822,"Frens (🤝,🤝)"
4493239599707,BouBouNode
4337319853425,🐠stake.fish
4281876940017,Sentinel dVPN
4157580094037,Notional
4027264418366,polkachu.com
3954122072331,Imperator.co
3869403935912,Chandra Station 
3848579775029,01node
3798719291517,Zero Knowledge Validator (ZKV)
3785703137786,Citadel.one
3581387135968,wosmongton
3545086333552,Larry Engineer
3528189808351,binary_holdings
3486889181535,Allnodes
3427062575835,Informal Systems
3372398700196,PRYZM | Stake & Earn
3265078671037,Stakecito
3036352122237,Peregrine
3030519087343,OmniFlix Network
3002600267730,tree-frog
2938761391088,ShapeShift DAO
2911456796394,DSRV
2850714218094,Node Guardians
2830986370502,POSTHUMAN∞DVS
2826149456318,Parakeet
2774583812792,0base.vc
2666496234671,White Marlin Staking
2510122756459,Ledger by Figment
2485275512216,iqlusion
2478299930039,CryptoCrew Validators ✅
2452346435022,#decentralizehk - DHK dao
2435993778411,B-Harvest
2401415747057,Provalidator
2368421751417,S16 Research Ventures
2250876690605,StakeLab
2234801777071, Lavender.Five Nodes 🐝
2229862162085,Bro_n_Bro
2208049881311,interchain.FM🥩
2187375826092,Forbole
2148348420387,ECO Stake 🌱
2109590541645,Nocturnal Labs
2054561007266,Cosmos Spaces ☮️💜⚛️
2011644802896,Stakewolle.com |100% Insurance
1974916524159,nonce community
1816121494942,Cosmology
1815874234826,Blockdaemon
1802983895021,Swiss Staking
1795894569244,Crosnest
1738174561553,strangelove-ventures
1719800657342,jabbey
1719581265677,Manythings
1712784727226,Coinbase Cloud
1692343145242,Klub Staking
1682891241967,Smart Stake 📈📊 Analytics Hub
1659005312615,Crypto Assassin
1595538353788,Golden Ratio Staking
1566299050631,   WhisperNode🤐
1563261640849,ChainLayer
1529172322567,Ping
1509086764272,KDF
1503365996813,binance staking
1410144915812,danku_zone w/ DAIC
1389142216964,Atomic Nodes
1388990335928,[ block pane ]
1356785277258,Ethereal Ventures
1340115484842,commercio.network
1237620041422,Leonoor's Cryptoman
1202842918214,Hathor Node
1178680089272,Silk Nodes
1133096603208,Chihuahua
1123991188452,nonce classic
1108430903377,Stakely.io
1097991369018, AutoStake 🛡️ Slash Protected
1063144876956,StakeWithUs
1009683790303,Interbloc
997129478888,Chill Validation
989671155890,PRO Delegators
986872629543,The_Cybernetics
985534044146,Meria
967128348490,Multiplex
951412890855,blockscape
918954811217,SmartNodes
917206751567,🇨🇭 Vortex.live 🟢
897113872363,Chainflow
889401339161,Interop
850383014487,Witval
842182516941,[Beehive]🇰🇷
839114838962,"Stargaze.zone (✨,🔭)"
834979833923,Oni ⛩️
826985421024,Interstellar 🍸
810907527754,DAO DAO
794482824818,KalpaTech
744843563773,Tessellated
692554338867,AUDIT.one
685107798351,NosNode🔮
680869209752,Simply Staking
630008563337,Zenscape
625425431665,Cypher Core
615966974192,in3s.com
614738063537,Uncle Ed
612892629949,stake.systems | autocompound
602870662811,FreshSTAKING
601175308017,SpectrumX
579365270763,Tedcrypto.io 🧸 | TedLotto
555635047716,syncnode
530219470920,Gelotto 🛡 Slash Protected
501161637863,Bored Ape Server
481215959428,Astroquirks | Profit Sharing 🤑 💰
480033655523,CrowdControl
469755880992,validator.network
446846866823,Merkan
438391185979,ushakov
426696022767,Active Nodes
407093092149,Kintsugi Nodes
401689054150,GATA DAO
379347864953,kooltek68
345566741552,Levana 🐉 Powered by Cros Nest
318755959739,ztake.org
309407878298,defiantlabs
302287537031,dimi 🦙
296226230230,Obi
273270156505,Dora Factory
272074847596,Secure Secrets
269334425365,16psyche
266492634395,Komikuri
259142629112,TaxiStake
257944569948,Everstake
253543506808,StakeThat - autorestake
244303804356,artifact
242038038334,Oldcat
238021212782,AlphaNodes.OSMO
236839818426,Coverlet
236152431680,Validatus
232985792529,coinhall.org
228084785294,Coinpayu
225772902047,DACM
224878562520,a41
218053475612,DELIGHT
215712411004,Quebec
214441764816,Staking Fund
35227982997,SkyNet | Validators
