address,tokens,ip_address
Figment,283805059291779818,51.222.248.87
Blockdaemon,252838921442146430,208.91.107.169
Mysten-2,240905535178639087,136.244.64.220
P2P.ORG,222378896612225374,212.117.185.244
Luganodes,209909761027051851,93.115.25.174
Triton One,200978835962443586,202.8.8.8
Anchorage Digital-2,187786164171878253,136.243.55.238
Chorus One,181838004589580051,46.165.244.19
TrustedPoint,179505620749432975,45.250.253.74
Mysten-1,160510463200790990,45.63.91.154
ContributionDAO,157115313440112077,141.95.99.142
Blockscope.net,155494012482884180,15.235.82.231
StakingCabin,155201935062545040,54.64.235.237
Kiln,148747955451892837,57.128.73.31
Bware Labs,147166837997002637,141.95.34.55
mrgn,144662588495173660,141.98.216.164
Everstake,143397205099992680,45.250.254.103
Chainode Tech,142172205379775343,103.50.32.114
Overclock,142118240896839969,45.250.253.99
Shinlabs,141556282779876456,43.130.123.214
Dankuzone_w_DAIC,138454798323794672,37.252.184.226
Artifact,138451408381056183,206.125.33.6
Galaxy Digital,138420482783073225,52.215.11.218
Nelrann,138158221044360908,185.209.178.171
Ahoy Validator,137721571817663811,103.50.32.109
DSRV,135837380456916767,141.95.171.152
HashedPotatoes,126752214507126784,69.67.149.35
Chainbase,118314564416744366,43.154.164.179
Nodes.Guru,118269914181090625,135.181.18.112
BartestneT,118252431634328719,45.250.253.76
P-OPS Team,118248170671097832,185.8.104.19
TPT,118120360874084995,18.246.8.19
Aftermath,114967711010755983,57.128.47.71
Persimmon,113940361022536239,35.74.25.246
Durian,113714180100750132,13.229.58.139
Citadel.one,108191706723033982,141.94.137.186
Scale3Labs,107886556274379297,45.250.254.151
Cogent Crypto,94753585447993557,45.250.254.99
Coinbase Cloud,91773960543473579,3.249.94.146
BlockVision,65699503173834129,34.87.103.163
Staking Facilities,65227638485306338,5.199.170.77
ORBR,53346393053182836,78.141.245.48
OKXEarn,53230460116713224,43.207.255.138
stakefish,49160206975241986,147.75.199.7
Juicy Stake,48051113544739108,45.250.253.84
proofgroup,46869807282503616,207.53.234.207
KiligLab,45975779888837493,8.213.144.236
Cypher Capital,44256250026777846,45.250.253.95
Allnodes,44095649109080912,169.155.45.15
BiXinKelePool,42453876735497981,47.89.250.58
Staking Defense League,41851994809735556,188.214.129.144
n1stake,39917495253280163,173.231.17.194
StakeWithUs,38507065625466551,178.18.252.36
Ankr,37593849537003788,107.6.94.244
Staked,37267209431022327,54.195.211.175
Brightlystake,37246086000513033,139.84.155.177
BlockEden.xyz,37169530987711434,34.143.153.196
Cosmostation,36715158525435866,172.255.251.44
Peeranha,36233982191884061,45.250.253.92
SyncNode,36152794842468227,103.50.32.122
01node,36069551786943760,195.14.6.175
Stardust Staking,35995400486455287,93.115.25.67
ONBUFF,35973392707342797,52.231.106.71
Swiss Staking,35970098592159405,82.220.39.51
B-Harvest,35961640009203954,198.13.34.226
Imperator.co,35954819062988148,57.128.97.53
KingSuper,35946256738191542,139.84.139.8
Restake,35906500933041110,103.219.171.17
SynergyNodes,35906000283474910,194.48.168.246
Neuler,35900625083954725,103.219.171.15
Astro-Stakers,35899811421816545,141.95.99.201
ANodes,35887624679927144,47.242.178.190
[NODERS]TEAM x Criterion VC,35879300770234820,149.28.137.164
Chainflow,32899165210849163,185.8.104.18
Omnistake,32846631220585124,44.230.61.141
Anchorage Digital-1,30933209481005673,198.244.253.76
ZKValidator,30349700503037552,37.27.62.100
Stakely,29904370600370762,15.235.53.140
XPRV,28632785148925911,54.38.136.66
InfStones,28254581376675983,150.136.151.212
Parasol,28246453612641927,43.130.125.249
gumi,28236582050565879,13.230.215.202
Laine,28039775690959619,103.50.32.184
Moonlet,27828618642150890,103.219.171.14
HashKey Cloud,27809460982109178,52.77.43.187
QuantNode,27809204244606688,103.50.32.129
SpartanLabs,27800536576007400,5.199.170.96
flipside,27789561076350084,198.178.224.97
BLRD,27779101549285369,35.77.209.41
NodeReal,27775260437637937,54.152.222.161
Stakin,27775200918551844,93.115.25.75
TDMTech,27766109856760563,109.123.108.59
Staketab,27756833409342943,103.50.32.107
Node Guardians,27736957996879297,51.222.152.21
Forbole,27731106304756053,5.10.24.66
ComingChat,27729903593034586,45.32.11.180
Nodeinfra,27713159461447499,34.80.99.216
A41,27699513344225044,195.201.186.66
Gaucho,27699511766159148,45.250.253.97
MoveFuns DAO,27697681921240403,135.181.228.230
H2O Nodes,27692595655664320,185.125.95.23
Qredo,27688635652939902,65.108.111.57
RepublicCrypto,27569333440296907,91.210.226.206
SenseiNode,27503551734880097,69.67.148.48
MIDL.dev,26687429520279507,62.210.140.115
Latitude.sh,26661754132763201,103.219.168.185
