address,tokens,ip_address
Figment,278563302394902211,51.222.248.87
Blockdaemon,258047190655672927,208.91.107.169
Mysten-2,253774124996522862,136.244.64.220
Mysten-1,251981432057526399,45.63.91.154
Triton One,202955358270665849,202.8.8.8
P2P.ORG,201892514455988466,212.117.185.244
Anchorage Digital-2,186173190468334146,136.243.55.238
TrustedPoint,180858138106002341,45.250.253.74
Luganodes,170100304497399321,93.115.25.174
Chorus One,160350670482640586,46.165.244.19
Blockscope.net,156208003185281305,15.235.82.231
Kiln,148482195851305713,57.128.73.31
Bware Labs,147803269623287957,141.95.34.55
Overclock,142766631768534119,84.17.53.103
Everstake,142506491108057199,45.250.254.103
Dankuzone_w_DAIC,139100597146994758,37.252.184.226
Ahoy Validator,138309649591858971,103.50.32.109
DSRV,136471934833166115,141.95.171.152
mrgn,130773320689833200,141.98.216.164
Chainode Tech,122485578952218584,103.50.32.114
ContributionDAO,121578901598118166,141.95.99.142
Aftermath,119294893553022240,57.128.47.71
BartestneT,118784153512461139,45.250.253.76
Galaxy Digital,118255355324967223,52.215.11.218
Durian,114229078282108248,47.128.225.39
Persimmon,114217649167730376,35.74.25.246
Scale3Labs,108378137830038038,45.250.254.151
n1stake,105124154797971538,173.231.17.194
Staketab,103711684380660077,103.50.32.107
HashedPotatoes,103178343746726197,69.67.149.35
Cosmostation,98848968457368042,172.255.251.44
Artifact,93313046358629276,206.125.33.6
Coinbase Cloud,92293211908601034,3.249.94.146
Chainbase,89260628460907065,43.154.164.179
01node,88453210749121473,195.14.6.175
P-OPS Team,87669230093789890,185.8.104.19
TPT,87458477851821066,161.97.131.71
Laine,83197792298195344,103.50.32.184
KingSuper,81163451437058949,139.84.139.8
BlockVision,80524278326113994,34.87.103.163
RepublicCrypto,77845093202129160,91.210.226.206
KiligLab,76186454306823828,8.213.144.236
Stardust Staking,75424501657701761,93.115.25.67
ORBR,75284073755971569,78.141.245.48
Chainflow,74419207343066828,185.8.104.18
Restake,72652242920311401,103.219.171.17
ONBUFF,71020697082890336,52.231.106.71
Nodeinfra,68877281811419299,34.80.99.216
Staking Facilities,65237952582785550,5.199.170.77
OKXEarn,62836952476824507,43.207.255.138
StakingCabin,62564930136566262,54.64.235.237
Citadel.one,62282487759482011,141.94.137.186
Stakin,57933296658554646,93.115.25.75
MoveFuns DAO,57838223969687345,135.181.228.230
stakefish,52128057615386388,147.75.199.7
proofgroup,47072657876644628,207.53.234.207
Ankr,45464251850701800,107.6.94.244
Allnodes,44952746490842002,169.155.45.15
Cypher Capital,44438538336149334,69.2.39.165
Shinlabs,43397449178880512,43.130.123.214
BiXinKelePool,42629582121350404,47.89.250.58
Staking Defense League,42031585660735992,188.214.129.144
Nelrann,41015422601572975,185.209.178.171
Gaucho,38818615055669987,45.250.253.97
StakeWithUs,38711764541875029,178.18.252.36
Cogent Crypto,38180515848607345,45.250.254.99
Juicy Stake,37969098690021931,69.2.39.167
Brightlystake,37408173815469697,139.84.155.177
BlockEden.xyz,37342349819591730,34.143.153.196
Staked,37336537296968683,54.195.211.175
Nodes.Guru,36618566916824227,141.95.99.90
Peeranha,36401622130127614,45.250.253.92
SyncNode,36333505310949844,103.50.32.122
Swiss Staking,36165935821137438,82.220.39.51
Imperator.co,36120457885604209,57.128.97.53
Neuler,36063048891911356,103.219.171.15
B-Harvest,36059863097360381,198.13.34.226
Astro-Stakers,36058086797304374,195.189.96.115
SynergyNodes,36056971591836895,194.48.168.246
ANodes,36047043867345509,8.217.239.246
[NODERS]TEAM x Criterion VC,36023880816270615,149.28.137.164
Omnistake,33003459590587540,44.230.61.141
Anchorage Digital-1,31074807837942107,198.244.253.76
ZKValidator,30495311101229316,65.21.128.113
Stakely,29659163289035961,15.235.53.140
InfStones,28975975867315233,150.136.151.212
ComingChat,28822029053589946,45.32.11.180
XPRV,28762329399147403,54.38.136.66
Parasol,28361937282121188,43.130.125.249
gumi,28338330766779028,13.230.215.202
QuantNode,27936342493692490,103.50.32.129
Moonlet,27936104039886071,103.219.171.14
HashKey Cloud,27935334859556424,52.77.43.187
Node Guardians,27921799097853933,51.222.152.21
NodeReal,27910420553667260,3.223.7.119
BLRD,27904909918774163,35.77.209.41
SpartanLabs,27872213565561004,5.199.170.96
TDMTech,27867062679846150,109.123.108.59
Forbole,27861289158628301,5.10.24.66
H2O Nodes,27813616649178042,185.125.95.23
A41,27802975965787926,195.201.186.66
SenseiNode,27634610687161463,69.67.148.48
MIDL.dev,27000991224512978,62.210.140.115
Latitude.sh,26774895801963595,103.219.168.185
flipside,20836119061191749,198.178.224.97
Qredo,20767754121519932,65.108.111.57
