address,tokens,ip_address
Figment,291781037596438315,51.222.248.87
Mysten-1,258452176613072719,45.63.91.154
Blockdaemon,255602986235563232,208.91.107.169
Mysten-2,253539151633757869,136.244.64.220
P2P.ORG,218444921841192095,212.117.185.244
Triton One,202517827594001687,202.8.8.8
Luganodes,195427266110900206,93.115.25.174
Anchorage Digital-2,188280472399118717,136.243.55.238
Chorus One,183352354394330942,46.165.244.19
TrustedPoint,180526763615026944,45.250.253.74
ContributionDAO,157652213041853280,141.95.99.142
Blockscope.net,155912545770704652,15.235.82.231
StakingCabin,151965230132101771,54.64.235.237
Kiln,148964784654535092,57.128.73.31
Bware Labs,147546315254069670,141.95.34.55
mrgn,145885801830041493,141.98.216.164
Chainode Tech,142791399873549623,103.50.32.114
Overclock,142494089653655319,45.250.253.99
Everstake,142398600688229037,45.250.254.103
Artifact,139535287563248367,206.125.33.6
Dankuzone_w_DAIC,138836230073944896,37.252.184.226
Galaxy Digital,138795027482797747,52.215.11.218
Nelrann,138523847643754847,185.209.178.171
Ahoy Validator,138053457064698023,103.50.32.109
DSRV,136211157715436493,141.95.171.152
HashedPotatoes,133964289040836186,69.67.149.35
Aftermath,118847245293308131,57.128.47.71
Chainbase,118587451649268212,43.154.164.179
BartestneT,118559828288486356,45.250.253.76
Nodes.Guru,118558687740344833,135.181.18.112
P-OPS Team,118553208088935598,185.8.104.19
TPT,118393358383077621,161.97.131.71
Durian,114014776733441288,13.229.58.139
Persimmon,114003159922266940,35.74.25.246
Citadel.one,108639754085287379,141.94.137.186
Scale3Labs,108166212777231369,45.250.254.151
Cogent Crypto,94991264159879231,45.250.254.99
Coinbase Cloud,91955807185361232,3.249.94.146
BlockVision,65504313465156082,34.87.103.163
Staking Facilities,65209101055609415,5.199.170.77
OKXEarn,60633440338993151,43.207.255.138
ORBR,57478920007145929,78.141.245.48
Shinlabs,49853128522917649,43.130.123.214
stakefish,49380605887548878,147.75.199.7
Juicy Stake,48177466940181794,69.2.39.167
Ankr,47759340160963554,107.6.94.244
proofgroup,46990964037009661,207.53.234.207
KiligLab,46094075262354800,8.213.144.236
Allnodes,44831808500241075,169.155.45.15
Cypher Capital,44359868525060871,69.2.39.165
BiXinKelePool,42554078864011775,47.89.250.58
Staking Defense League,41960882643035884,188.214.129.144
Cosmostation,40024634806207248,172.255.251.44
n1stake,40013926348644607,173.231.17.194
StakeWithUs,38637282202155992,178.18.252.36
Staked,37369365207792070,54.195.211.175
Brightlystake,37349997235722711,139.84.155.177
BlockEden.xyz,37274186942616195,34.143.153.196
Peeranha,36334455733322335,45.250.253.92
SyncNode,36243819385263502,103.50.32.122
01node,36135273893408951,195.14.6.175
Stardust Staking,36089303556596519,93.115.25.67
Swiss Staking,36085325845952535,82.220.39.51
B-Harvest,36064818162436222,198.13.34.226
Imperator.co,36061155084649146,57.128.97.53
KingSuper,36046326585378431,139.84.139.8
Restake,36006725310365585,103.219.171.17
Neuler,36001914429281100,103.219.171.15
SynergyNodes,35995214702357920,194.48.168.246
Astro-Stakers,35992167034853263,195.189.96.115
ANodes,35983974828354466,8.218.16.91
[NODERS]TEAM x Criterion VC,35963386145604603,149.28.137.164
ONBUFF,35932034895297773,52.231.106.71
Chainflow,32991423708432593,185.8.104.18
Omnistake,32941330582072750,52.37.215.5
Anchorage Digital-1,31017420934521313,198.244.253.76
ZKValidator,30438549984300483,65.21.128.113
Stakely,29592997572186931,15.235.53.140
XPRV,28710320991837269,54.38.136.66
InfStones,28581651090313527,150.136.151.212
gumi,28315199731085597,13.230.215.202
Parasol,28313800178301894,43.130.125.249
Laine,28113977695868724,103.50.32.184
HashKey Cloud,27885755582405292,52.77.43.187
Moonlet,27883859917861071,103.219.171.14
QuantNode,27881411822157729,103.50.32.129
Stakin,27863131818246780,93.115.25.75
NodeReal,27858535102836872,3.223.7.119
Node Guardians,27857097669048485,51.222.152.21
BLRD,27853507755592200,35.77.209.41
flipside,27853450677528017,198.178.224.97
Staketab,27822803669318606,103.50.32.107
SpartanLabs,27819529620198933,5.199.170.96
TDMTech,27815602539599399,109.123.108.59
Forbole,27809614233756881,5.10.24.66
ComingChat,27804477047647169,45.32.11.180
Gaucho,27777530543479056,45.250.253.97
MoveFuns DAO,27774466144658560,135.181.228.230
Qredo,27770337117581296,65.108.111.57
H2O Nodes,27767041220339539,185.125.95.23
A41,27762471122301887,195.201.186.66
Nodeinfra,27740039882594963,34.80.99.216
RepublicCrypto,27631924995920916,91.210.226.206
SenseiNode,27580400957372319,69.67.148.48
MIDL.dev,26886262313350841,62.210.140.115
Latitude.sh,26728915547777642,103.219.168.185
