address,tokens,ip_address
Figment,290664077076337449,51.222.248.87
Mysten-1,258340302297828479,45.63.91.154
Blockdaemon,255575230729493965,208.91.107.169
Mysten-2,253457960641732011,136.244.64.220
P2P.ORG,218415736429703550,212.117.185.244
Triton One,202491782151477981,202.8.8.8
Luganodes,195412468364723906,93.115.25.174
Anchorage Digital-2,188261730190860649,136.243.55.238
Chorus One,183135377666624614,46.165.244.19
TrustedPoint,180450309940432944,45.250.253.74
ContributionDAO,157638168215678570,141.95.99.142
Blockscope.net,155897600330547170,15.235.82.231
StakingCabin,151949967595545970,54.64.235.237
Kiln,148950817555120629,57.128.73.31
Bware Labs,147531198059524643,141.95.34.55
mrgn,145870979129061501,141.98.216.164
Chainode Tech,142724327467783047,103.50.32.114
Overclock,142480488491155338,45.250.253.99
Everstake,142382760860162704,45.250.254.103
Artifact,139461916157274036,206.125.33.6
Dankuzone_w_DAIC,138822461655813706,37.252.184.226
Galaxy Digital,138781603102833156,52.215.11.218
Nelrann,138510175675363657,185.209.178.171
Ahoy Validator,138040327847293970,103.50.32.109
DSRV,136196420607472252,141.95.171.152
HashedPotatoes,133891932155481654,69.67.149.35
Aftermath,118728617144068025,57.128.47.71
Chainbase,118573992462943869,43.154.164.179
BartestneT,118547525558405917,45.250.253.76
Nodes.Guru,118544776190254519,135.181.18.112
P-OPS Team,118541600144036494,185.8.104.19
TPT,118381693761665963,161.97.131.71
Durian,114003470559373536,13.229.58.139
Persimmon,113991905864199188,35.74.25.246
Citadel.one,108615737801104406,141.94.137.186
Scale3Labs,108155175009845087,45.250.254.151
Cogent Crypto,94982627802017331,45.250.254.99
Coinbase Cloud,91946868469719509,3.249.94.146
BlockVision,65497148621419232,34.87.103.163
Staking Facilities,65202172528453529,5.199.170.77
OKXEarn,61057427160516925,43.207.255.138
ORBR,57412240630261761,78.141.245.48
Shinlabs,49848222820812047,43.130.123.214
stakefish,49102271849467343,147.75.199.7
Juicy Stake,48172181661174857,69.2.39.167
Ankr,47706744328695990,107.6.94.244
proofgroup,46985185311113195,207.53.234.207
KiligLab,46086948565127115,8.213.144.236
Allnodes,44807680107941317,169.155.45.15
Cypher Capital,44355592020459289,69.2.39.165
BiXinKelePool,42551418967068609,47.89.250.58
Staking Defense League,41956126986260887,188.214.129.144
Cosmostation,40205295736420367,172.255.251.44
n1stake,40009820240767172,173.231.17.194
StakeWithUs,38632856651616120,178.18.252.36
Staked,37364513708111015,54.195.211.175
Brightlystake,37346221793851620,139.84.155.177
BlockEden.xyz,37270562310742842,34.143.153.196
Peeranha,36331130401466814,45.250.253.92
SyncNode,36238251235003972,103.50.32.122
01node,36131453918875423,195.14.6.175
Stardust Staking,36086392812062991,93.115.25.67
Swiss Staking,36077502617788613,82.220.39.51
B-Harvest,36061273176572694,198.13.34.226
Imperator.co,36057085629514281,57.128.97.53
KingSuper,36042752500844903,139.84.139.8
Restake,36000927495832057,103.219.171.17
Neuler,35998348384747572,103.219.171.15
SynergyNodes,35991366187459043,194.48.168.246
Astro-Stakers,35988633131781586,195.189.96.115
ANodes,35980553314311483,8.218.16.91
[NODERS]TEAM x Criterion VC,35959833131071075,149.28.137.164
ONBUFF,35928541197570276,52.231.106.71
Chainflow,32988053296574190,185.8.104.18
Omnistake,32937115422214347,44.230.61.141
Anchorage Digital-1,31014422527048737,198.244.253.76
ZKValidator,30434963243057224,65.21.128.113
Stakely,29588611217919920,15.235.53.140
XPRV,28707472235322772,54.38.136.66
InfStones,28575940613777518,150.136.151.212
gumi,28312107454321100,13.230.215.202
Parasol,28310905311787397,43.130.125.249
Laine,28110448218884483,103.50.32.184
HashKey Cloud,27882791498669298,52.77.43.187
Moonlet,27880421290797071,103.219.171.14
QuantNode,27878136668855194,103.50.32.129
Stakin,27858947940117901,93.115.25.75
NodeReal,27854246114991157,54.152.222.161
Node Guardians,27853857021202770,51.222.152.21
flipside,27851011125341675,198.178.224.97
BLRD,27850623187746485,35.77.209.41
SpartanLabs,27820776185545447,5.199.170.96
Staketab,27817290053186442,103.50.32.107
TDMTech,27812662981753684,109.123.108.59
Forbole,27806904382911166,5.10.24.66
ComingChat,27782158900095341,45.32.11.180
Gaucho,27774743385633341,45.250.253.97
MoveFuns DAO,27768788374996277,135.181.228.230
Qredo,27767512391143461,65.108.111.57
H2O Nodes,27763694957025462,185.125.95.23
A41,27757727575328597,195.201.186.66
Nodeinfra,27737237283479340,34.80.99.216
RepublicCrypto,27628927016951685,91.210.226.206
SenseiNode,27577899017421748,69.67.148.48
MIDL.dev,26883539245047886,62.210.140.115
Latitude.sh,26726896456172210,103.219.168.185
