tokens,address
22572307887790,reynisfjara
21229459490363,Cosmostation
13572085714581,Electric
12011516481174,Chorus One
11384964552536,Figment
6536286202737,Inotel
4778245106187,SG-1
4776580366869,Notional
4718995348889,Frog OSMO
4284166970110,polkachu.com
4282769436996,Imperator.co
4246115067539,"Frens (🤝,🤝)"
4061789761815,Sentinel dVPN
3942293360527,🐠stake.fish
3933193911763,CryptoCrew Validators ✅
3810098293011,Zero Knowledge Validator (ZKV)
3807590375253,BouBouNode
3804578221666,01node
3771388560965,Citadel.one
3706766396751,binary_holdings
3620329325816,Stakecito
3601573355390,PRYZM | Stake & Earn
3566789269810,wosmongton
3559586487472,Larry Engineer
3557561570969,Allnodes
3381754406060,Informal Systems
3202257232197,POSTHUMAN∞DVS
3143335410202,DSRV
3123642972765,Chandra Station 
3036906892301,Peregrine
3002105793524,tree-frog
2943095008078,OmniFlix Network
2938870795731, Lavender.Five Nodes 🐝
2887978557743,Node Guardians
2824691735594,Parakeet
2804744881476,ShapeShift DAO
2682753387451,White Marlin Staking
2678620355219,S16 Research Ventures
2653064377939,0base.vc
2568432043408,Coinbase Cloud
2563875529539,Bro_n_Bro
2424726210053,Ledger by Figment
2416340555489,Forbole
2387713199209,iqlusion
2340286812349,B-Harvest
2320504039687,Provalidator
2300570772864,interchain.FM🥩
2225244168773,Cosmos Spaces ☮️💜⚛️
2192931900199,Stakewolle.com |100% Insurance
2173707443975,#decentralizehk - DHK dao
2172299375487,StakeLab
2135093495693,Crypto Assassin
2124220336772,Nocturnal Labs
2099422575989,ECO Stake 🌱
2028206324896,Crosnest
1990549867870,Smart Stake 📈📊
1975508473382,nonce community
1926167560844,jabbey
1801657038024,Hathor Node
1800164238624,Golden Ratio Staking
1793605318116,Cosmology
1791500967814,Swiss Staking
1711511378619,Manythings
1706681258966,Klub Staking
1697687504373,   WhisperNode🤐
1647044877037,Stakely.io
1634155961473,strangelove-ventures
1572954133291,Leonoor's Cryptoman
1547538560167,ChainLayer
1537712093172,Ping
1511046973641,KDF
1506050906165,binance staking
1404041815585,Silk Nodes
1385000006392,[ block pane ]
1377827818246,Atomic Nodes
1365891955322,Interbloc
1361117068402, AutoStake 🛡️ Slash Protected
1360760353184,StakeWithUs
1355786101251,Ethereal Ventures
1320471953227,Blockdaemon
1204532357066,Interop
1123301544612,nonce classic
1120828633743,commercio.network
1108211208873,danku_zone w/ DAIC
1101180810204,Chihuahua
1098351845071,The_Cybernetics
996409612247,Meria
965224232766,Multiplex
950895083451,blockscape
902819094112,Chill Validation
898433274348,PRO Delegators
880725861115,Chainflow
872305451993,DAO DAO
864396966531,[Beehive]🇰🇷
849156060155,Witval
840889815798,Simply Staking
833461223692,Interstellar 🍸
816592894291,"Stargaze.zone (✨,🔭)"
816270830885,🇨🇭 Vortex.live 🟢
800815257516,SmartNodes
769292334405,in3s.com
757510858210,KalpaTech
753204807390,Oni ⛩️
727034670093,Tessellated
688698248046,NosNode🔮
665596348637,validator.network
659853381203,AUDIT.one
630555014293,SpectrumX
622343548456,Cypher Core
613530221359,Uncle Ed
595864270575,FreshSTAKING
593416447160,stake.systems | autocompound
584516050656,Gelotto 🛡 Slash Protected
580460495577,Tedcrypto.io 🧸 | TedLotto
535923524721,Zenscape
531464140005,syncnode
498719626100,Bored Ape Server
478860589166,Astroquirks | Profit Sharing 🤑 💰
460389215561,CrowdControl
447294306453,Merkan
431527977222,ushakov
395010250787,Active Nodes
389834591190,Kintsugi Nodes
382028484551,Levana 🐉 Powered by Cros Nest
376995522027,GATA DAO
375808940821,kooltek68
319791913602,defiantlabs
317034612815,ztake.org
286396489253,Quebec
282824032217,Obi
278986440610,dimi 🦙
273315742941,Dora Factory
265559477712,Komikuri
258731938867,Everstake
256529161111,DACM
256135423283,TaxiStake
245571626652,16psyche
239081480025,coinhall.org
238088654012,Bi23 Labs
235931816604,Coverlet
234176204152,Oldcat
232725455905,Validatus
232173941458,artifact
226942840432,AlphaNodes.OSMO
221219477920,Secure Secrets
216648827362,StakeThat - autorestake
216294142693,Coinpayu
215320655691,DELIGHT
196986827409,a41
188245626655,Staking Fund
