tokens,address
22566987704811,reynisfjara
21859256729889,Cosmostation
13608224017697,Electric
13481204138386,Chorus One
13288867461088,Figment
6947023801819,Inotel
4847653930218,Notional
4731405949996,Frog OSMO
4616610267302,SG-1
4534870108522,Imperator.co
4235916399824,"Frens (🤝,🤝)"
4169245201949,CryptoCrew Validators ✅
4101491374787,Sentinel dVPN
3961372036131,🐠stake.fish
3931553490473,01node
3843204861358,Citadel.one
3841783423440,BouBouNode
3807956160022,Zero Knowledge Validator (ZKV)
3708541552511,binary_holdings
3702875800440,PRYZM | Stake & Earn
3643164191615,Allnodes
3623562155514,Stakecito
3574514465135,Larry Engineer
3563134581097,wosmongton
3380291798613,Informal Systems
3322232755282,Chandra Station 
3234078892265,POSTHUMAN∞DVS
3188219232214,polkachu.com
3158085567349,DSRV
3037186790121,Peregrine
3029679108197,ShapeShift DAO
3025951545833, Lavender.Five Nodes 🐝
3002075055899,tree-frog
2933181949932,OmniFlix Network
2910409607900,Node Guardians
2824467296509,Parakeet
2706304823528,S16 Research Ventures
2682828766028,White Marlin Staking
2635536299763,0base.vc
2579831987257,Bro_n_Bro
2515513568192,Coinbase Cloud
2499888378955,Ledger by Figment
2494138937837,iqlusion
2452364401604,Forbole
2337029089078,Provalidator
2334083604027,B-Harvest
2305554094562,interchain.FM🥩
2244211068899,StakeLab
2240903559753,Cosmos Spaces ☮️💜⚛️
2223646687325,Stakewolle.com |100% Insurance
2175396440899,ECO Stake 🌱
2162264908038,Crypto Assassin
2144987284422,#decentralizehk - DHK dao
2124388790818,Nocturnal Labs
2057506201608,Crosnest
2009367738009,Smart Stake 📈📊
1973629253177,nonce community
1920171599576,jabbey
1824866580190,Golden Ratio Staking
1811501159681,Swiss Staking
1793916182144,Cosmology
1714427607397,Manythings
1697654888346,WhisperNode 🤐
1694228905507,Stakely.io
1648037590370,Klub Staking
1642957820623,Hathor Node
1641776621771,strangelove-ventures
1567716525415,Leonoor's Cryptoman
1550105327762,ChainLayer
1538194946089,Ping
1508150865015,KDF
1505174324812,binance staking
1420919657372,Silk Nodes
1399812370129, AutoStake 🛡️ Slash Protected
1387532702019,[ block pane ]
1383943259671,Interbloc
1382213844028,StakeWithUs
1375035293929,Atomic Nodes
1355773118169,Ethereal Ventures
1325100388700,Interop
1323942431974,Blockdaemon
1123565579979,nonce classic
1119388646497,danku_zone w/ DAIC
1101384752743,The_Cybernetics
1098981316902,Chihuahua
1042495258608,Meria
1022264853209,commercio.network
965390269669,Multiplex
963552292092,DAO DAO
957125114090,blockscape
947220409725,PRO Delegators
902990710360,Chill Validation
881837835211,Chainflow
881725416278,Witval
858877494740,[Beehive]🇰🇷
855292688738,Simply Staking
833625700499,Interstellar Lounge 🍸
815693341834,"Stargaze.zone (✨,🔭)"
811252277977,🇨🇭 Vortex.live 🟢
806116585197,SmartNodes
748651175265,KalpaTech
745994055866,Oni ⛩️
730217244787,a41
727292941032,Tessellated
693363784067,in3s.com
688513693986,NosNode🔮
672645127820,validator.network
664253223583,AUDIT.one
634912580983,Tedcrypto.io 🧸 | TedLotto
630835835878,SpectrumX
628741257821,FreshSTAKING
623982952467,Cypher Core
616387472179,Uncle Ed
593752874130,stake.systems | autocompound
589930944121,Gelotto 🛡 Slash Protected
544483270204,Zenscape
520346616115,syncnode
498645432811,Bored Ape Server
461442349441,CrowdControl
451400389041,Astroquirks | Profit Sharing 🤑 💰
447204160783,Merkan
405403738379,ushakov
395689278133,Active Nodes
385754595418,Levana 🐉 Powered by Cros Nest
379410635310,Kintsugi Nodes
376793811129,kooltek68
376511479190,GATA DAO
319748890608,defiantlabs
317299329086,ztake.org
287612961221,Obi
286388589688,Quebec
281800028124,Trust Nodes
276281639896,dimi 🦙
275579284789,Everstake
273353958526,Dora Factory
265416118254,Komikuri
255510733606,TaxiStake
254295478040,16psyche
252495889923,DACM
239771615257,coinhall.org
237938791644,Bi23 Labs
233729253859,Oldcat
232129632582,Validatus
232013706452,artifact
227698730103,AlphaNodes.OSMO
225940876999,Secure Secrets
225644813500,Coverlet
225207232886,StakeThat - autorestake
219027265031,Coinpayu
217159712771,DELIGHT
