address,tokens,ip_address
Figment,283843545335544767,51.222.248.87
Blockdaemon,252854102276083644,208.91.107.169
Mysten-2,249075673153543524,136.244.64.220
P2P.ORG,222332238378400796,212.117.185.244
Luganodes,209917971841543974,93.115.25.174
Triton One,201004043569652476,202.8.8.8
Anchorage Digital-2,187806905872940627,136.243.55.238
Chorus One,181857981542974996,46.165.244.19
TrustedPoint,179524709506020046,45.250.253.74
Mysten-1,167404976734780578,45.63.91.154
ContributionDAO,157161863453297124,141.95.99.142
Blockscope.net,155514267238519390,15.235.82.231
StakingCabin,155220411340856310,54.64.235.237
Kiln,148765315822434701,57.128.73.31
Bware Labs,147182821010740776,141.95.34.55
mrgn,144556273127435653,141.98.216.164
Everstake,143423397341456097,45.250.254.103
Chainode Tech,142150452405511481,103.50.32.114
Overclock,142133819266294891,45.250.253.99
Shinlabs,141563323000371948,43.130.123.214
Dankuzone_w_DAIC,138470101906796830,37.252.184.226
Artifact,138466728978553771,206.125.33.6
Galaxy Digital,138434384768606471,52.215.11.218
Nelrann,138169291909009357,185.209.178.171
Ahoy Validator,137724564847979717,103.50.32.109
DSRV,135871514363562409,141.95.171.152
HashedPotatoes,126789605598345452,69.67.149.35
Chainbase,118328038963960004,43.154.164.179
Nodes.Guru,118280373303476961,135.181.18.112
BartestneT,118262486205494831,45.250.253.76
P-OPS Team,118261131252796488,185.8.104.19
TPT,118133440626079564,18.246.8.19
Aftermath,115175998875986902,57.128.47.71
Persimmon,113953306005430204,35.74.25.246
Durian,113726802083644097,13.229.58.139
Citadel.one,108197300387726368,141.94.137.186
Scale3Labs,107894263936976547,45.250.254.151
Cogent Crypto,94763289586977584,45.250.254.99
Coinbase Cloud,91787702484938643,3.249.94.146
BlockVision,65706933803290472,34.87.103.163
Staking Facilities,65236600473413610,5.199.170.77
OKXEarn,53407148351167173,43.207.255.138
ORBR,53384249863056559,78.141.245.48
stakefish,49219004854179693,147.75.199.7
Juicy Stake,48057002413920338,45.250.253.84
proofgroup,46874818774970734,207.53.234.207
KiligLab,45980852904661434,8.213.144.236
Cypher Capital,44260703391511092,45.250.253.95
Allnodes,44109368305464563,169.155.45.15
BiXinKelePool,42458619508109604,47.89.250.58
Staking Defense League,41856613056458893,188.214.129.144
n1stake,39921674538499784,173.231.17.194
StakeWithUs,38511081770746390,178.18.252.36
Ankr,37625797384387357,107.6.94.244
Staked,37271311324653453,54.195.211.175
Brightlystake,37250251478135766,139.84.155.177
BlockEden.xyz,37173706465334167,34.143.153.196
Cosmostation,36837383544394054,172.255.251.44
Peeranha,36238063615686673,45.250.253.92
SyncNode,36156768487968160,103.50.32.122
01node,36073685156926252,195.14.6.175
Stardust Staking,35999334568510476,93.115.25.67
Swiss Staking,35973463988857606,82.220.39.51
ONBUFF,35972213541007847,52.231.106.71
B-Harvest,35965556825366325,198.13.34.226
Imperator.co,35960382133825038,57.128.97.53
KingSuper,35950055534653650,139.84.139.8
Restake,35912120634346716,103.219.171.17
SynergyNodes,35909608687601619,194.48.168.246
Astro-Stakers,35906336701907962,141.95.99.201
Neuler,35903479998052168,103.219.171.15
ANodes,35891441421104195,8.218.16.91
[NODERS]TEAM x Criterion VC,35880862737950166,149.28.137.164
Chainflow,32903241811731051,185.8.104.18
Omnistake,32849702906110065,52.37.215.5
Anchorage Digital-1,30935777710856092,198.244.253.76
ZKValidator,30353432418309115,37.27.62.100
Stakely,29908269381496831,15.235.53.140
XPRV,28636211926454190,54.38.136.66
InfStones,28257651394596997,150.136.151.212
Parasol,28250232444423211,43.130.125.249
gumi,28239794882347163,13.230.215.202
Laine,28042849387712053,103.50.32.184
Moonlet,27831831920112053,103.219.171.14
HashKey Cloud,27812459260070341,52.77.43.187
QuantNode,27811980198499396,103.50.32.129
SpartanLabs,27802970034361458,5.199.170.96
flipside,27792254615948071,198.178.224.97
BLRD,27782093727246532,35.77.209.41
Stakin,27779969324119775,93.115.25.75
NodeReal,27778248715599100,3.223.7.119
TDMTech,27767069790167453,109.123.108.59
Staketab,27758840480221137,103.50.32.107
Node Guardians,27740309215302704,51.222.152.21
Forbole,27734016590025964,5.10.24.66
ComingChat,27733538316656827,45.32.11.180
Nodeinfra,27716261739408662,34.80.99.216
Gaucho,27702603044120311,45.250.253.97
A41,27702480653807326,195.201.186.66
MoveFuns DAO,27701612599201566,135.181.228.230
H2O Nodes,27695385195262307,185.125.95.23
Qredo,27691675091162559,65.108.111.57
RepublicCrypto,27572321718258070,91.210.226.206
SenseiNode,27506596424564240,69.67.148.48
MIDL.dev,26820569007100289,62.210.140.115
Latitude.sh,26665165828687337,103.219.168.185
