address,tokens,ip_address
Figment,299196251695038078,51.222.248.87
Blockdaemon,264376627858715643,208.91.107.169
Mysten-1,259402717845719594,45.63.91.154
Mysten-2,253654084313299389,136.244.64.220
P2P.ORG,214607504234642519,212.117.185.244
Triton One,202608318637246945,202.8.8.8
Luganodes,195512653557738491,93.115.25.174
Anchorage Digital-2,188353992233693004,136.243.55.238
Chorus One,183449079601124443,46.165.244.19
TrustedPoint,180602460089506814,45.250.253.74
ContributionDAO,157712285693375975,141.95.99.142
Blockscope.net,155974619747972868,15.235.82.231
StakingCabin,152012425831129974,54.64.235.237
Kiln,149004549150607531,57.128.73.31
Bware Labs,147610478652693472,141.95.34.55
mrgn,146040170585201556,141.98.216.164
Chainode Tech,142934010511895765,103.50.32.114
Overclock,142566080161507762,45.250.253.99
Everstake,142462772189885780,45.250.254.103
Artifact,139669017076564571,206.125.33.6
Dankuzone_w_DAIC,138892176458094759,37.252.184.226
Galaxy Digital,138797347243605005,52.215.11.218
Nelrann,138587562191555652,185.209.178.171
Ahoy Validator,138115666474207832,103.50.32.109
DSRV,136271132057357880,141.95.171.152
HashedPotatoes,134108044890523989,69.67.149.35
Aftermath,119693985505685238,57.128.47.71
Nodes.Guru,118621414353090980,135.181.18.112
Chainbase,118608416550454716,43.154.164.179
BartestneT,118606809050897099,45.250.253.76
P-OPS Team,118600238345459090,185.8.104.19
TPT,118436010229989325,161.97.131.71
Durian,114059763097425008,13.229.58.139
Persimmon,114048145186250660,35.74.25.246
Citadel.one,108686201297713098,141.94.137.186
Scale3Labs,108211778564757062,45.250.254.151
Cogent Crypto,95024280372081676,45.250.254.99
Coinbase Cloud,91993588720267200,3.249.94.146
BlockVision,65525881505114978,34.87.103.163
Staking Facilities,65226157580901838,5.199.170.77
OKXEarn,60372801449643660,43.207.255.138
ORBR,56587134313802742,78.141.245.48
stakefish,50338024828904133,147.75.199.7
Shinlabs,49870761588946403,43.130.123.214
Juicy Stake,48207569808824734,69.2.39.167
Ankr,47834969159060348,107.6.94.244
proofgroup,47002623381185815,207.53.234.207
KiligLab,46105903366939338,8.213.144.236
Allnodes,44868456780231038,169.155.45.15
Cypher Capital,44376751933040871,69.2.39.165
BiXinKelePool,42571351777328375,47.89.250.58
Staking Defense League,41977524098107655,188.214.129.144
n1stake,40033267884098484,173.231.17.194
Cosmostation,39612402073792449,172.255.251.44
StakeWithUs,38652915678894885,178.18.252.36
Staked,37385940593071896,54.195.211.175
Brightlystake,37364154694120193,139.84.155.177
BlockEden.xyz,37288586705238644,34.143.153.196
Peeranha,36347717664615146,45.250.253.92
SyncNode,36256081854853583,103.50.32.122
01node,36153672300260380,195.14.6.175
Stardust Staking,36103933496473952,93.115.25.67
Swiss Staking,36101972790819748,82.220.39.51
B-Harvest,36078845684605778,198.13.34.226
Imperator.co,36075533492753564,57.128.97.53
KingSuper,36062560888072158,139.84.139.8
Restake,36024544837828402,103.219.171.17
Neuler,36015308525550973,103.219.171.15
SynergyNodes,36008164850517133,194.48.168.246
Astro-Stakers,36006490487182493,195.189.96.115
ANodes,36000651859855923,8.218.16.91
[NODERS]TEAM x Criterion VC,35976670275689693,149.28.137.164
ONBUFF,35946052047855682,52.231.106.71
Chainflow,33003289860295194,185.8.104.18
Omnistake,32957366019076239,52.37.215.5
Anchorage Digital-1,31029938141804971,198.244.253.76
ZKValidator,30452171073847022,65.21.128.113
Stakely,29608244351548546,15.235.53.140
XPRV,28720770351035922,54.38.136.66
InfStones,28606560085251016,150.136.151.212
gumi,28325741523788362,13.230.215.202
Parasol,28324202998562802,43.130.125.249
Laine,28119880545077538,103.50.32.184
HashKey Cloud,27895662155049379,52.77.43.187
QuantNode,27895602973512921,103.50.32.129
Moonlet,27895299210386274,103.219.171.14
Stakin,27874381147583905,93.115.25.75
Node Guardians,27868625559218269,51.222.152.21
NodeReal,27868092527690062,3.223.7.119
BLRD,27864435427230964,35.77.209.41
flipside,27863565431974298,198.178.224.97
Staketab,27833700121747439,103.50.32.107
SpartanLabs,27831185576921128,5.199.170.96
TDMTech,27826407990954591,109.123.108.59
Forbole,27822455687337192,5.10.24.66
ComingChat,27816560719577293,45.32.11.180
Gaucho,27788201492328593,45.250.253.97
MoveFuns DAO,27783225153149085,135.181.228.230
Qredo,27782857252982747,65.108.111.57
H2O Nodes,27777910731253965,185.125.95.23
A41,27773340573657079,195.201.186.66
Nodeinfra,27750397766914737,34.80.99.216
RepublicCrypto,27644124847144712,91.210.226.206
SenseiNode,27595053009003707,69.67.148.48
MIDL.dev,26895901662783052,62.210.140.115
Latitude.sh,26741222775713828,103.219.168.185
