address,tokens,ip_address
Figment,302401683359705191,51.222.248.87
Blockdaemon,264698067983819863,208.91.107.169
Mysten-2,253669997966912216,136.244.64.220
Mysten-1,252153547279317421,45.63.91.154
P2P.ORG,213264423486639702,212.117.185.244
Triton One,202686508941205464,202.8.8.8
Luganodes,195492602401137187,93.115.25.174
Anchorage Digital-2,188412109411192955,136.243.55.238
Chorus One,183505146281100757,46.165.244.19
TrustedPoint,180654298459567655,45.250.253.74
ContributionDAO,157756611092126960,141.95.99.142
Blockscope.net,156022347657867560,15.235.82.231
StakingCabin,152058124888707389,54.64.235.237
Bware Labs,147653580648604097,141.95.34.55
mrgn,146090066154018217,141.98.216.164
Kiln,144695612143459614,57.128.73.31
Chainode Tech,142980328316785902,103.50.32.114
Overclock,142603862592165339,84.17.53.103
Everstake,142502386113620997,45.250.254.103
Artifact,139718093473936407,206.125.33.6
Dankuzone_w_DAIC,138932898294533930,37.252.184.226
Galaxy Digital,138846079585567798,52.215.11.218
Nelrann,138627291007720870,185.209.178.171
Ahoy Validator,138154080330944341,103.50.32.109
DSRV,136312023317337520,141.95.171.152
HashedPotatoes,134151741149923745,69.67.149.35
Nodes.Guru,118653295177254866,141.95.99.90
Chainbase,118642088572183310,43.154.164.179
BartestneT,118641813576122722,45.250.253.76
P-OPS Team,118635979759290655,185.8.104.19
TPT,118467868753469280,161.97.131.71
Aftermath,118413161975629558,57.128.47.71
Durian,114093798178461922,13.229.58.139
Persimmon,114082018638117599,35.74.25.246
Citadel.one,108813474717567133,141.94.137.186
Scale3Labs,108249801760266676,45.250.254.151
Cogent Crypto,95050533557413085,45.250.254.99
Coinbase Cloud,92187943805391411,3.249.94.146
BlockVision,65544987678291787,34.87.103.163
Staking Facilities,65245926659505905,5.199.170.77
OKXEarn,60463954754825505,43.207.255.138
ORBR,54937260375442260,78.141.245.48
stakefish,52513055626849297,147.75.199.7
Shinlabs,49882494000223363,43.130.123.214
Juicy Stake,48224109173944438,69.2.39.167
Ankr,47482682239596198,107.6.94.244
proofgroup,47016742385202236,207.53.234.207
KiligLab,46117877572529795,8.213.144.236
Allnodes,44833376404991146,169.155.45.15
Cypher Capital,44389603145852539,69.2.39.165
BiXinKelePool,42585558638054941,47.89.250.58
Staking Defense League,41990813246888615,188.214.129.144
n1stake,40038621763419866,173.231.17.194
Cosmostation,39579542680130617,172.255.251.44
StakeWithUs,38664085683908988,178.18.252.36
Staked,37394704553084182,54.195.211.175
Brightlystake,37364596289015100,139.84.155.177
BlockEden.xyz,37297353560049305,34.143.153.196
Peeranha,36357776478748785,45.250.253.92
SyncNode,36295952411200728,103.50.32.122
01node,36145018412629693,195.14.6.175
Swiss Staking,36118007242337165,82.220.39.51
Stardust Staking,36114785272359862,93.115.25.67
Imperator.co,36086989184720762,57.128.97.53
KingSuper,36073066767879276,139.84.139.8
Restake,36034749665331786,103.219.171.17
Neuler,36025016864994415,103.219.171.15
SynergyNodes,36017917436486013,194.48.168.246
Astro-Stakers,36017742072453028,195.189.96.115
B-Harvest,36015238399166647,198.13.34.226
ANodes,36011230059240460,8.218.16.91
[NODERS]TEAM x Criterion VC,35985511394087393,149.28.137.164
ONBUFF,35956624281577990,52.231.106.71
Chainflow,33013799355634338,185.8.104.18
Omnistake,32967676838611693,44.230.61.141
Anchorage Digital-1,31038963021199270,198.244.253.76
ZKValidator,30459635783694912,65.21.128.113
Stakely,29619443420915408,15.235.53.140
InfStones,28732045074637146,150.136.151.212
XPRV,28729098101708110,54.38.136.66
gumi,28334155262987099,13.230.215.202
Parasol,28330916865640832,43.130.125.249
Laine,28127937852715947,103.50.32.184
QuantNode,27904184142894504,103.50.32.129
HashKey Cloud,27903617267901896,52.77.43.187
Moonlet,27903488662402144,103.219.171.14
Node Guardians,27887060774440650,51.222.152.21
Stakin,27882996505135347,93.115.25.75
flipside,27880399238572485,198.178.224.97
NodeReal,27875717357654485,3.223.7.119
BLRD,27872289626766598,35.77.209.41
SpartanLabs,27839043459781124,5.199.170.96
TDMTech,27834652135895451,109.123.108.59
Staketab,27833875135456110,103.50.32.107
Forbole,27830533768881709,5.10.24.66
ComingChat,27824643426892942,45.32.11.180
Qredo,27791006404258640,65.108.111.57
MoveFuns DAO,27788263552175123,135.181.228.230
H2O Nodes,27785695430259444,185.125.95.23
RepublicCrypto,27783207184926313,91.210.226.206
Gaucho,27779628021701459,45.250.253.97
A41,27778733746329509,195.201.186.66
Nodeinfra,27759247941038483,34.80.99.216
SenseiNode,27603227830744201,69.67.148.48
MIDL.dev,26960509438168143,62.210.140.115
Latitude.sh,26743101743123313,103.219.168.185
