address,tokens,ip_address
Figment,302489333967347062,51.222.248.87
Blockdaemon,257607439049423836,208.91.107.169
Mysten-2,253703900674688696,136.244.64.220
Mysten-1,251348143177090419,45.63.91.154
P2P.ORG,203202256982953552,212.117.185.244
Triton One,202852497198656347,202.8.8.8
Luganodes,192652070390437042,93.115.25.174
Anchorage Digital-2,188472217013380761,136.243.55.238
Chorus One,183559613124634815,46.165.244.19
TrustedPoint,180705629718837258,45.250.253.74
ContributionDAO,157797779457885110,141.95.99.142
Blockscope.net,156068246799951904,15.235.82.231
StakingCabin,152106103581193306,54.64.235.237
Bware Labs,147697494363196995,141.95.34.55
mrgn,146187635282446016,141.98.216.164
Kiln,144742232583685875,57.128.73.31
Overclock,142644284453876781,84.17.53.103
Everstake,142542264044254998,45.250.254.103
Artifact,139809644715941954,206.125.33.6
Dankuzone_w_DAIC,138975729709439687,37.252.184.226
Galaxy Digital,138893339160886528,52.215.11.218
Nelrann,138667322385083800,185.209.178.171
Ahoy Validator,138192506635442936,103.50.32.109
DSRV,136341410569687511,141.95.171.152
HashedPotatoes,134241112131700262,69.67.149.35
Chainode Tech,122342850840046215,103.50.32.114
Aftermath,118859264703884122,57.128.47.71
BartestneT,118677537481981764,45.250.253.76
P-OPS Team,118673790847565071,185.8.104.19
TPT,118502807833916927,161.97.131.71
Durian,114127727903016531,13.229.58.139
Persimmon,114115865868859995,35.74.25.246
Citadel.one,108861715136686928,141.94.137.186
Nodes.Guru,108556030492891412,141.95.99.90
Scale3Labs,108282126356069860,45.250.254.151
Cogent Crypto,95077224094733825,45.250.254.99
Chainbase,93331672737593966,43.154.164.179
Coinbase Cloud,92220840058058673,3.249.94.146
BlockVision,65563804427778642,34.87.103.163
Staking Facilities,65265291145739106,5.199.170.77
Chainflow,64355306615053227,185.8.104.18
OKXEarn,60863070695822077,43.207.255.138
01node,56159526762054866,195.14.6.175
ORBR,55037156867375771,78.141.245.48
stakefish,53915977588515995,147.75.199.7
Shinlabs,49897249630564490,43.130.123.214
Juicy Stake,48238432220707298,69.2.39.167
proofgroup,47030701623981475,207.53.234.207
KiligLab,46131742682566540,8.213.144.236
Ankr,45324785457284308,107.6.94.244
Allnodes,44900038998740648,169.155.45.15
Cypher Capital,44402367705196462,69.2.39.165
Restake,43046247141134852,103.219.171.17
BiXinKelePool,42591720585128981,47.89.250.58
Staking Defense League,41994746620691717,188.214.129.144
n1stake,40050915423846735,173.231.17.194
Cosmostation,39356079614669545,172.255.251.44
StakeWithUs,38677258196106955,178.18.252.36
Staketab,37644907950609406,103.50.32.107
Nodeinfra,37559949303512256,34.80.99.216
Brightlystake,37375526633067153,139.84.155.177
BlockEden.xyz,37309794466683064,34.143.153.196
Staked,37302991908837588,54.195.211.175
Peeranha,36369958478004269,45.250.253.92
SyncNode,36306436602537226,103.50.32.122
Swiss Staking,36133531090698033,82.220.39.51
Stardust Staking,36125416661079428,93.115.25.67
KingSuper,36105549275676654,139.84.139.8
Imperator.co,36097044235703661,57.128.97.53
Neuler,36034365430549707,103.219.171.15
SynergyNodes,36028475025205579,194.48.168.246
B-Harvest,36026939731347713,198.13.34.226
Astro-Stakers,36023338948677352,195.189.96.115
ANodes,36021899397960026,8.218.16.91
[NODERS]TEAM x Criterion VC,35996430732806959,149.28.137.164
ONBUFF,35967094563235427,52.231.106.71
Omnistake,32977147767950831,52.37.215.5
Anchorage Digital-1,31048115546076623,198.244.253.76
ZKValidator,30468658406318302,65.21.128.113
Stakely,29633932681919675,15.235.53.140
InfStones,28771075488536005,150.136.151.212
XPRV,28737610663358147,54.38.136.66
gumi,28342573880943347,13.230.215.202
Parasol,28339252483597080,43.130.125.249
Laine,28139866283849188,103.50.32.184
QuantNode,27912313904844561,103.50.32.129
HashKey Cloud,27911729972630890,52.77.43.187
Moonlet,27911503122310086,103.219.171.14
Node Guardians,27895351632647974,51.222.152.21
Stakin,27889515208796376,93.115.25.75
NodeReal,27886806358699426,3.230.184.15
BLRD,27880411574980686,35.77.209.41
SpartanLabs,27848314715743465,5.199.170.96
TDMTech,27842755118211329,109.123.108.59
Forbole,27839814225197587,5.10.24.66
ComingChat,27832820163051967,45.32.11.180
Qredo,27799759662162580,65.108.111.57
MoveFuns DAO,27795456443170556,135.181.228.230
H2O Nodes,27792552384849386,185.125.95.23
RepublicCrypto,27791052833333077,91.210.226.206
Gaucho,27787597323611841,45.250.253.97
A41,27786517483513439,195.201.186.66
SenseiNode,27613271963302893,69.67.148.48
MIDL.dev,26967564827799499,62.210.140.115
Latitude.sh,26752484530466610,103.219.168.185
flipside,20801442835888552,198.178.224.97
