address,tokens
Polychain,37765723621305
Go,34215163903059
Finoa Consensus Services,33557352021014
bitcoinsuisse.com,33008551319851
P-OPS Team,25107131994455
Unit 410,24679580871211
Chorus One,22982397965448
Coinbase Cloud,22071234823026
Qubelabs,21454301999648
CUCK.,18717093235302
P2P.ORG,18047550330023
Little Dipper,13165480283582
GalaxyDigital,12644669651933
Figment,12594711715268
Twinstake,10573033804910
Cosmostation,10268603861180
Keplr (formerly known as Blockapsis),8943999912702
Imperator.co,8851546529204
Nodes.Guru,7856013241785
AI,7418594408584
Binary Builders,7025273390699
polkachu.com,7019460594847
Upnode | 0% Fee,6578424140718
Staking Facilities,6120969474050
XPRV,5960159485651
Hex Technologies,5945183103213
01node,5908156780004
Baza,5809102399821
ZKValidator,5158194703686
senggigi,5000413952952
Nocturnal Labs,4933294030509
StakeWithUs,3824724402163
Validatus,3524204167607
Stakecito,3400442190685
MZONDER,3128601269039
BlackBlocks,2975640509701
NakoTurk,2511447482374
Staked,2470363349595
BinanceNode,2132831405279
NodeStake,2043818570870
PRYZM | StakeDrop,2037936305602
project blanc,2033664059723
Allnodes,1756269201060
 Lavender.Five Nodes 🐝,1717124363097
Informal Systems,1682186881600
alphab.ai,1662773698547
LatamNodes,1540536624754
Node Guardians,1476227849012
 kjnodes.com 🦄,1410462962566
Enigma,1403645835533
Easy 2 Stake,1262975823339
Forbole,1247347805370
B-Harvest,1178460203948
Kiln,1139270076554
Brightlystake,1123431811180
Stakin,1098545471550
Everstake,1029849696873
Stakely.io,1001301702416
"Frens (🤝,🤝)",988365245758
DSRV,947534022949
kooltek68,924880684200
StakeLab.zone,846317208713
Larry Engineer,844419425859
FreshSTAKING,820882914830
StakingCabin,802423152507
Swiss Staking,799517118674
W3.Hitchhiker,778971856984
ContributionDAO,772769994890
strangelove,762832192167
BwareLabs,718385933712
KingSuper,715171560914
Lemniscap,678915852753
✅ CryptoCrew Validators,640465086683
KEK,630670505230
Staking4All,630395584083
Gunter,623079855721
Cumulo,616606632296
Suntzu,590711681802
Validatrium.com,590640615849
BitNordic,588851741797
ChainodeTech,576471265635
Maple Nodes,574972817695
moonli.me,573822091847
LowFeeValidation,572420724805
0xFury,567856486516
Moonlet,561214290112
wavefive,553105254274
Conqueror,548525387627
[NODERS]TEAM,546379143539
Stake🦑Squid,544890775633
Meria,532932116988
Staker Space,526596538005
spidey,504741898421
counterpoint,484034885761
Neoprom,481491544545
Neuler,479969284582
quantumcore,479029113031
PartnerStaking,477450706328
 Blockscope.net,469350761993
4sv,465016519882
Active Nodes,460327722599
Blockdaemon,171261129583
AM Solutions 🪐,100779720147
Smart Stake 📈📊 | 5% max,10053272889
ValiDAO,7235121543
Crosnest,6888032596
MH Ventures,5596627079
Notional,1642759952
Witval,1523761579
Anonstake,993344254
F5 Nodes,976175073
 AutoStake 🛡️ Slash Protected,881200687
nysa.network,849281870
Please redelegate,731035930
SG-1,451800000
KubikStaking,381600000
INACTIVE,364861634
[Please redelegate],364236999
AVIAONE 🟢,311103177
KalpaTech,300000000
HFA X Defi Dojo Validation,256963919
INACTIVE-DO NOT DELEGATE,250000000
POSTHUMAN∞DVS,212851152
InfStones,121001715
BlockHunters 🎯,111572219
Synergy Nodes,101541911
Huginn,93165308
GPvalidator,88898704
Bro_n_Bro,86101351
T DATA,84245529
,76191973
WexclaW,72087333
Stake&Relax 🦥,71636875
ECO Stake 🌱,63942603
silent,58644209
vortexray,57267411
Stakeflow,54506528
NachoNode,54104306
please Redelegate,51432854
securesecrets,49661363
EU,45323006
TiaRocketKC,40553877
cryptonodes.pro,39473308
NacionCrypto - Parceros,37203127
Kaizoku Labs,36168922
Multiplex,35599692
Sr20de,34020687
PowerStaking,33836227
jabbey,31178208
Kleomedes,29368494
StakePool,27709662
Stake.Works | Celestia,25000000
Cosmos Spaces,23939909
node101,22202360
OmniFlix Network,22115401
0base.vc,21636129
ITALY - Lowest Commission,17000000
RockX,15000000
AviaStake,14910489
Tessellated,11600000
itrocket,10000000
Wave,9351708
Architect Nodes,9000000
STAKEME,8971430
NodeX Emperor ⚡ Celestia,8605456
Colossus,8432206
AndromedaPool,6600000
Ubik Capital,6000000
Brick,5864817
openstake.net,5000000
MrCoco,5000000
Citizen Web3,4389000
  Oni ⛩️,3000100
Inter Blockchain Services,2550000
𝐥𝐞𝐬𝐧𝐢𝐤 | 𝐔𝐓𝐒𝐀,2098900
Inno Swap - DELEGATE FOR AIRDROP,2020000
QuantumQuasar,2000000
BloClick,2000000
0% EU Fast Validator,1500000
na,1000000
bg-0d,1000000
SquallNetwork,1000000
Farrari_TestNode,1000000
ValidatorVN,1000000
Chainflow,1000000
Avril14th,1000000
Luganodes,1000000
AiC DAO,1000000
PathrockNetwork,1000000
Equinox,1000000
MAHOF,1000000
IcyCRO 🧊,1000000
CroutonDigital,1000000
Decentrio,1000000
DXN,1000000
Madrona,1000000
GPvalidator,1000000
Artifact,600000
vega17,458000
iCosmosDAO,200000
this_is_moniker,10000
