tokens,address
22565391025255,reynisfjara
21247146415828,Cosmostation
13556715460045,Electric
12703921472489,Chorus One
11549708488459,Figment
6191942140003,Inotel
5098463071509,SG-1
4815605712628,Notional
4721195159965,Frog OSMO
4425589444133,Imperator.co
4376748690204,"Frens (🤝,🤝)"
4295725885626,polkachu.com
4128065112386,Sentinel dVPN
4067880695256,🐠stake.fish
3963911986706,BouBouNode
3937804942454,CryptoCrew Validators ✅
3897794429576,Citadel.one
3812534849205,binary_holdings
3810374652026,Zero Knowledge Validator (ZKV)
3806657109944,01node
3643334456482,Stakecito
3549765368886,Allnodes
3524602624247,Larry Engineer
3490453538066,wosmongton
3471067768796,PRYZM | Stake & Earn
3383431793449,Informal Systems
3282611703929,Chandra Station 
3270022369507,POSTHUMAN∞DVS
3139415457865,DSRV
3038760163980,Peregrine
3002182990469,tree-frog
2969937613850,OmniFlix Network
2934009847253, Lavender.Five Nodes 🐝
2886251574040,Node Guardians
2829249035052,ShapeShift DAO
2824773487521,Parakeet
2684684815295,White Marlin Staking
2679459966146,0base.vc
2671882907613,S16 Research Ventures
2556738677072,Bro_n_Bro
2458548170515,Ledger by Figment
2416661181194,iqlusion
2383741792787,Forbole
2365096357479,B-Harvest
2331274130457,Provalidator
2298276499328,interchain.FM🥩
2250309757322,StakeLab
2238692388858,#decentralizehk - DHK dao
2229710254440,Cosmos Spaces ☮️💜⚛️
2213300043723,Stakewolle.com |100% Insurance
2126223592815,Crypto Assassin
2125071520371,Nocturnal Labs
2103303965232,ECO Stake 🌱
2030518228643,Crosnest
2027729162840,Smart Stake 📈📊
1975549198897,nonce community
1928330233519,jabbey
1803018078237,Golden Ratio Staking
1795582119742,Cosmology
1792260890949,Hathor Node
1763469138002,Swiss Staking
1752042405934,strangelove-ventures
1739584671625,   WhisperNode🤐
1722630766952,Blockdaemon
1717729168263,Klub Staking
1712851479401,Manythings
1654619794406,Stakely.io
1625243297954,Coinbase Cloud
1570803398131,Leonoor's Cryptoman
1551977640422,ChainLayer
1544772638460,Ping
1511263204305,KDF
1506259643158,binance staking
1406183529875,Silk Nodes
1385668897355,[ block pane ]
1378431905748, AutoStake 🛡️ Slash Protected
1378147984517,Atomic Nodes
1365957444079,Ethereal Ventures
1362370748752,Interbloc
1360097572746,StakeWithUs
1197465205155,Interop
1164649231121,commercio.network
1142217214873,danku_zone w/ DAIC
1123450809034,nonce classic
1108865253041,Chihuahua
1081884680998,The_Cybernetics
997191301565,Meria
965080607637,Multiplex
950360059995,blockscape
898866240270,Chill Validation
885315385133,Chainflow
875438983246,PRO Delegators
870910273968,[Beehive]🇰🇷
868011460536,DAO DAO
851031445496,Witval
840862980278,Simply Staking
833724224933,Interstellar 🍸
833194876814,🇨🇭 Vortex.live 🟢
820565940239,"Stargaze.zone (✨,🔭)"
816975802892,SmartNodes
783430556745,Oni ⛩️
768419344591,KalpaTech
765588338241,in3s.com
737247872009,Tessellated
679217610241,NosNode🔮
665412037173,AUDIT.one
629431227964,SpectrumX
620975029122,Cypher Core
612575946276,Uncle Ed
597439956320,stake.systems | autocompound
596058269377,FreshSTAKING
593450149948,Tedcrypto.io 🧸 | TedLotto
587121008116,Gelotto 🛡 Slash Protected
559944655016,Zenscape
550324631556,validator.network
532913308832,syncnode
498856356518,Bored Ape Server
479402261157,Astroquirks | Profit Sharing 🤑 💰
465204812755,CrowdControl
444756077591,Merkan
432994833038,ushakov
408456788223,GATA DAO
406886803509,Active Nodes
391105787717,Kintsugi Nodes
380452650142,Levana 🐉 Powered by Cros Nest
376883947989,kooltek68
320123861770,defiantlabs
317449864104,ztake.org
287102479634,Obi
286401397032,Quebec
284134917065,dimi 🦙
273313290713,Dora Factory
265854483233,Komikuri
258567288187,Everstake
258087460382,DACM
256716121669,TaxiStake
251947428079,16psyche
238821754046,coinhall.org
238479201323,Bi23 Labs
236354799924,StakeThat - autorestake
236111662051,Coverlet
236041847424,Oldcat
234606920377,artifact
233805827696,Validatus
229865573625,AlphaNodes.OSMO
225640072250,Secure Secrets
216237625049,DELIGHT
216227224782,Coinpayu
193763552639,Staking Fund
192811485370,a41
