tokens,address
22568455418768,reynisfjara
22520322463714,Cosmostation
14032586690143,Chorus One
13845156788905,Figment
13631338211157,Electric
6939647286691,Inotel
4897193543075,Notional
4850891231361,Multiplex
4743188211219,Frog OSMO
4667793792860,Informal Systems
4634240650856,Imperator.co
4626113533562,SG-1
4486638013190,🐠stake.fish
4289446730099,CryptoCrew Validators ✅
4154917086480,"Frens (🤝,🤝)"
4149820289505,01node
4112302377933,Sentinel dVPN
3951758072769,Allnodes
3940960301525,BouBouNode
3880878652893,Citadel.one
3812454811941,Zero Knowledge Validator (ZKV)
3802717742073,binary_holdings
3710120385482,PRYZM | Stake & Earn
3656385413306,Stakecito
3564428537277,wosmongton
3508873611473,Larry Engineer
3308677213262,POSTHUMAN∞DVS
3293277102424,Chandra Station 
3215409382146,polkachu.com
3199829736531,DSRV
3145282219308, Lavender.Five Nodes 🐝
3099967652344,ShapeShift DAO
3037280258812,Peregrine
3002057694783,tree-frog
2929145190054,OmniFlix Network
2911654424186,Node Guardians
2824457927958,Parakeet
2757109318123,S16 Research Ventures
2684290084163,White Marlin Staking
2651436319401,Bro_n_Bro
2638322101852,0base.vc
2514945601712,Coinbase Cloud
2496203047496,Forbole
2487616953235,iqlusion
2464377043901,Ledger by Figment
2414236412214,Cosmos Spaces ☮️💜⚛️
2352227112920,Provalidator
2341033688928,B-Harvest
2302460767247,interchain.FM🥩
2254609812862,Stakewolle.com |100% Insurance
2241668691312,Crypto Assassin
2211516380357,StakeLab
2189111985854,ECO Stake 🌱
2126040053706,Nocturnal Labs
2122130456846,#decentralizehk - DHK dao
2111654728282,Crosnest
2055433705448,Smart Stake 📈📊
1977993845775,nonce community
1966572720976,Interstellar Lounge 🍸
1956940410796,jabbey
1851251878435,Golden Ratio Staking
1825922474559,Swiss Staking
1793978433673,Cosmology
1777826558175,Stakely.io
1767978954413,WhisperNode 🤐
1741132462944,Hathor Node
1715247286299,Manythings
1644694588101,Klub Staking
1615910390246,strangelove-ventures
1603269403147,Leonoor's Cryptoman
1534665495303,Ping
1522808990873,ChainLayer
1508089569847,KDF
1505178992328,binance staking
1453195581310,Silk Nodes
1446387354947, AutoStake 🛡️ Slash Protected
1434988276452,Interbloc
1427256953711,StakeWithUs
1386544119868,[ block pane ]
1375576727418,Interop
1365125739024,Ethereal Ventures
1321532346302,Blockdaemon
1129214273800,The_Cybernetics
1123805041717,nonce classic
1095558927302,Chihuahua
1060193240754,PRO Delegators
1016777609892,commercio.network
1009941266582,Meria
1002232705234,DAO DAO
980621954843,Witval
957346123445,blockscape
938211409369,danku_zone w/ DAIC
883916260644,Chainflow
883826964831,Simply Staking
877270281946,Chill Validation
856257437741,[Beehive]🇰🇷
813988652340,"Stargaze.zone (✨,🔭)"
812466636717,🇨🇭 Vortex.live 🟢
803790601720,SmartNodes
760160936794,KalpaTech
745169658133,Oni ⛩️
736574241468,in3s.com
729994103876,a41
727223251417,Tessellated
682542498811,NosNode🔮
670315474831,validator.network
659869847505,AUDIT.one
644761249506,Tedcrypto.io 🧸 | TedLotto
631045859351,SpectrumX
629764388086,FreshSTAKING
624708396035,Cypher Core
613916236066,Uncle Ed
592880670139,stake.systems | autocompound
592402983143,Gelotto 🛡 Slash Protected
541046219438,Zenscape
519635535675,syncnode
498665869961,Bored Ape Server
461509053665,CrowdControl
451294335023,Astroquirks | Profit Sharing 🤑 💰
448820096690,Merkan
405952044038,ushakov
396487449592,Levana 🐉 Powered by Cros Nest
395283034600,Active Nodes
380428387054,Kintsugi Nodes
376330427715,kooltek68
374643304932,GATA DAO
320053225050,defiantlabs
317217753859,ztake.org
308983686159,Everstake
298688404911,Trust Nodes
286869155276,Obi
286374023429,Quebec
274809171405,dimi 🦙
273365718244,Dora Factory
265377530649,Komikuri
255686204874,TaxiStake
253092033821,16psyche
252321756926,DACM
239108120347,coinhall.org
237899054493,Bi23 Labs
234889733461,Oldcat
232201976808,Validatus
231920244841,artifact
227113498815,AlphaNodes.OSMO
226546795789,Coverlet
224374545202,StakeThat - autorestake
223874969918,Secure Secrets
219564851829,Coinpayu
217227881365,DELIGHT
195870752353,Mendel
