tokens,address
22431300695730,reynisfjara
21044702209447,Cosmostation
13527421050443,Electric
12718218344263,Chorus One
11721405239683,Figment
6187001147077,Inotel
5156982805601,SG-1
4735710038652,Notional
4709766484775,Frog OSMO
4406502323043,"Frens (🤝,🤝)"
4328515174038,🐠stake.fish
4315722640652,polkachu.com
4314660535624,Imperator.co
4133953120648,Sentinel dVPN
3959847823273,Citadel.one
3950876961570,BouBouNode
3828909537976,CryptoCrew Validators ✅
3813170470138,01node
3812159727475,binary_holdings
3803746003534,Zero Knowledge Validator (ZKV)
3618505166877,Stakecito
3582003087306,wosmongton
3547608268666,Larry Engineer
3479063878123,Allnodes
3430246541326,PRYZM | Stake & Earn
3429000532359,Informal Systems
3390338608802,Chandra Station 
3282539922455,POSTHUMAN∞DVS
3130330532134,DSRV
3035667177186,Peregrine
3007208641291,ShapeShift DAO
3002297883396,tree-frog
2971501404530,OmniFlix Network
2918965985697, Lavender.Five Nodes 🐝
2859839312244,Node Guardians
2825675566251,Parakeet
2705798262442,0base.vc
2664279763716,S16 Research Ventures
2660604240158,White Marlin Staking
2555749936820,Bro_n_Bro
2496634552541,Ledger by Figment
2420301064653,iqlusion
2381745991903,Forbole
2371096063550,B-Harvest
2342504123152,Provalidator
2304278569593,interchain.FM🥩
2264481024530,#decentralizehk - DHK dao
2251467139274,StakeLab
2241590078242,Stakewolle.com |100% Insurance
2225290256525,Cosmos Spaces ☮️💜⚛️
2114883354135,Crypto Assassin
2106526847953,Nocturnal Labs
2105340475708,ECO Stake 🌱
2071238674439,Crosnest
2006029754824,Smart Stake 📈📊 Analytics Hub
1975710261103,nonce community
1920714220000,jabbey
1819262526776,Golden Ratio Staking
1797527232726,Cosmology
1780817562798,Hathor Node
1776950593833,Swiss Staking
1746969216624,Blockdaemon
1727773681670,strangelove-ventures
1705614785724,Manythings
1699437249723,   WhisperNode🤐
1645887530086,Klub Staking
1630173367104,Coinbase Cloud
1621096108589,Stakely.io
1551842440864,ChainLayer
1544502131449,Ping
1511335869916,KDF
1503377549020,binance staking
1408102707437,Leonoor's Cryptoman
1400666391836,Silk Nodes
1398775450741,Atomic Nodes
1387122937325,[ block pane ]
1365987859758,Ethereal Ventures
1358669780134, AutoStake 🛡️ Slash Protected
1354252631389,Interbloc
1353399537757,StakeWithUs
1282878168642,danku_zone w/ DAIC
1189967225219,Interop
1186720401323,commercio.network
1123400469282,nonce classic
1116648526227,Chihuahua
1065096722265,The_Cybernetics
994343284724,Meria
964821393379,Multiplex
946481071166,blockscape
898914002916,Chill Validation
888120366104,Chainflow
881814694388,SmartNodes
858270670312,PRO Delegators
851959562740,Witval
844710343792,🇨🇭 Vortex.live 🟢
841796303296,in3s.com
841628683095,DAO DAO
840034465304,Simply Staking
827653960741,Interstellar 🍸
824276689846,[Beehive]🇰🇷
820329604843,"Stargaze.zone (✨,🔭)"
790425082749,Oni ⛩️
769001674810,KalpaTech
741401806636,Tessellated
680446339800,AUDIT.one
679163699621,NosNode🔮
628238134445,SpectrumX
620846751145,Cypher Core
612117784366,Uncle Ed
600591466227,stake.systems | autocompound
597106196450,FreshSTAKING
584554754813,Tedcrypto.io 🧸 | TedLotto
572282800374,Zenscape
551514071143,validator.network
543335268642,syncnode
528068588222,Gelotto 🛡 Slash Protected
500097434270,Bored Ape Server
479984059596,Astroquirks | Profit Sharing 🤑 💰
467962354383,CrowdControl
444770396306,Merkan
433411823846,ushakov
411748680563,Active Nodes
407886864232,GATA DAO
396391278854,Kintsugi Nodes
381498945779,Levana 🐉 Powered by Cros Nest
376025664105,kooltek68
317680830449,ztake.org
308191076526,defiantlabs
289412202058,Obi
285748380180,Quebec
285661125244,dimi 🦙
273287006051,Dora Factory
265617364412,Komikuri
261957139782,DACM
258164111898,Everstake
256608930638,TaxiStake
255578278856,16psyche
249361306718,Secure Secrets
239174492802,StakeThat - autorestake
239154721361,coinhall.org
238743939178,Bi23 Labs
236240413754,artifact
236209293739,Coverlet
235347437706,Oldcat
233385750612,Validatus
231276241193,AlphaNodes.OSMO
216489315158,DELIGHT
216059735274,Coinpayu
205940702132,Staking Fund
199479176982,a41
