address,tokens,ip_address
Figment,299620892221080179,51.222.248.87
Mysten-1,259071055642627318,45.63.91.154
Blockdaemon,257263378427557088,208.91.107.169
Mysten-2,253984644499409516,136.244.64.220
P2P.ORG,214539916674814577,212.117.185.244
Triton One,202548514319827514,202.8.8.8
Luganodes,195468887808500267,93.115.25.174
Anchorage Digital-2,188298499750985022,136.243.55.238
Chorus One,183379304751595016,46.165.244.19
TrustedPoint,180544406765186988,45.250.253.74
ContributionDAO,157667028140988245,141.95.99.142
Blockscope.net,155928125602606852,15.235.82.231
StakingCabin,151964787868248094,54.64.235.237
Kiln,148981576763639882,57.128.73.31
Bware Labs,147565045314306608,141.95.34.55
mrgn,145907286037340161,141.98.216.164
Chainode Tech,142812080649379285,103.50.32.114
Overclock,142515035128415414,45.250.253.99
Everstake,142419720849692669,45.250.254.103
Artifact,139554534472307638,206.125.33.6
Dankuzone_w_DAIC,138849900142186247,37.252.184.226
Galaxy Digital,138768229698922199,52.215.11.218
Nelrann,138538907275643977,185.209.178.171
Ahoy Validator,138066413537601313,103.50.32.109
DSRV,136229644857066592,141.95.171.152
HashedPotatoes,133983184141364044,69.67.149.35
Aftermath,119069449066441828,57.128.47.71
Nodes.Guru,118575336285978187,135.181.18.112
Chainbase,118573513117460145,43.154.164.179
BartestneT,118571782977233783,45.250.253.76
P-OPS Team,118565228777683025,185.8.104.19
TPT,118400920676244580,161.97.131.71
Durian,114026023435234732,13.229.58.139
Persimmon,114014406624060384,35.74.25.246
Citadel.one,108652018136795683,141.94.137.186
Scale3Labs,108180135763331797,45.250.254.151
Cogent Crypto,94999999137352281,45.250.254.99
Coinbase Cloud,91965149435507153,3.249.94.146
BlockVision,65509751578200947,34.87.103.163
Staking Facilities,65216276055426150,5.199.170.77
OKXEarn,60306765278468110,43.207.255.138
ORBR,56491049453537500,78.141.245.48
Shinlabs,49858143892134977,43.130.123.214
stakefish,49489649646009588,147.75.199.7
Juicy Stake,48182200235327104,69.2.39.167
Ankr,47748978178043886,107.6.94.244
proofgroup,46995609414924334,207.53.234.207
KiligLab,46099519042443809,8.213.144.236
Allnodes,44837364093467662,169.155.45.15
Cypher Capital,44363869222911201,69.2.39.165
BiXinKelePool,42558368415398129,47.89.250.58
Staking Defense League,41964988335548262,188.214.129.144
n1stake,40017853246128306,173.231.17.194
Cosmostation,39956426553855903,172.255.251.44
StakeWithUs,38641647077795976,178.18.252.36
Staked,37373560726013329,54.195.211.175
Brightlystake,37353665639729418,139.84.155.177
BlockEden.xyz,37277973948797238,34.143.153.196
Peeranha,36338075141677714,45.250.253.92
SyncNode,36247588756202672,103.50.32.122
01node,36141168300490084,195.14.6.175
Stardust Staking,36093067964951898,93.115.25.67
Swiss Staking,36091732471549637,82.220.39.51
B-Harvest,36068572570791601,198.13.34.226
Imperator.co,36063826181076075,57.128.97.53
KingSuper,36049853992375626,139.84.139.8
Restake,36013765696778359,103.219.171.17
Neuler,36005393791130856,103.219.171.15
SynergyNodes,35998684098168148,194.48.168.246
Astro-Stakers,35995768410649507,195.189.96.115
ANodes,35987513136709845,8.218.16.91
[NODERS]TEAM x Criterion VC,35966904522470481,149.28.137.164
ONBUFF,35935539303653152,52.231.106.71
Chainflow,32994211961188029,185.8.104.18
Omnistake,32943468208775973,44.230.61.141
Anchorage Digital-1,31020936355922709,198.244.253.76
ZKValidator,30442558707876216,65.21.128.113
Stakely,29598844852652488,15.235.53.140
XPRV,28713074499299461,54.38.136.66
InfStones,28585888153472420,150.136.151.212
gumi,28318081659010002,13.230.215.202
Parasol,28316388280054072,43.130.125.249
Laine,28116704125967465,103.50.32.184
HashKey Cloud,27888563550693487,52.77.43.187
Moonlet,27886834283707478,103.219.171.14
QuantNode,27884115052256470,103.50.32.129
Stakin,27865342890622236,93.115.25.75
Node Guardians,27861367643955506,51.222.152.21
NodeReal,27860628573199212,54.152.222.161
flipside,27856283140903944,198.178.224.97
BLRD,27855856825067363,35.77.209.41
Staketab,27825258040814514,103.50.32.107
SpartanLabs,27822219050297674,5.199.170.96
TDMTech,27818331969698140,109.123.108.59
Forbole,27812518906323158,5.10.24.66
ComingChat,27807193442028163,45.32.11.180
Gaucho,27780325973577797,45.250.253.97
MoveFuns DAO,27775580361523681,135.181.228.230
Qredo,27773587331632568,65.108.111.57
H2O Nodes,27769574569055369,185.125.95.23
A41,27765160552400628,195.201.186.66
Nodeinfra,27742850312693704,34.80.99.216
RepublicCrypto,27634750426019657,91.210.226.206
SenseiNode,27583290387471060,69.67.148.48
MIDL.dev,26888391204729709,62.210.140.115
Latitude.sh,26731523480050719,103.219.168.185
