tokens,address
22431492419877,reynisfjara
21038940421354,Cosmostation
13514573728066,Electric
12795483123186,Chorus One
11768740559832,Figment
6195328700053,Inotel
5350105481538,SG-1
4699744042028,Frog OSMO
4510528734691,"Frens (🤝,🤝)"
4417865138691,🐠stake.fish
4208337204193,Sentinel dVPN
4186400483960,BouBouNode
4182064584339,Notional
4088947728449,Imperator.co
4062547778630,polkachu.com
3836134115390,01node
3803682504613,Zero Knowledge Validator (ZKV)
3790804413357,Citadel.one
3684176076324,Stakecito
3619109590165,wosmongton
3617422845721,Chandra Station 
3550225902247,Larry Engineer
3540056099191,binary_holdings
3515245560012,Allnodes
3424302492892,Informal Systems
3417142605109,PRYZM | Stake & Earn
3060922515705,ShapeShift DAO
3035923996987,Peregrine
3002494235729,tree-frog
3000869078543,OmniFlix Network
2918957502199,DSRV
2871861350508,POSTHUMAN∞DVS
2859328934436,Node Guardians
2826701361183,Parakeet
2750770528046,0base.vc
2678108861544,White Marlin Staking
2542773050675,Ledger by Figment
2490807088855,CryptoCrew Validators ✅
2459342220486,iqlusion
2398522689954,B-Harvest
2387619719374,Provalidator
2377325004068,S16 Research Ventures
2353593877231,#decentralizehk - DHK dao
2331709756537,interchain.FM🥩
2268446973010,StakeLab
2266961736150, Lavender.Five Nodes 🐝
2241752671398,Bro_n_Bro
2171011511855,Forbole
2142082688516,ECO Stake 🌱
2108663865914,Nocturnal Labs
2051504305511,Cosmos Spaces ☮️💜⚛️
2005896636125,Stakewolle.com |100% Insurance
1976376006727,nonce community
1815377778738,Cosmology
1810130147944,Swiss Staking
1791872738209,Blockdaemon
1788851062044,Crosnest
1755628124586,strangelove-ventures
1718222168815,Manythings
1714716565674,jabbey
1703823175257,Smart Stake 📈📊 Analytics Hub
1690635712637,Klub Staking
1680908447235,Coinbase Cloud
1677373106414,Crypto Assassin
1567091551062,Golden Ratio Staking
1557626478192,ChainLayer
1552824561048,Ping
1511732776883,KDF
1503469002052,binance staking
1481813154811,   WhisperNode🤐
1405755550406,Atomic Nodes
1388793628921,[ block pane ]
1366483521090,Ethereal Ventures
1351112541866,danku_zone w/ DAIC
1285907318482,commercio.network
1221021995664,Hathor Node
1214228630501,Leonoor's Cryptoman
1188106764017,Silk Nodes
1177333140679,Stakely.io
1142919178759,StakeWithUs
1131777079761,Chihuahua
1123786315532,nonce classic
1104480139296, AutoStake 🛡️ Slash Protected
1030276064094,The_Cybernetics
1026839797677,Interbloc
995514308114,Meria
964921220499,Multiplex
948201246067,blockscape
908522365129,SmartNodes
900875526916,Interop
898937994767,Chill Validation
894758567200,Chainflow
883735935566,🇨🇭 Vortex.live 🟢
853135686714,Witval
845854821677,PRO Delegators
838869976408,[Beehive]🇰🇷
832515282195,"Stargaze.zone (✨,🔭)"
828369919284,DAO DAO
827967192462,Interstellar 🍸
826309388416,Oni ⛩️
786642702402,KalpaTech
743504084674,Tessellated
687686637334,AUDIT.one
683555766195,NosNode🔮
656885880605,Simply Staking
627983536333,SpectrumX
623623151003,Cypher Core
619013426833,in3s.com
614072945325,Uncle Ed
607036941468,stake.systems | autocompound
603331144869,Zenscape
602936921338,FreshSTAKING
582591966065,Tedcrypto.io 🧸 | TedLotto
547004543910,syncnode
530709267769,Gelotto 🛡 Slash Protected
501134921562,Bored Ape Server
480811900986,Astroquirks | Profit Sharing 🤑 💰
474492932814,CrowdControl
465287024365,validator.network
446691233823,Merkan
437051897680,ushakov
421871856762,Active Nodes
408122232531,GATA DAO
400183501147,Kintsugi Nodes
378228722269,kooltek68
352046521672,Levana 🐉 Powered by Cros Nest
318331091394,ztake.org
309042380434,defiantlabs
294893972695,Obi
293420773414,dimi 🦙
285745548646,Quebec
273286991752,Dora Factory
266159386100,Komikuri
262443790554,16psyche
259699419761,Secure Secrets
258510696483,TaxiStake
258164102560,Everstake
247181147583,StakeThat - autorestake
241707433865,artifact
240004522758,Oldcat
239269810205,Bi23 Labs
238545934728,coinhall.org
236979669174,Coverlet
235099136380,AlphaNodes.OSMO
235044681470,Validatus
228078403239,Coinpayu
227342448634,a41
225612440041,DACM
217856823952,DELIGHT
209420632824,Staking Fund
