address,tokens,ip_address
Figment,302459195533963399,51.222.248.87
Blockdaemon,257515808107256280,208.91.107.169
Mysten-2,253767801129658490,136.244.64.220
Mysten-1,250787241159339228,45.63.91.154
P2P.ORG,203188172881318289,212.117.185.244
Triton One,202832450925484551,202.8.8.8
Luganodes,192636362597425253,93.115.25.174
Anchorage Digital-2,188449410956145082,136.243.55.238
Chorus One,183541442931746951,46.165.244.19
TrustedPoint,180688292409697329,45.250.253.74
ContributionDAO,157784511667673268,141.95.99.142
Blockscope.net,156052758675977023,15.235.82.231
StakingCabin,152090943527255307,54.64.235.237
Bware Labs,147682792963135139,141.95.34.55
mrgn,146156065765584729,141.98.216.164
Kiln,144727072729246544,57.128.73.31
Overclock,142631951355169750,84.17.53.103
Everstake,142528752886857526,45.250.254.103
Artifact,139785152721175067,206.125.33.6
Dankuzone_w_DAIC,138961982265682158,37.252.184.226
Galaxy Digital,138876172022743083,52.215.11.218
Nelrann,138654824317262062,185.209.178.171
Ahoy Validator,138179344748724356,103.50.32.109
DSRV,136327997824379523,141.95.171.152
HashedPotatoes,134218384185470784,69.67.149.35
Chainode Tech,122320016158538465,103.50.32.114
Aftermath,118780992815847608,57.128.47.71
BartestneT,118665795815615495,45.250.253.76
P-OPS Team,118662094263881403,185.8.104.19
TPT,118491151510462075,161.97.131.71
Durian,114116476430998077,13.229.58.139
Persimmon,114104512396841541,35.74.25.246
Citadel.one,108848699055137443,141.94.137.186
Nodes.Guru,108548419221378853,141.95.99.90
Scale3Labs,108271445610790524,45.250.254.151
Cogent Crypto,95068216966825632,45.250.254.99
Chainbase,93322052661600179,43.154.164.179
Coinbase Cloud,92207949171152444,3.249.94.146
BlockVision,65557290834455733,34.87.103.163
Staking Facilities,65258712810277836,5.199.170.77
Chainflow,64348947086512923,185.8.104.18
OKXEarn,60340058913493839,43.207.255.138
01node,56153894557427587,195.14.6.175
ORBR,54998448239515323,78.141.245.48
stakefish,54206605219742522,147.75.199.7
Shinlabs,49892277987224938,43.130.123.214
Juicy Stake,48233958552520388,69.2.39.167
proofgroup,47027674424564015,207.53.234.207
KiligLab,46127176866634891,8.213.144.236
Ankr,45409776770576799,107.6.94.244
Allnodes,44850941824996350,169.155.45.15
Cypher Capital,44398516374932914,69.2.39.165
Restake,43041992457866992,103.219.171.17
BiXinKelePool,42594038675362127,47.89.250.58
Staking Defense League,41990669999107883,188.214.129.144
n1stake,40047004873540048,173.231.17.194
Cosmostation,39649051223540681,172.255.251.44
StakeWithUs,38671593704088331,178.18.252.36
Staketab,37641545862749131,103.50.32.107
Nodeinfra,37555732352422670,34.80.99.216
Staked,37401526501560864,54.195.211.175
Brightlystake,37371868927507417,139.84.155.177
BlockEden.xyz,37304598045874175,34.143.153.196
Peeranha,36366451583159553,45.250.253.92
SyncNode,36302930707692510,103.50.32.122
Swiss Staking,36129170692393780,82.220.39.51
Stardust Staking,36121803766234712,93.115.25.67
KingSuper,36099312080831938,139.84.139.8
Imperator.co,36094001529257374,57.128.97.53
Neuler,36030549537034699,103.219.171.15
Astro-Stakers,36025855339543852,195.189.96.115
SynergyNodes,36024958130360863,194.48.168.246
B-Harvest,36022436843041497,198.13.34.226
ANodes,36018243503115310,8.218.16.91
[NODERS]TEAM x Criterion VC,35992924837962243,149.28.137.164
ONBUFF,35963588668390711,52.231.106.71
Omnistake,32972448351608708,44.230.61.141
Anchorage Digital-1,31045098845579722,198.244.253.76
ZKValidator,30465786258302511,65.21.128.113
Stakely,29628030046205379,15.235.53.140
InfStones,28768303385213011,150.136.151.212
XPRV,28734797560035153,54.38.136.66
gumi,28339800777620353,13.230.215.202
Parasol,28336476480274086,43.130.125.249
Laine,28137483374100134,103.50.32.184
QuantNode,27909610333912870,103.50.32.129
HashKey Cloud,27909034401699199,52.77.43.187
Moonlet,27909024033786331,103.219.171.14
Node Guardians,27892628061716283,51.222.152.21
Stakin,27886786026701685,93.115.25.75
NodeReal,27884105787767735,3.230.184.15
BLRD,27877721004048995,35.77.209.41
SpartanLabs,27844624951165311,5.199.170.96
TDMTech,27840064547279638,109.123.108.59
Forbole,27836968454265896,5.10.24.66
ComingChat,27830129592120276,45.32.11.180
Qredo,27797184439400376,65.108.111.57
MoveFuns DAO,27793123983371547,135.181.228.230
H2O Nodes,27790129884114653,185.125.95.23
RepublicCrypto,27788365268800565,91.210.226.206
Gaucho,27785006984488296,45.250.253.97
A41,27783825912581748,195.201.186.66
SenseiNode,27610528247038941,69.67.148.48
MIDL.dev,26965215401302194,62.210.140.115
Latitude.sh,26749839491926221,103.219.168.185
flipside,20796821100725519,198.178.224.97
