address,tokens,ip_address
Figment,278613999177593999,51.222.248.87
Mysten-2,253843958557383499,136.244.64.220
Mysten-1,250125191636692809,45.63.91.154
Blockdaemon,237446559288615530,208.91.107.169
Triton One,202993402970874158,202.8.8.8
P2P.ORG,198885245800788810,212.117.185.244
Anchorage Digital-2,186228227002261004,136.243.55.238
Luganodes,172192836650905039,93.115.25.174
Chorus One,161301170584318431,46.165.244.19
TrustedPoint,154931990571415400,45.250.253.74
Overclock,142807588266190035,84.17.53.103
DSRV,136511443919988980,141.95.171.152
BlockVision,133555201992515028,34.87.103.163
mrgn,130653256459055954,141.98.216.164
Ahoy Validator,127965651511064278,103.50.32.109
Kiln,127668397381615279,57.128.73.31
Everstake,126988763240596898,45.250.254.103
Blockscope.net,125089586929724886,15.235.82.231
Staketab,123736623449320535,103.50.32.107
Chainode Tech,122482135425580436,103.50.32.114
ContributionDAO,121615121713115452,141.95.99.142
Aftermath,119614934495990949,57.128.47.71
BartestneT,118820135803284709,45.250.253.76
Cosmostation,118584254728909936,172.255.251.44
Galaxy Digital,118304616740484603,52.215.11.218
MoveFuns DAO,117859244947760096,135.181.228.230
n1stake,115144332832439740,173.231.17.194
Durian,114241137184992862,47.128.225.39
Persimmon,113822433796988524,35.74.236.77
HashedPotatoes,103463220937856137,69.67.149.35
Bware Labs,95913166171247841,141.95.34.55
Nodeinfra,93887309256528100,34.80.99.216
Artifact,93453980146237200,206.125.33.6
Coinbase Cloud,91982181455749696,3.255.91.24
01node,88479027015309313,195.14.6.175
P-OPS Team,87700990356212744,185.8.104.19
TPT,87481532037690098,161.97.131.71
Dankuzone_w_DAIC,87189896704660627,37.252.184.226
RepublicCrypto,86856040982290261,91.210.226.206
Laine,83220223224684328,103.50.32.184
Stakin,82953505019241074,93.115.25.75
Staking Defense League,82042227805490700,188.214.129.144
KingSuper,81187025957211008,139.84.139.8
ChainIDE,81062007087661952,8.217.239.246
KiligLab,79950141183135666,8.213.144.236
MIDL.dev,77013282522234726,62.210.140.115
Stardust Staking,75461293783152965,93.115.25.67
ORBR,75443144430038613,78.141.245.48
Chainflow,74441422812408647,185.8.104.18
Restake,72662541865806013,103.219.171.17
ONBUFF,71040872451376024,52.231.106.71
Staking Facilities,65250381659220994,5.199.170.77
StakingCabin,62707057292811147,54.64.235.237
OKXEarn,62532176758096201,43.207.255.138
Citadel.one,62413303526408906,141.94.137.186
Scale3Labs,61682819565104787,45.250.254.151
stakefish,51537048865989092,147.75.199.7
proofgroup,46769625885233680,207.53.234.207
Allnodes,44969373726487337,169.155.45.15
Ankr,44515265542689260,107.6.94.244
Cypher Capital,44450240545208476,69.2.39.165
Shinlabs,43410863835663601,43.130.123.214
BiXinKelePool,42642235515567593,47.89.250.58
Nelrann,41033524946008778,185.209.178.171
Gaucho,38829964181344213,45.250.253.97
StakeWithUs,38728174846520514,178.18.252.36
Chainbase,38419493571338619,43.154.164.179
ComingChat,38407453273367511,45.32.11.180
Cogent Crypto,38305526935068573,45.250.254.99
Juicy Stake,37979692715845395,69.2.39.167
Brightlystake,37419099136611076,139.84.155.177
BlockEden.xyz,37353280376657423,34.143.153.196
Staked,37346498696445686,54.195.211.175
Nodes.Guru,36629550411903163,141.95.99.90
Peeranha,36411899879872235,45.250.253.92
SyncNode,36353255237668587,103.50.32.122
Swiss Staking,36180989662933248,82.220.39.51
Imperator.co,36128692543381493,57.128.97.53
Neuler,36071605093650913,103.219.171.15
B-Harvest,36070094372631445,198.13.34.226
Astro-Stakers,36068629900545181,195.189.96.115
SynergyNodes,36066364770140962,194.48.168.246
[NODERS]TEAM x Criterion VC,36033735275087163,149.28.137.164
Omnistake,33014907108422111,44.230.61.141
Anchorage Digital-1,31083865723518861,198.244.253.76
ZKValidator,30504492045206981,65.21.128.113
Stakely,29668799244869344,15.235.53.140
InfStones,29016244637690548,150.136.151.212
XPRV,28770673464247144,54.38.136.66
Parasol,28370205190565771,43.130.125.249
gumi,28346654229778769,13.230.215.202
QuantNode,27944523115215672,103.50.32.129
Moonlet,27944300874231455,103.219.171.14
HashKey Cloud,27940767735987260,52.77.43.187
Node Guardians,27931046834085854,51.222.152.21
NodeReal,27919487822641330,3.230.184.15
BLRD,27912737311183293,35.77.209.41
SpartanLabs,27880547714553185,5.199.170.96
TDMTech,27875262139520220,109.123.108.59
Forbole,27867044626044908,5.10.24.66
H2O Nodes,27821140095016744,185.125.95.23
A41,27811054621261996,195.201.186.66
SenseiNode,27642690339560930,69.67.148.48
Latitude.sh,26782739951511995,103.219.168.185
