address,tokens,ip_address
Figment,284385392720147450,51.222.248.87
Blockdaemon,254755055561983942,208.91.107.169
Mysten-2,249343306260304799,136.244.64.220
P2P.ORG,222295912100606513,212.117.185.244
Luganodes,206455740667796119,93.115.25.174
Triton One,201311267779887464,202.8.8.8
Anchorage Digital-2,187973334431892216,136.243.55.238
Chorus One,181951117095237243,46.165.244.19
TrustedPoint,179684035968509389,45.250.253.74
Mysten-1,161353829355866907,45.63.91.154
ContributionDAO,157399305471886629,141.95.99.142
Blockscope.net,155653177953540633,15.235.82.231
StakingCabin,155362430304882773,54.64.235.237
Kiln,148890695043971142,57.128.73.31
Bware Labs,147324614453760301,141.95.34.55
mrgn,144782171186588662,141.98.216.164
Chainode Tech,142384540092098664,103.50.32.114
Everstake,142339857508304146,45.250.254.103
Overclock,142263475218573883,45.250.253.99
Shinlabs,141682745814015348,43.130.123.214
Artifact,138660102310503764,206.125.33.6
Dankuzone_w_DAIC,138590501520926435,37.252.184.226
Galaxy Digital,138579101052736552,52.215.11.218
Nelrann,138283038608520204,185.209.178.171
Ahoy Validator,137841958420003661,103.50.32.109
DSRV,135995897013829584,141.95.171.152
HashedPotatoes,127064974014401699,69.67.149.35
Chainbase,118430396081716539,43.154.164.179
Nodes.Guru,118399870763391293,141.95.99.90
BartestneT,118368315971937117,45.250.253.76
P-OPS Team,118363065376947573,185.8.104.19
TPT,118222511151384971,18.246.8.19
Aftermath,115603621773642393,57.128.47.71
Persimmon,114054181389784947,35.74.25.246
Durian,113826597427918834,13.229.58.139
Citadel.one,108284067985829961,141.94.137.186
Scale3Labs,107984514395973866,45.250.254.151
Cogent Crypto,94843796781183201,45.250.254.99
Coinbase Cloud,91806273819809441,3.249.94.146
BlockVision,65608108847986193,34.87.103.163
Staking Facilities,65226278763600206,5.199.170.77
OKXEarn,56796850458344135,43.207.255.138
ORBR,53575766396734448,78.141.245.48
stakefish,50182729870049312,147.75.199.7
Juicy Stake,48098111269665280,45.250.253.84
proofgroup,46906907376570520,207.53.234.207
Ankr,46902711698018013,107.6.94.244
KiligLab,46022249880382929,8.213.144.236
Allnodes,44581141833990190,169.155.45.15
Cypher Capital,44292447477801183,45.250.253.95
BiXinKelePool,42489029076708806,47.89.250.58
Staking Defense League,41895503932031688,188.214.129.144
n1stake,39957327937637306,173.231.17.194
StakeWithUs,38558620379762547,178.18.252.36
Staked,37295984394348177,54.195.211.175
Brightlystake,37284871918326729,139.84.155.177
BlockEden.xyz,37209602837651798,34.143.153.196
Cosmostation,36452275402192423,172.255.251.44
Peeranha,36271537659561371,45.250.253.92
SyncNode,36188584346216706,103.50.32.122
01node,36113839805410761,195.14.6.175
Stardust Staking,36043610801363679,93.115.25.67
Swiss Staking,36011225402678039,82.220.39.51
ONBUFF,36003065154581280,52.231.106.71
Imperator.co,36001835649302626,57.128.97.53
B-Harvest,35998206156734761,198.13.34.226
KingSuper,35989481566340926,139.84.139.8
Restake,35950893066388634,103.219.171.17
SynergyNodes,35940561331738881,194.48.168.246
Neuler,35937949702368757,103.219.171.15
Astro-Stakers,35934607938036217,195.189.96.115
ANodes,35922852099821343,8.218.16.91
[NODERS]TEAM x Criterion VC,35913439385894563,149.28.137.164
Chainflow,32937304088396035,185.8.104.18
Omnistake,32889244392779793,44.230.61.141
Anchorage Digital-1,30964078528852453,198.244.253.76
ZKValidator,30382097731285714,37.27.62.100
Stakely,29459016459489414,15.235.53.140
XPRV,28663145003935854,54.38.136.66
InfStones,28396185707694862,150.136.151.212
Parasol,28270806080167934,43.130.125.249
gumi,28265815075816167,13.230.215.202
Laine,28067861158939048,103.50.32.184
HashKey Cloud,27837668213073210,52.77.43.187
QuantNode,27834720157822625,103.50.32.129
Moonlet,27833737797486395,103.219.171.14
SpartanLabs,27830261024820994,5.199.170.96
NodeReal,27815426438435292,54.152.222.161
Stakin,27812763001162410,93.115.25.75
flipside,27812762158667090,198.178.224.97
Node Guardians,27807255841690828,51.222.152.21
BLRD,27806733580208844,35.77.209.41
Staketab,27795223377570558,103.50.32.107
TDMTech,27791181702197849,109.123.108.59
ComingChat,27758966564458146,45.32.11.180
Forbole,27757374069639008,5.10.24.66
Nodeinfra,27731857637981354,34.80.99.216
MoveFuns DAO,27730391332665212,135.181.228.230
Gaucho,27727738889283338,45.250.253.97
A41,27727117467525388,195.201.186.66
H2O Nodes,27721577408458353,185.125.95.23
Qredo,27715986156076386,65.108.111.57
RepublicCrypto,27582763411442740,91.210.226.206
SenseiNode,27532122502647805,69.67.148.48
MIDL.dev,26842281552329232,62.210.140.115
Latitude.sh,26685496848753818,103.219.168.185
