address,tokens,ip_address
Figment,285760559020303490,51.222.248.87
Blockdaemon,254999010408521136,208.91.107.169
Mysten-2,252433101667808095,136.244.64.220
P2P.ORG,218478571427360991,212.117.185.244
Triton One,201418287105544853,202.8.8.8
Luganodes,195433981273805830,93.115.25.174
Anchorage Digital-2,188090886486691965,136.243.55.238
Chorus One,182962649062477669,46.165.244.19
TrustedPoint,179779380403742378,45.250.253.74
Mysten-1,168242856381389185,45.63.91.154
ContributionDAO,157475557895268242,141.95.99.142
Blockscope.net,155746896228978868,15.235.82.231
StakingCabin,155443760113250675,54.64.235.237
Kiln,148807316173464150,57.128.73.31
Bware Labs,147409685575816172,141.95.34.55
mrgn,144920806772665394,141.98.216.164
Chainode Tech,142527379589669738,103.50.32.114
Everstake,142428102287009990,45.250.254.103
Overclock,142339366361787038,45.250.253.99
Shinlabs,142005443461152674,43.130.123.214
Artifact,138794293270435182,206.125.33.6
Dankuzone_w_DAIC,138677391779889807,37.252.184.226
Galaxy Digital,138641830946109086,52.215.11.218
Nelrann,138361595856918381,185.209.178.171
Ahoy Validator,137912334598970473,103.50.32.109
DSRV,136066904729820052,141.95.171.152
HashedPotatoes,133186246632236603,69.67.149.35
Chainbase,118490414772948331,43.154.164.179
Nodes.Guru,118475424440385320,135.181.18.112
BartestneT,118433501777407197,45.250.253.76
P-OPS Team,118426460059831835,185.8.104.19
TPT,118267246202876135,18.246.8.19
Aftermath,116052532084158411,57.128.47.71
Persimmon,114115934627238714,35.74.25.246
Durian,113889759593377671,13.229.58.139
Citadel.one,108378716792800961,141.94.137.186
Scale3Labs,108044425810708651,45.250.254.151
Cogent Crypto,94892160836077246,45.250.254.99
Coinbase Cloud,91848515162414534,3.249.94.146
BlockVision,65641151545466122,34.87.103.163
Staking Facilities,65269560527463967,5.199.170.77
OKXEarn,60439286942612428,43.207.255.138
ORBR,54066188854836385,78.141.245.48
stakefish,49554632595711672,147.75.199.7
Juicy Stake,48124465639367034,69.2.39.167
Ankr,47089275886638820,107.6.94.244
proofgroup,46938144015135906,207.53.234.207
KiligLab,46040004084057432,8.213.144.236
Allnodes,44732304690967748,169.155.45.15
Cypher Capital,44315238360616045,45.250.253.95
BiXinKelePool,42512999090410864,47.89.250.58
Staking Defense League,41913185140206792,188.214.129.144
n1stake,39977963783969983,173.231.17.194
Cosmostation,38659784073323050,172.255.251.44
StakeWithUs,38586991692746350,178.18.252.36
Staked,37317406279189032,54.195.211.175
Brightlystake,37306802875788561,139.84.155.177
BlockEden.xyz,37232057249544480,34.143.153.196
Peeranha,36292690834880533,45.250.253.92
SyncNode,36206284711207085,103.50.32.122
01node,36134820728199833,195.14.6.175
Stardust Staking,36061768006360960,93.115.25.67
Swiss Staking,36039569099888768,82.220.39.51
Imperator.co,36029104877773135,57.128.97.53
B-Harvest,36023986104282732,198.13.34.226
ONBUFF,36021153385439837,52.231.106.71
KingSuper,36010337494583452,139.84.139.8
Astro-Stakers,36005199683030306,195.189.96.115
Restake,35972950408060222,103.219.171.17
Neuler,35966225770147961,103.219.171.15
SynergyNodes,35958537515673322,194.48.168.246
ANodes,35943291088488944,8.218.16.91
[NODERS]TEAM x Criterion VC,35930785402307270,149.28.137.164
Chainflow,32959197730527238,185.8.104.18
Omnistake,32905618880391245,44.230.61.141
Anchorage Digital-1,30980748978081435,198.244.253.76
ZKValidator,30401711738127542,65.21.128.113
Stakely,29480168258413391,15.235.53.140
XPRV,28678522859297500,54.38.136.66
InfStones,28413882249188822,150.136.151.212
Parasol,28284759145339855,43.130.125.249
gumi,28282324897277952,13.230.215.202
Laine,28079722858970655,103.50.32.184
HashKey Cloud,27854007473823284,52.77.43.187
SpartanLabs,27848416392045045,5.199.170.96
Moonlet,27848343270157030,103.219.171.14
QuantNode,27848177923570910,103.50.32.129
Stakin,27831665159103625,93.115.25.75
Node Guardians,27831231376569559,51.222.152.21
flipside,27826097146444898,198.178.224.97
NodeReal,27822088893614539,3.230.184.15
BLRD,27821897080000213,35.77.209.41
TDMTech,27806727535603637,109.123.108.59
Staketab,27780547685175562,103.50.32.107
Forbole,27778977906666942,5.10.24.66
ComingChat,27775913899272118,45.32.11.180
Gaucho,27746632367252538,45.250.253.97
MoveFuns DAO,27744464149404577,135.181.228.230
A41,27741887451469734,195.201.186.66
Qredo,27738239249546348,65.108.111.57
H2O Nodes,27736171435166601,185.125.95.23
Nodeinfra,27709248097582471,34.80.99.216
RepublicCrypto,27597318178560189,91.210.226.206
SenseiNode,27548150403058347,69.67.148.48
MIDL.dev,26856297803702637,62.210.140.115
Latitude.sh,26699774916778932,103.219.168.185
