address,tokens,ip_address
Figment,279213276985273246,51.222.248.87
Blockdaemon,257996368143589539,208.91.107.169
Mysten-2,253903648237038946,136.244.64.220
Mysten-1,252121209396376171,45.63.91.154
Triton One,202925770770117888,202.8.8.8
P2P.ORG,202897845206738082,212.117.185.244
Anchorage Digital-2,188536607458076239,136.243.55.238
TrustedPoint,180823146379072620,45.250.253.74
Luganodes,170067852271937942,93.115.25.174
Chorus One,160311102473835108,46.165.244.19
Blockscope.net,156177060865953803,15.235.82.231
Kiln,148452793092778068,57.128.73.31
Bware Labs,147788837443621678,141.95.34.55
Overclock,142740118736519181,84.17.53.103
Everstake,142482322290802517,45.250.254.103
Dankuzone_w_DAIC,139073194206208190,37.252.184.226
Ahoy Validator,138283215243655994,103.50.32.109
DSRV,136444876246852937,141.95.171.152
mrgn,130745377470880791,141.98.216.164
Chainode Tech,122465169547608663,103.50.32.114
ContributionDAO,121553492578591086,141.95.99.142
Aftermath,118920093331914508,57.128.47.71
BartestneT,118759956648329199,45.250.253.76
Galaxy Digital,118227335004075368,52.215.11.218
Durian,114206573922868251,13.229.58.139
Persimmon,114195120797762093,35.74.25.246
Scale3Labs,108358582240908386,45.250.254.151
n1stake,105104163562783884,173.231.17.194
Staketab,103692000672254930,103.50.32.107
HashedPotatoes,103122842444606782,69.67.149.35
Cosmostation,97743223384327045,172.255.251.44
Artifact,93235206620363991,206.125.33.6
Coinbase Cloud,92279049540126281,3.249.94.146
Chainbase,89243594490275928,43.154.164.179
01node,88435744956659944,195.14.6.175
P-OPS Team,87621287082873722,185.8.104.19
TPT,87441020517392286,161.97.131.71
Laine,83180970175569612,103.50.32.184
KingSuper,81147646101379335,139.84.139.8
BlockVision,80508175298704020,34.87.103.163
RepublicCrypto,77829742456027694,91.210.226.206
KiligLab,76169668725443581,8.213.144.236
Stardust Staking,75409498076321514,93.115.25.67
ORBR,75171725482235557,78.141.245.48
Chainflow,74404574016153069,185.8.104.18
Restake,72636828773745188,103.219.171.17
ONBUFF,71006671995673746,52.231.106.71
Nodeinfra,68863598313341699,34.80.99.216
Staking Facilities,65212703112586940,5.199.170.77
StakingCabin,62479841551172155,54.64.235.237
OKXEarn,62422934866919663,43.207.255.138
Citadel.one,62198154978560310,141.94.137.186
Stakin,57922866423317079,93.115.25.75
MoveFuns DAO,57828153829475289,135.181.228.230
stakefish,51980299195433395,147.75.199.7
proofgroup,47063353177885713,207.53.234.207
Ankr,45403769722852706,107.6.94.244
Allnodes,44947556227872697,169.155.45.15
Cypher Capital,44430735468969904,69.2.39.165
Shinlabs,43388521357671016,43.130.123.214
BiXinKelePool,42621181452467265,47.89.250.58
Staking Defense League,42023451577374953,188.214.129.144
Nelrann,41011728256036488,185.209.178.171
Gaucho,38810711421254499,45.250.253.97
StakeWithUs,38704174884430082,178.18.252.36
Cogent Crypto,38114018350949382,45.250.254.99
Juicy Stake,37942259450486291,69.2.39.167
Brightlystake,37400831105038096,139.84.155.177
BlockEden.xyz,37336525348962550,34.143.153.196
Staked,37330475549085370,54.195.211.175
Nodes.Guru,36611691035017213,141.95.99.90
Peeranha,36394524584417232,45.250.253.92
SyncNode,36326492765239462,103.50.32.122
Swiss Staking,36159591704493115,82.220.39.51
Imperator.co,36114470493073883,57.128.97.53
Neuler,36057298885352974,103.219.171.15
B-Harvest,36051616564177225,198.13.34.226
SynergyNodes,36050519995122815,194.48.168.246
Astro-Stakers,36048599472269809,195.189.96.115
ANodes,36039948321635127,8.217.239.246
[NODERS]TEAM x Criterion VC,36019074573049186,149.28.137.164
Omnistake,32999533462633076,52.37.215.5
Anchorage Digital-1,31068974210092132,198.244.253.76
ZKValidator,30490380238503888,65.21.128.113
Stakely,29654035542100332,15.235.53.140
InfStones,28941109393994369,150.136.151.212
XPRV,28756884357877594,54.38.136.66
Parasol,28356429207576168,43.130.125.249
gumi,28332648962314131,13.230.215.202
ComingChat,28151241954288925,45.32.11.180
QuantNode,27931176475473340,103.50.32.129
Moonlet,27930771486812813,103.219.171.14
HashKey Cloud,27929950137452137,52.77.43.187
Node Guardians,27915782355093774,51.222.152.21
NodeReal,27905012879021721,3.230.184.15
BLRD,27899465408710520,35.77.209.41
SpartanLabs,27864270714907275,5.199.170.96
TDMTech,27861579957741863,109.123.108.59
Forbole,27855704436524014,5.10.24.66
H2O Nodes,27808833680663972,185.125.95.23
A41,27804866974684354,195.201.186.66
SenseiNode,27629352189438944,69.67.148.48
MIDL.dev,26996291921644790,62.210.140.115
Latitude.sh,26769783227170215,103.219.168.185
flipside,20829203628580137,198.178.224.97
Qredo,20758670558300521,65.108.111.57
