address,tokens
Figment,275053189937390800
Mysten-2,236589520882526704
Blockdaemon,234229334034834965
P2P.ORG,228989594288004975
Luganodes,214221806160571781
Triton One,199500667862611822
Chorus One,189534794382169798
Anchorage Digital-2,186127005370433442
TestnetPride,177800826419803359
Mysten-1,164359877494091309
ContributionDAO,161127620810443377
Kiln,155082141663770112
Blockscope.net,154056627140342300
StakingCabin,153840646588026737
Bware Labs,147288983935996448
mrgn,144286272202506391
Overclock,143549481159675092
Chainode Tech,143509092388659511
Everstake,142780291743393800
Shinlabs,140535572989934033
Dankuzone_w_DAIC,138542672526571377
DSRV,138473393921944155
Galaxy Digital,138405993135514106
Artifact,138326343224856400
Nelrann,138254293397614097
Ahoy Validator,137981048597589912
HashedPotatoes,130991349868549603
Nodes.Guru,118111790591206978
Chainbase,118022679991730412
BartestneT,117949954044116609
P-OPS Team,117916679190414655
TPT,117884412228658080
Durian,112657495004840656
Persimmon,112647807879648370
Aftermath,107777116116620713
Citadel.one,107754690427321441
Cogent Crypto,107596517132575093
Scale3Labs,107565790001010718
Coinbase Cloud,89395480065735321
BlockVision,68174511882647696
Staking Facilities,65460130805724442
Staked,58813615533169376
proofgroup,55946477154549325
StakeWithUs,55903010298949112
stakefish,53466073342746289
Ankr,51983214344866218
Cosmostation,49513339674849266
Juicy Stake,47702689691300048
KiligLab,46037780204414274
OKXEarn,43623276041574057
BiXinKelePool,42496787636084722
Allnodes,41942191673537315
Staking Defense League,41729032381862952
n1stake,39810698369204134
Brightlystake,36894172546229143
BlockEden.xyz,36850356896576785
SyncNode,35967318023759976
01node,35965419014805866
Stardust Staking,35945954788987643
Swiss Staking,35942149297198202
ANodes,35918990338950221
Peeranha,35896304928393137
ONBUFF,35882446238612469
B-Harvest,35853907262823292
Imperator.co,35849856922872785
KingSuper,35835502180855836
Restake,35823855958336652
Astro-Stakers,35819534970071595
SynergyNodes,35819524966068165
Neuler,35807648690560886
[NODERS]TEAM x Criterion VC,35794672763973322
ORBR,35536072233510768
Chainflow,34329711047704893
Omnistake,32707637749472277
Stakely,31100070630050581
Anchorage Digital-1,30711721595962854
ComingChat,28557683657938342
XPRV,28526397192876683
gumi,28193389020493014
Parasol,28174517839791372
Laine,27954407775061086
InfStones,27839621995957437
Forbole,27756648977674185
Moonlet,27722991157432083
Stakin,27691448548805503
QuantNode,27687467654299139
Qredo,27684800438488857
TDMTech,27684199525166127
Staketab,27683279872793060
flipside,27678142371482090
HashQuark,27678002211655149
BLRD,27676269594550685
NodeReal,27675804666249492
Nodeinfra,27649160634714507
A41,27645831296857734
Node Guardians,27637710593780806
SpartanLabs,27633968952711589
RepublicCrypto,27623611590702864
Cypher Capital,27622363632422242
H2O Nodes,27610837460536056
Gaucho,27607908407273910
MoveFuns DAO,27601497383085084
SenseiNode,27254601437365748
MIDL.dev,26603257459868988
Latitude.sh,26589532819570228
