address,tokens,ip_address
Figment,279230703138790648,51.222.248.87
Blockdaemon,258021747644162782,208.91.107.169
Mysten-2,253784500454244515,136.244.64.220
Mysten-1,252045700156926564,45.63.91.154
Triton One,202940237108650417,202.8.8.8
P2P.ORG,202908845786126834,212.117.185.244
Anchorage Digital-2,188547479269975673,136.243.55.238
TrustedPoint,180840605291070565,45.250.253.74
Luganodes,170083505585229209,93.115.25.174
Chorus One,160326932121111188,46.165.244.19
Blockscope.net,156192389590929878,15.235.82.231
Kiln,148467517189917119,57.128.73.31
Bware Labs,147804435844032494,141.95.34.55
Overclock,142753091347156834,84.17.53.103
Everstake,142495466527486546,45.250.254.103
Dankuzone_w_DAIC,139086891962889941,37.252.184.226
Ahoy Validator,138296492561972115,103.50.32.109
DSRV,136458381400773804,141.95.171.152
mrgn,130759880843246279,141.98.216.164
Chainode Tech,122477491264390786,103.50.32.114
ContributionDAO,121566657103594761,141.95.99.142
Aftermath,119318193079682946,57.128.47.71
BartestneT,118772410582923877,45.250.253.76
Galaxy Digital,118242821217403343,52.215.11.218
Durian,114217824641212875,47.128.225.39
Persimmon,114206372526835003,35.74.25.246
Scale3Labs,108367192525891535,45.250.254.151
n1stake,105113798186252961,173.231.17.194
Staketab,103702288990284303,103.50.32.107
HashedPotatoes,103159915568265690,69.67.149.35
Cosmostation,98289454514349108,172.255.251.44
Artifact,93295596561214538,206.125.33.6
Coinbase Cloud,92284086838008344,3.249.94.146
Chainbase,89252114069843463,43.154.164.179
01node,88444469123870385,195.14.6.175
P-OPS Team,87629929715830535,185.8.104.19
TPT,87449951150349099,161.97.131.71
Laine,83189406137258284,103.50.32.184
KingSuper,81155250723205832,139.84.139.8
BlockVision,80516265657631808,34.87.103.163
RepublicCrypto,77837406677940970,91.210.226.206
KiligLab,76177169878849601,8.213.144.236
Stardust Staking,75416999229727534,93.115.25.67
ORBR,75229972401014197,78.141.245.48
Chainflow,74411868011306564,185.8.104.18
Restake,72645011690136696,103.219.171.17
ONBUFF,71013683943557998,52.231.106.71
Nodeinfra,68870431768300924,34.80.99.216
Staking Facilities,65219150398522338,5.199.170.77
OKXEarn,62725864659519890,43.207.255.138
StakingCabin,62542726093654515,54.64.235.237
Citadel.one,62266539526056424,141.94.137.186
Stakin,57927620438914355,93.115.25.75
MoveFuns DAO,57833176489869426,135.181.228.230
stakefish,52203631668538327,147.75.199.7
proofgroup,47068005632414752,207.53.234.207
Ankr,45458163452726273,107.6.94.244
Allnodes,44950857001331302,169.155.45.15
Cypher Capital,44434798130389338,69.2.39.165
Shinlabs,43392942675185543,43.130.123.214
BiXinKelePool,42625421235728164,47.89.250.58
Staking Defense League,42027508253254986,188.214.129.144
Nelrann,41011174774213488,185.209.178.171
Gaucho,38814763998993629,45.250.253.97
StakeWithUs,38708015431096223,178.18.252.36
Cogent Crypto,38168817380267712,45.250.254.99
Juicy Stake,37945690663447190,69.2.39.167
Brightlystake,37404500148523598,139.84.155.177
BlockEden.xyz,37340193290910660,34.143.153.196
Staked,37333134706543707,54.195.211.175
Nodes.Guru,36613639067199668,141.95.99.90
Peeranha,36398115559395478,45.250.253.92
SyncNode,36329998740217708,103.50.32.122
Swiss Staking,36162336452886016,82.220.39.51
Imperator.co,36117063390747699,57.128.97.53
Neuler,36060804751475218,103.219.171.15
B-Harvest,36055052526628245,198.13.34.226
SynergyNodes,36053465021104759,194.48.168.246
Astro-Stakers,36052974226572238,195.189.96.115
ANodes,36043537296613373,8.217.239.246
[NODERS]TEAM x Criterion VC,36022428534363049,149.28.137.164
Omnistake,33000219144974234,52.37.215.5
Anchorage Digital-1,31071803979548610,198.244.253.76
ZKValidator,30493013389426278,65.21.128.113
Stakely,29656396103159677,15.235.53.140
InfStones,28968840160838310,150.136.151.212
XPRV,28759556368147577,54.38.136.66
Parasol,28359200352233758,43.130.125.249
gumi,28335558129009725,13.230.215.202
ComingChat,28252787829385244,45.32.11.180
QuantNode,27933867107915306,103.50.32.129
Moonlet,27933412950223750,103.219.171.14
HashKey Cloud,27932642769894103,52.77.43.187
Node Guardians,27919106508191612,51.222.152.21
NodeReal,27907704511463687,54.152.222.161
BLRD,27902072841634409,35.77.209.41
SpartanLabs,27869723347349241,5.199.170.96
TDMTech,27864371590183829,109.123.108.59
Forbole,27858595068965980,5.10.24.66
H2O Nodes,27811194624624934,185.125.95.23
A41,27800284876125605,195.201.186.66
SenseiNode,27632042821880910,69.67.148.48
MIDL.dev,26998900862774684,62.210.140.115
Latitude.sh,26772392325358553,103.219.168.185
flipside,20831038194091590,198.178.224.97
Qredo,20765715416713462,65.108.111.57
