tokens,address
22569236734195,reynisfjara
22467505968932,Cosmostation
15345111871350,Chorus One
14053500595132,Figment
13680867338928,Electric
6952331835275,Inotel
4850950637993,Multiplex
4771956776394,Imperator.co
4752830688718,Frog OSMO
4671267335817,Informal Systems
4592172480841,SG-1
4524654473913,🐠stake.fish
4367679627419,CryptoCrew Validators ✅
4226387336616,"Frens (🤝,🤝)"
4129409644949,01node
4026849487679,Sentinel dVPN
3999955958729,Stakecito
3972657987754,PRYZM | Stake & Earn
3943104158913,BouBouNode
3927579519183,Citadel.one
3805016496854,Zero Knowledge Validator (ZKV)
3802181517860,binary_holdings
3741557049711,Allnodes
3593012274688,wosmongton
3565056037641,Larry Engineer
3444542990410,polkachu.com
3338715327082,POSTHUMAN∞DVS
3247040551092,Chandra Station 
3204108249716,DSRV
3199738857716, Lavender.Five Nodes 🐝
3109202087184,ShapeShift DAO
3037505066607,Peregrine
3002046723458,tree-frog
2990307956412,OmniFlix Network
2921478259604,Node Guardians
2824452363345,Parakeet
2766730229734,S16 Research Ventures
2710658307647,Bro_n_Bro
2685522534546,White Marlin Staking
2656324459238,0base.vc
2509828229838,Ledger by Figment
2501096503806,interchain.FM🥩
2499403192918,Coinbase Cloud
2485726008985,Forbole
2465715082125,Cosmos Spaces ☮️💜⚛️
2366391487403,Provalidator
2291084824661,B-Harvest
2276908259934,Stakewolle.com |100% Insurance
2275162269441,Crypto Assassin
2231161301309,ECO Stake 🌱
2202571971261,StakeLab
2127342032036,Nocturnal Labs
2119873055525,Crosnest
2109119305071,iqlusion
2087478092220,Smart Stake 📈📊
2067016036594,#decentralizehk - DHK dao
1985415736402,Swiss Staking
1970346108741,nonce community
1968396066063,Interstellar Lounge 🍸
1958844795092,jabbey
1871777253174,Golden Ratio Staking
1840823814413,Cosmology
1756637818802,Hathor Node
1747384493185,Ping
1725491831674,Stakely.io
1721684149619,WhisperNode 🤐
1720031328686,Manythings
1636704584653,Klub Staking
1618093544823,strangelove-ventures
1612407693101,Leonoor's Cryptoman
1524006339944,ChainLayer
1518125870791, AutoStake 🛡️ Slash Protected
1516188207557,Interbloc
1508240419601,KDF
1505130260214,binance staking
1467778843443,a41
1455017359287,Silk Nodes
1434037178989,StakeWithUs
1385158355231,Atomic Nodes
1383384914422,[ block pane ]
1366193325024,Ethereal Ventures
1342598320313,Interop
1294631277019,Blockdaemon
1147352069253,The_Cybernetics
1123365538056,nonce classic
1110661496742,Chihuahua
1066519971081,PRO Delegators
1013164535885,Meria
981394792351,commercio.network
980208020535,Witval
970232833022,blockscape
932334440209,danku_zone w/ DAIC
927329005917,Chainflow
888809871018,Simply Staking
879098883800,Chill Validation
818417610228,"Stargaze.zone (✨,🔭)"
808647747407,🇨🇭 Vortex.live 🟢
799104544315,SmartNodes
783767152225,[Beehive]🇰🇷
763459770826,DAO DAO
757779572227,KalpaTech
746802783010,Oni ⛩️
742609894583,in3s.com
727761454338,Tessellated
685020526686,NosNode🔮
683007171972,Tedcrypto.io 🧸 | TedLotto
669033507323,validator.network
661054802884,AUDIT.one
631100805222,FreshSTAKING
627026579790,Cypher Core
621855840240,SpectrumX
616299937201,Uncle Ed
559010452626,stake.systems | autocompound
540354974785,Zenscape
522394797432,Gelotto 🛡 Slash Protected
521340695389,syncnode
502525829376,Bored Ape Server
459395132929,CrowdControl
452974549786,Merkan
451761320133,Astroquirks | Profit Sharing 🤑 💰
420019077110,Levana 🐉 Powered by Cros Nest
407415725648,ushakov
395532167680,Active Nodes
379370846437,Kintsugi Nodes
377109864401,kooltek68
375413571952,GATA DAO
344481596331,Everstake
320178156596,defiantlabs
319427000700,ztake.org
313198621303,Trust Nodes
298595390842,Quebec
287067447954,Obi
275433940917,dimi 🦙
274471592143,Dora Factory
265526205192,Komikuri
257822407969,TaxiStake
252721550053,16psyche
252109804000,DACM
238258266012,Bi23 Labs
238082600790,coinhall.org
235775754823,Oldcat
233341548681,Validatus
228573500807,artifact
227717050555,Coverlet
226722626405,AlphaNodes.OSMO
222736601291,StakeThat - autorestake
220099127547,Secure Secrets
219782441319,Coinpayu
216866661201,DELIGHT
198924356253,Mendel
