address,tokens,ip_address
Figment,278617529368150556,51.222.248.87
Mysten-2,253819148165970583,136.244.64.220
Mysten-1,250789958786999035,45.63.91.154
Blockdaemon,237421105020915391,208.91.107.169
Triton One,202990670121712896,202.8.8.8
P2P.ORG,198865479175410964,212.117.185.244
Anchorage Digital-2,186209866044797298,136.243.55.238
Luganodes,172176715814239438,93.115.25.174
Chorus One,160381489337551163,46.165.244.19
TrustedPoint,154917335286108221,45.250.253.74
Overclock,142794404576626891,84.17.53.103
DSRV,136499350462732373,141.95.171.152
BlockVision,133539948212855725,34.87.103.163
mrgn,130639656813256554,141.98.216.164
Ahoy Validator,127953698170724470,103.50.32.109
Kiln,127756125882211151,57.128.73.31
Everstake,126977148364412163,45.250.254.103
Blockscope.net,125077278494103998,15.235.82.231
Staketab,123733276767442329,103.50.32.107
Chainode Tech,122470173408765838,103.50.32.114
ContributionDAO,121603005081961010,141.95.99.142
Aftermath,119629406210528687,57.128.47.71
BartestneT,118808293789636336,45.250.253.76
Cosmostation,118649399328169662,172.255.251.44
Galaxy Digital,118292803013271768,52.215.11.218
MoveFuns DAO,117848298144613732,135.181.228.230
n1stake,115144037659280224,173.231.17.194
Durian,114251598298438657,47.128.225.39
Persimmon,114240143588265091,35.74.236.77
HashedPotatoes,103453221048197744,69.67.149.35
Bware Labs,95901219373316506,141.95.34.55
Nodeinfra,93890970847643251,34.80.99.216
Artifact,93431388872187200,206.125.33.6
Coinbase Cloud,91974769741126268,3.255.91.24
01node,88470713504898285,195.14.6.175
P-OPS Team,87692915047607098,185.8.104.19
TPT,87473746926099425,161.97.131.71
Dankuzone_w_DAIC,87198923464354608,37.252.184.226
RepublicCrypto,86847372034182605,91.210.226.206
Laine,83220218478885932,103.50.32.184
Stakin,82945034954650877,93.115.25.75
Staking Defense League,82039820162506659,188.214.129.144
KingSuper,81179011747780295,139.84.139.8
ANodes,81053908869266732,8.217.239.246
KiligLab,79942223068985080,8.213.144.236
MIDL.dev,77005694331681366,62.210.140.115
Stardust Staking,75439566543463543,93.115.25.67
ORBR,75399909949217581,78.141.245.48
Chainflow,74434133797066005,185.8.104.18
Restake,72655259609857130,103.219.171.17
ONBUFF,71023854483916409,52.231.106.71
Staking Facilities,65243414199015706,5.199.170.77
StakingCabin,62685502979789954,54.64.235.237
OKXEarn,62632317705555470,43.207.255.138
Citadel.one,62388220932124828,141.94.137.186
Scale3Labs,61676699244336143,45.250.254.151
stakefish,51428494131184176,147.75.199.7
proofgroup,47081970581469570,207.53.234.207
Ankr,45508138869846341,107.6.94.244
Allnodes,44963673687429571,169.155.45.15
Cypher Capital,44446356288961204,69.2.39.165
Shinlabs,43406954423455804,43.130.123.214
BiXinKelePool,42638073696670159,47.89.250.58
Nelrann,41023391567049617,185.209.178.171
Gaucho,38826034025020993,45.250.253.97
StakeWithUs,38724104858846249,178.18.252.36
ComingChat,38701108387215447,45.32.11.180
Chainbase,38389797237489582,43.154.164.179
Cogent Crypto,38287299274940354,45.250.254.99
Juicy Stake,37976416094138330,69.2.39.167
Brightlystake,37415426943181445,139.84.155.177
BlockEden.xyz,37349608183227792,34.143.153.196
Staked,37343173812706220,54.195.211.175
Nodes.Guru,36622458666571653,141.95.99.90
Peeranha,36408415070919909,45.250.253.92
SyncNode,36349746252728223,103.50.32.122
Swiss Staking,36176992054896278,82.220.39.51
Imperator.co,36124986558441129,57.128.97.53
Neuler,36068196268217528,103.219.171.15
B-Harvest,36066486893335040,198.13.34.226
Astro-Stakers,36065166070971251,195.189.96.115
SynergyNodes,36063144667829368,194.48.168.246
[NODERS]TEAM x Criterion VC,36030223290146799,149.28.137.164
Omnistake,33011824793875952,52.37.215.5
Anchorage Digital-1,31080846364046300,198.244.253.76
ZKValidator,30501552196956213,65.21.128.113
Stakely,29665994808164264,15.235.53.140
InfStones,29009506486707254,150.136.151.212
XPRV,28767898917508484,54.38.136.66
Parasol,28367430643827111,43.130.125.249
gumi,28343879683040109,13.230.215.202
QuantNode,27941630172721646,103.50.32.129
Moonlet,27941606831737429,103.219.171.14
HashKey Cloud,27940840793236468,52.77.43.187
Node Guardians,27930832399990793,51.222.152.21
NodeReal,27916764880147304,54.152.222.161
BLRD,27909994368689267,35.77.209.41
SpartanLabs,27877710772059159,5.199.170.96
TDMTech,27872519197026194,109.123.108.59
Forbole,27864351683550882,5.10.24.66
H2O Nodes,27818656513613865,185.125.95.23
A41,27808361678767970,195.201.186.66
SenseiNode,27639996397066904,69.67.148.48
Latitude.sh,26780128613262602,103.219.168.185
