address,tokens,ip_address
Figment,285769398250776219,51.222.248.87
Mysten-1,260552297560416673,45.63.91.154
Blockdaemon,255025540552563853,208.91.107.169
Mysten-2,252571343982609745,136.244.64.220
P2P.ORG,218500561680541428,212.117.185.244
Triton One,201441546898075700,202.8.8.8
Luganodes,195450613360884859,93.115.25.174
Anchorage Digital-2,188109069853788158,136.243.55.238
Chorus One,182981473659681679,46.165.244.19
TrustedPoint,179796599203663684,45.250.253.74
ContributionDAO,157494045037272912,141.95.99.142
Blockscope.net,155762974237990733,15.235.82.231
StakingCabin,155469356986043157,54.64.235.237
Kiln,148822429854959776,57.128.73.31
Bware Labs,147423620842653441,141.95.34.55
mrgn,144983234016011401,141.98.216.164
Chainode Tech,142584929305574723,103.50.32.114
Everstake,142446940680985140,45.250.254.103
Overclock,142355149975828712,45.250.253.99
Artifact,138849486968682187,206.125.33.6
Dankuzone_w_DAIC,138691237667034040,37.252.184.226
Galaxy Digital,138655638673893466,52.215.11.218
Nelrann,138375266042508884,185.209.178.171
Ahoy Validator,137928086043473609,103.50.32.109
DSRV,136080413445096447,141.95.171.152
HashedPotatoes,133246675355782779,69.67.149.35
Chainbase,118502317910569897,43.154.164.179
Nodes.Guru,118484813116213562,141.95.99.90
BartestneT,118445311241845565,45.250.253.76
P-OPS Team,118438336869616203,185.8.104.19
TPT,118278982667314503,161.97.131.71
Aftermath,116161849933633982,57.128.47.71
Persimmon,114127273575613360,35.74.25.246
Durian,113900571758725494,13.229.58.139
Citadel.one,108390410887287107,141.94.137.186
Scale3Labs,108055286233381342,45.250.254.151
Cogent Crypto,94901422472265791,45.250.254.99
Coinbase Cloud,91858165354155117,3.249.94.146
BlockVision,65647957728073997,34.87.103.163
Staking Facilities,65275925166190943,5.199.170.77
OKXEarn,60594298420854435,43.207.255.138
ORBR,54116977737081441,78.141.245.48
Shinlabs,49922368098803949,43.130.123.214
stakefish,49506159146147607,147.75.199.7
Juicy Stake,48129409903814749,69.2.39.167
Ankr,47155006870646955,107.6.94.244
proofgroup,46942645464590401,207.53.234.207
KiligLab,46044570265774295,8.213.144.236
Allnodes,44766738258671348,169.155.45.15
Cypher Capital,44319425857179277,69.2.39.168
BiXinKelePool,42517372605816750,47.89.250.58
Staking Defense League,41917444805859933,188.214.129.144
n1stake,39982034443197636,173.231.17.194
Cosmostation,39715556583948976,172.255.251.44
StakeWithUs,38591263618762867,178.18.252.36
Staked,37320742240636531,54.195.211.175
Brightlystake,37310805522165236,139.84.155.177
BlockEden.xyz,37235779895921155,34.143.153.196
Peeranha,36296370325836597,45.250.253.92
SyncNode,36209867807608271,103.50.32.122
01node,36138287364582379,195.14.6.175
Stardust Staking,36065384868433159,93.115.25.67
Swiss Staking,36043806160700165,82.220.39.51
Imperator.co,36034608990449466,57.128.97.53
B-Harvest,36027510703084535,198.13.34.226
ONBUFF,36024659025391023,52.231.106.71
KingSuper,36013742115842249,139.84.139.8
Restake,35976733848011408,103.219.171.17
Neuler,35969914261469920,103.219.171.15
SynergyNodes,35962163663408655,194.48.168.246
Astro-Stakers,35958089775943990,195.189.96.115
ANodes,35947128228440130,8.218.16.91
[NODERS]TEAM x Criterion VC,35934290042258456,149.28.137.164
Chainflow,32962598307663271,185.8.104.18
Omnistake,32909086601233776,44.230.61.141
Anchorage Digital-1,30983968598756155,198.244.253.76
ZKValidator,30405219495361433,65.21.128.113
Stakely,29480847245530724,15.235.53.140
XPRV,28681351970333987,54.38.136.66
InfStones,28437449360225309,150.136.151.212
Parasol,28287728709776342,43.130.125.249
gumi,28285447302494872,13.230.215.202
Laine,28082432466794398,103.50.32.184
HashKey Cloud,27856761758728605,52.77.43.187
SpartanLabs,27852665540077083,5.199.170.96
QuantNode,27851742907399412,103.50.32.129
Moonlet,27851225590931812,103.219.171.14
Stakin,27834405653284045,93.115.25.75
Node Guardians,27833375984393302,51.222.152.21
flipside,27828517858330022,198.178.224.97
NodeReal,27824825667765339,3.230.184.15
BLRD,27824594162764634,35.77.209.41
TDMTech,27809514766876544,109.123.108.59
Staketab,27783227202547574,103.50.32.107
Forbole,27781289600208613,5.10.24.66
ComingChat,27778596362554665,45.32.11.180
Gaucho,27749462859606647,45.250.253.97
MoveFuns DAO,27746341591117509,135.181.228.230
Qredo,27741000028380013,65.108.111.57
H2O Nodes,27738609147051725,185.125.95.23
A41,27732613941997592,195.201.186.66
Nodeinfra,27711879589926725,34.80.99.216
RepublicCrypto,27600116936383932,91.210.226.206
SenseiNode,27550834870313963,69.67.148.48
MIDL.dev,26858647464414024,62.210.140.115
Latitude.sh,26702472489255690,103.219.168.185
