tokens,address
22616832018159,reynisfjara
21390615711664,Cosmostation
13615127590465,Electric
13474030858443,Chorus One
13235464288051,Figment
6931979566523,Inotel
4853897557647,SG-1
4820373314735,Notional
4731506434340,Frog OSMO
4528517475183,Imperator.co
4243343849291,"Frens (🤝,🤝)"
4158166429946,CryptoCrew Validators ✅
4070235315501,Sentinel dVPN
3952524315319,🐠stake.fish
3929230850184,01node
3818788592774,Citadel.one
3818761901924,BouBouNode
3807959949717,Zero Knowledge Validator (ZKV)
3714470066456,binary_holdings
3689942172473,Allnodes
3677306402608,PRYZM | Stake & Earn
3649720804421,Stakecito
3567468868613,Larry Engineer
3562912660720,wosmongton
3371061888846,Informal Systems
3322213199481,Chandra Station 
3220679242942,POSTHUMAN∞DVS
3174945967959,polkachu.com
3155681426511,DSRV
3036990142398,Peregrine
3022924008537, Lavender.Five Nodes 🐝
3002093467574,tree-frog
2934539911866,OmniFlix Network
2895862200024,Node Guardians
2855647123677,ShapeShift DAO
2824469858822,Parakeet
2698293451386,S16 Research Ventures
2682411720519,White Marlin Staking
2638825027773,0base.vc
2582106171506,Bro_n_Bro
2512974130949,Coinbase Cloud
2488936931174,Ledger by Figment
2486145994764,iqlusion
2441933857086,Forbole
2335385448387,Provalidator
2334963496493,B-Harvest
2303459599901,interchain.FM🥩
2237153767317,Cosmos Spaces ☮️💜⚛️
2213846261383,Stakewolle.com |100% Insurance
2207067720095,StakeLab
2167754728464,ECO Stake 🌱
2157397596782,Crypto Assassin
2142302685740,#decentralizehk - DHK dao
2124225720975,Nocturnal Labs
2052328434357,Crosnest
2013621268972,Smart Stake 📈📊
1973646116354,nonce community
1919714521571,jabbey
1820769860970,Golden Ratio Staking
1801300420546,Swiss Staking
1793646135647,Cosmology
1713182175764,Manythings
1689826511500,WhisperNode 🤐
1682099530547,Stakely.io
1665105405754,Klub Staking
1636176603504,Hathor Node
1634960010875,strangelove-ventures
1566580598686,Leonoor's Cryptoman
1548339953670,ChainLayer
1538322527474,Ping
1511170867657,KDF
1505174556793,binance staking
1418014798436,Silk Nodes
1394649623611, AutoStake 🛡️ Slash Protected
1387677970454,[ block pane ]
1380149356237,Interbloc
1379152885634,StakeWithUs
1374017772655,Atomic Nodes
1355773650404,Ethereal Ventures
1321992125965,Blockdaemon
1321926921801,Interop
1123549975928,nonce classic
1112469895778,danku_zone w/ DAIC
1104512421878,Chihuahua
1100000181141,The_Cybernetics
1021866628797,commercio.network
1014080796674,Meria
965262378000,Multiplex
951544874380,blockscape
928804024171,PRO Delegators
926025397385,DAO DAO
902935381911,Chill Validation
882235761784,Witval
881286686220,Chainflow
863397360923,[Beehive]🇰🇷
850274584475,Simply Staking
833481263875,Interstellar Lounge 🍸
815528676923,"Stargaze.zone (✨,🔭)"
811987902164,🇨🇭 Vortex.live 🟢
797628013245,SmartNodes
750111774919,KalpaTech
746416731979,Oni ⛩️
730099360994,a41
727262733417,Tessellated
691209476601,in3s.com
687863913603,NosNode🔮
672160202864,validator.network
661049022939,AUDIT.one
630783373277,SpectrumX
628520849590,FreshSTAKING
624106327801,Cypher Core
613350317049,Uncle Ed
593600468979,stake.systems | autocompound
589438509153,Gelotto 🛡 Slash Protected
582227979987,Tedcrypto.io 🧸 | TedLotto
540657666194,Zenscape
520007257725,syncnode
498696170974,Bored Ape Server
479245765839,Astroquirks | Profit Sharing 🤑 💰
460902052323,CrowdControl
447264720457,Merkan
405317482136,ushakov
395842562672,Active Nodes
384957193917,Levana 🐉 Powered by Cros Nest
378835044656,Kintsugi Nodes
377013479919,GATA DAO
376326668541,kooltek68
319756444467,defiantlabs
317208482832,ztake.org
287670420857,Obi
286393526780,Quebec
275542660557,dimi 🦙
275209062578,Trust Nodes
273351226169,Dora Factory
265389173341,Komikuri
262212386081,Everstake
255896123855,TaxiStake
254987819271,16psyche
252867302853,DACM
240535191686,coinhall.org
238120882138,Bi23 Labs
233727964093,Oldcat
232182323459,Validatus
232010087269,artifact
227217044141,AlphaNodes.OSMO
225723385423,Secure Secrets
225582158699,Coverlet
217025507580,StakeThat - autorestake
217003607965,DELIGHT
216377929305,Coinpayu
