address,tokens,ip_address
Figment,278672939554661584,51.222.248.87
Mysten-2,252950483660633962,136.244.64.220
Mysten-1,250241137363772434,45.63.91.154
Blockdaemon,237517735297193892,208.91.107.169
Triton One,203053086389041814,202.8.8.8
P2P.ORG,198946016502047101,212.117.185.244
Anchorage Digital-2,186285232237878537,136.243.55.238
Luganodes,172261823133148915,93.115.25.174
Chorus One,161356639491960427,46.165.244.19
TrustedPoint,154975996359321387,45.250.253.74
Overclock,142865257071137858,84.17.53.103
DSRV,136563367366568621,141.95.171.152
BlockVision,133092491950366235,34.87.103.163
mrgn,130690300935337004,141.98.216.164
Kiln,128507064961572751,57.128.73.31
Ahoy Validator,128001825715999603,103.50.32.109
Everstake,127043168179038714,45.250.254.103
Blockscope.net,125109228609011776,15.235.82.231
Staketab,123774340972009424,103.50.32.107
Chainode Tech,122520231016102155,103.50.32.114
ContributionDAO,121669870385075362,141.95.99.142
Aftermath,120865298006456962,57.128.47.71
Cosmostation,119159147933011229,172.255.251.44
BartestneT,118856954156530181,45.250.253.76
Galaxy Digital,118349339422755104,52.215.11.218
MoveFuns DAO,117890113828507206,135.181.228.230
n1stake,115180021067169609,173.231.17.194
Durian,114274699059766110,47.128.225.39
Persimmon,113856215010799028,35.74.236.77
HashedPotatoes,103574315736723017,69.67.149.35
Bware Labs,95940749290115814,141.95.34.55
Nodeinfra,93915126714620435,34.80.99.216
Artifact,93753936119963325,206.125.33.6
Coinbase Cloud,92007972444489482,3.255.91.24
01node,88505526689794360,195.14.6.175
P-OPS Team,87725607469035122,185.8.104.19
TPT,87507266337642430,161.97.131.71
Dankuzone_w_DAIC,87216583831903821,37.252.184.226
RepublicCrypto,86880483929773327,91.210.226.206
Laine,83244736404870265,103.50.32.184
Stakin,82979407119175746,93.115.25.75
Staking Defense League,82061698658413333,188.214.129.144
KingSuper,81211635621260654,139.84.139.8
ChainIDE,81085985682597722,8.217.239.246
KiligLab,79974090701840056,8.213.144.236
ORBR,77115365636723558,78.141.245.48
MIDL.dev,77033514239045227,62.210.140.115
Stardust Staking,75483942227867802,93.115.25.67
Chainflow,74463339102237337,185.8.104.18
Restake,72686228885953315,103.219.171.17
ONBUFF,71062081790083475,52.231.106.71
Staking Facilities,65271907103509555,5.199.170.77
OKXEarn,63686870151153163,43.207.255.138
StakingCabin,63004450750674653,54.64.235.237
Citadel.one,62708376179971669,141.94.137.186
Scale3Labs,61700169775967626,45.250.254.151
stakefish,51497456239460794,147.75.199.7
proofgroup,46783573526766293,207.53.234.207
Ankr,45794802747457056,107.6.94.244
Allnodes,44508030685797891,169.155.45.15
Cypher Capital,44463272079096340,69.2.39.165
Shinlabs,43420605641816513,43.130.123.214
BiXinKelePool,42653162427195177,47.89.250.58
Nelrann,41046508911516378,185.209.178.171
Gaucho,38843160663269629,45.250.253.97
StakeWithUs,38732197621601171,178.18.252.36
Chainbase,38725966826275927,43.154.164.179
Cogent Crypto,38494374534560029,45.250.254.99
ComingChat,38175903183540222,45.32.11.180
Juicy Stake,37988522356574695,69.2.39.167
Brightlystake,37430083441888362,139.84.155.177
BlockEden.xyz,37364334954359124,34.143.153.196
Staked,37357331992392478,54.195.211.175
Nodes.Guru,36638056621523509,141.95.99.90
Peeranha,36422616517410314,45.250.253.92
SyncNode,36361995074724985,103.50.32.122
Swiss Staking,36192539859669449,82.220.39.51
Imperator.co,36136785900997153,57.128.97.53
B-Harvest,36086346621426974,198.13.34.226
Neuler,36080357757338037,103.219.171.15
SynergyNodes,36076461565937379,194.48.168.246
Astro-Stakers,36074596853106821,195.189.96.115
[NODERS]TEAM x Criterion VC,36044531946091047,149.28.137.164
Omnistake,33024409550690807,52.37.215.5
Anchorage Digital-1,31094179771554856,198.244.253.76
ZKValidator,30522763109770218,65.21.128.113
Stakely,29675750865154882,15.235.53.140
InfStones,29024104758883722,150.136.151.212
XPRV,28778494862645558,54.38.136.66
Parasol,28378525610122821,43.130.125.249
gumi,28354750845341267,13.230.215.202
Moonlet,27953761886520804,103.219.171.14
QuantNode,27951434549289202,103.50.32.129
HashKey Cloud,27949377177387789,52.77.43.187
Node Guardians,27930779032062278,51.222.152.21
NodeReal,27928932866801757,54.152.222.161
BLRD,27920571918152372,35.77.209.41
SpartanLabs,27888158143084803,5.199.170.96
TDMTech,27883486913218791,109.123.108.59
Forbole,27875711369577001,5.10.24.66
H2O Nodes,27828181645862894,185.125.95.23
A41,27819156680646152,195.201.186.66
SenseiNode,27650388999660307,69.67.148.48
Latitude.sh,26790087273065935,103.219.168.185
