address,tokens,ip_address
Figment,282245362320600562,51.222.248.87
Blockdaemon,254725367054971829,208.91.107.169
Mysten-2,249388584702282374,136.244.64.220
P2P.ORG,222268975819193629,212.117.185.244
Luganodes,206435514049515629,93.115.25.174
Triton One,201163906071263884,202.8.8.8
Anchorage Digital-2,187952623632404214,136.243.55.238
Chorus One,181931222929486180,46.165.244.19
TrustedPoint,179660887825431676,45.250.253.74
Mysten-1,161315263049858472,45.63.91.154
ContributionDAO,157363047947403339,141.95.99.142
Blockscope.net,155634146527304980,15.235.82.231
StakingCabin,155344749952652673,54.64.235.237
Kiln,148888977821701192,57.128.73.31
Bware Labs,147307047764256020,141.95.34.55
mrgn,144751052838068262,141.98.216.164
Chainode Tech,142356292880993019,103.50.32.114
Everstake,142317634279243958,45.250.254.103
Overclock,142247184023958144,45.250.253.99
Shinlabs,141666801175740123,43.130.123.214
Artifact,138627929690075470,206.125.33.6
Dankuzone_w_DAIC,138575261141826662,37.252.184.226
Galaxy Digital,138559870566658883,52.215.11.218
Nelrann,138267749286996024,185.209.178.171
Ahoy Validator,137828753791380679,103.50.32.109
DSRV,135981016387387198,141.95.171.152
HashedPotatoes,127035842518366136,69.67.149.35
Chainbase,118418201542218534,43.154.164.179
Nodes.Guru,118381035378624958,135.181.18.112
P-OPS Team,118353883599818136,185.8.104.19
BartestneT,118353699960992636,45.250.253.76
TPT,118208789540440490,18.246.8.19
Aftermath,115490605473866370,57.128.47.71
Persimmon,114041591647206152,35.74.25.246
Durian,113814094259013176,13.229.58.139
Citadel.one,108258575572784866,141.94.137.186
Scale3Labs,107971756470608732,45.250.254.151
Cogent Crypto,94833923943833024,45.250.254.99
Coinbase Cloud,91843767505624418,3.249.94.146
BlockVision,65600734952221857,34.87.103.163
Staking Facilities,65218689056510598,5.199.170.77
OKXEarn,56472066441003518,43.207.255.138
ORBR,53550349346466821,78.141.245.48
stakefish,49890734515990301,147.75.199.7
Juicy Stake,48092540765328853,45.250.253.84
proofgroup,46901393675188972,207.53.234.207
Ankr,46848181463880991,107.6.94.244
KiligLab,46017177752674518,8.213.144.236
Allnodes,44635162357258953,169.155.45.15
Cypher Capital,44288519547665669,45.250.253.95
BiXinKelePool,42484191243692944,47.89.250.58
Staking Defense League,41890458072688963,188.214.129.144
n1stake,39952796899275248,173.231.17.194
StakeWithUs,38551439215112371,178.18.252.36
Staked,37296447574960164,54.195.211.175
Brightlystake,37280823013349954,139.84.155.177
BlockEden.xyz,37205312142598750,34.143.153.196
Cosmostation,36391294309221894,172.255.251.44
Peeranha,36267139415930606,45.250.253.92
SyncNode,36181309876259079,103.50.32.122
01node,36109585168237665,195.14.6.175
Stardust Staking,36019608455246344,93.115.25.67
Swiss Staking,36006257178018447,82.220.39.51
ONBUFF,35999170484623653,52.231.106.71
Imperator.co,35994782956531920,57.128.97.53
B-Harvest,35994356606269807,198.13.34.226
KingSuper,35979456596383299,139.84.139.8
Restake,35943196428529488,103.219.171.17
SynergyNodes,35936373063338663,194.48.168.246
Neuler,35934350291556162,103.219.171.15
Astro-Stakers,35930302321348004,195.189.96.115
ANodes,35918778139620297,8.218.16.91
[NODERS]TEAM x Criterion VC,35907987715936936,149.28.137.164
Chainflow,32933484765476961,185.8.104.18
Omnistake,32882316121781407,44.230.61.141
Anchorage Digital-1,30960757491784142,198.244.253.76
ZKValidator,30378360077040047,37.27.62.100
Stakely,29453464328170304,15.235.53.140
XPRV,28660064497036461,54.38.136.66
InfStones,28392437678866572,150.136.151.212
Parasol,28267077573268541,43.130.125.249
gumi,28262379518916774,13.230.215.202
Laine,28064851671781203,103.50.32.184
HashKey Cloud,27834579279846954,52.77.43.187
QuantNode,27831545624596369,103.50.32.129
Moonlet,27829740893246440,103.219.171.14
SpartanLabs,27825778236697095,5.199.170.96
Stakin,27810020408951309,93.115.25.75
flipside,27809993953753564,198.178.224.97
BLRD,27803588646982588,35.77.209.41
Node Guardians,27802988408757008,51.222.152.21
NodeReal,27800408205209036,3.230.184.15
Staketab,27791579514583374,103.50.32.107
TDMTech,27788192768971593,109.123.108.59
ComingChat,27755978698385067,45.32.11.180
Forbole,27753726868207990,5.10.24.66
MoveFuns DAO,27730239873048028,135.181.228.230
Nodeinfra,27728812704755098,34.80.99.216
Gaucho,27724755857429624,45.250.253.97
A41,27723857534299132,195.201.186.66
H2O Nodes,27715770103544827,185.125.95.23
Qredo,27712970222850130,65.108.111.57
RepublicCrypto,27578612678313980,91.210.226.206
SenseiNode,27528447569421549,69.67.148.48
MIDL.dev,26839351192776113,62.210.140.115
Latitude.sh,26685661624059111,103.219.168.185
