address,tokens,ip_address
Figment,299647102733219235,51.222.248.87
Blockdaemon,264323805956810644,208.91.107.169
Mysten-1,259116958060248405,45.63.91.154
Mysten-2,254028566351066676,136.244.64.220
P2P.ORG,214564098538349576,212.117.185.244
Triton One,202568934926665549,202.8.8.8
Luganodes,195486095627515678,93.115.25.174
Anchorage Digital-2,188317004691470404,136.243.55.238
Chorus One,183397563837166186,46.165.244.19
TrustedPoint,180564082849432109,45.250.253.74
ContributionDAO,157681766382744875,141.95.99.142
Blockscope.net,155942841234742682,15.235.82.231
StakingCabin,151980223770636760,54.64.235.237
Kiln,148991546676567050,57.128.73.31
Bware Labs,147579041410380695,141.95.34.55
mrgn,145934473447145481,141.98.216.164
Chainode Tech,142837078090634957,103.50.32.114
Overclock,142529111046850482,45.250.253.99
Everstake,142436407038847885,45.250.254.103
Artifact,139580911300376406,206.125.33.6
Dankuzone_w_DAIC,138863641728577944,37.252.184.226
Galaxy Digital,138781072583555773,52.215.11.218
Nelrann,138550445826443120,185.209.178.171
Ahoy Validator,138079839403633492,103.50.32.109
DSRV,136243041532238225,141.95.171.152
HashedPotatoes,134009735186743731,69.67.149.35
Aftermath,119254770993437330,57.128.47.71
Nodes.Guru,118588622779616831,135.181.18.112
Chainbase,118585484840098570,43.154.164.179
BartestneT,118583437125450190,45.250.253.76
P-OPS Team,118576882925899432,185.8.104.19
TPT,118415695228703254,161.97.131.71
Durian,114037270095816081,13.229.58.139
Persimmon,114025653284641733,35.74.25.246
Citadel.one,108661947092836221,141.94.137.186
Scale3Labs,108190531574696853,45.250.254.151
Cogent Crypto,95006980416492664,45.250.254.99
Coinbase Cloud,91974324718733084,3.249.94.146
BlockVision,65517454184330171,34.87.103.163
Staking Facilities,65212105217543804,5.199.170.77
OKXEarn,59641462510649476,43.207.255.138
ORBR,56508472753912019,78.141.245.48
Shinlabs,49860823783273027,43.130.123.214
stakefish,49660269580786869,147.75.199.7
Juicy Stake,48187030970415259,69.2.39.167
Ankr,47764833774516614,107.6.94.244
proofgroup,47000330775817744,207.53.234.207
KiligLab,46096624287273304,8.213.144.236
Allnodes,44840084648555461,169.155.45.15
Cypher Capital,44368338989857179,69.2.39.165
BiXinKelePool,42562674251407131,47.89.250.58
Staking Defense League,41969205871279602,188.214.129.144
n1stake,40021856626805623,173.231.17.194
Cosmostation,39785911679393329,172.255.251.44
StakeWithUs,38645220696110652,178.18.252.36
Staked,37378260360377954,54.195.211.175
Brightlystake,37357032338761942,139.84.155.177
BlockEden.xyz,37281458715689973,34.143.153.196
Peeranha,36341679537192961,45.250.253.92
SyncNode,36251604151717919,103.50.32.122
01node,36145059851573097,195.14.6.175
Swiss Staking,36095894964948270,82.220.39.51
Stardust Staking,36095103147786669,93.115.25.67
B-Harvest,36072068931083466,198.13.34.226
Imperator.co,36067968290068538,57.128.97.53
KingSuper,36053454559037575,139.84.139.8
Restake,36018467029733034,103.219.171.17
Neuler,36009219190033204,103.219.171.15
SynergyNodes,36002187820417012,194.48.168.246
Astro-Stakers,35999365267474540,195.189.96.115
ANodes,35993351511168640,8.218.16.91
[NODERS]TEAM x Criterion VC,35969006927002410,149.28.137.164
ONBUFF,35939043699168399,52.231.106.71
Chainflow,32996841786341278,185.8.104.18
Omnistake,32949031613616503,52.37.215.5
Anchorage Digital-1,31023907701723266,198.244.253.76
ZKValidator,30445894620702382,65.21.128.113
Stakely,29603476310689593,15.235.53.140
XPRV,28715874417071604,54.38.136.66
InfStones,28600869664551520,150.136.151.212
gumi,28320912576782145,13.230.215.202
Parasol,28318270620505801,43.130.125.249
Laine,28119483546212596,103.50.32.184
HashKey Cloud,27890211654038059,52.77.43.187
Moonlet,27889461614501838,103.219.171.14
QuantNode,27886914472501601,103.50.32.129
Stakin,27867555396113789,93.115.25.75
NodeReal,27862941163966774,3.223.7.119
Node Guardians,27862929121524647,51.222.152.21
BLRD,27859146245312494,35.77.209.41
flipside,27858723616472550,198.178.224.97
Staketab,27827942381551313,103.50.32.107
SpartanLabs,27824955173424609,5.199.170.96
TDMTech,27821021389943271,109.123.108.59
Forbole,27813435876325872,5.10.24.66
ComingChat,27811102862273294,45.32.11.180
Gaucho,27783623393822928,45.250.253.97
MoveFuns DAO,27777790996545032,135.181.228.230
Qredo,27777327751877699,65.108.111.57
H2O Nodes,27772358014943188,185.125.95.23
A41,27767859972645759,195.201.186.66
Nodeinfra,27745741732938835,34.80.99.216
RepublicCrypto,27637738346133392,91.210.226.206
SenseiNode,27586023807716191,69.67.148.48
MIDL.dev,26890945636519081,62.210.140.115
Latitude.sh,26735707259470104,103.219.168.185
