address,tokens
Figment Networks,13084729841835445405614080
Bison Trails,12539628076851409299963904
a16z,10811581841814440606957568
Anchorage Digital,10491029698983991999201280
Deutsche Telekom,10442746403605623269752832
Manta Labs,10371114021969391387672576
Binance-Staking-Group,8057240918003046621904896
,7396175957621537905836032
Polychain,6520032294976947698532352
impactMarket,6320424928408443417526272
wotrust,5577224155150437012471808
ChainLayer,5089839528082983117389824
Blockdaemon,4492556021189899546787840
missionquorum-group,4368017664216607909478400
DSRV,4243905822523830657089536
Chorus One,4124428045712022705274880
Validator.Capital,4053249725552272370302976
Ledger by Figment,4041174072246238370070528
,3884569457081751093379072
ZanshinDojo.org,3812322701185343310266368
deDataLabs,3694484738006003189022720
Usopp | usopp.club,3689909058662513156030464
keyko.io,3602891535566628674600960
AG,3559740774142409042821120
Easy2Stake Group,3539108275772303884681216
Staking Fund,3511516169719959714267136
chainvibes,3504493645851214976385024
Cypher Core,3480600838319287815897088
Stake DAO,3446685501622982912507904
celvaly,3443918974688374042918912
Perfect Stake,3431292418274884675698688
Censusworks,3409251749136587871485952
SeedBed,3406867592072991233540096
HappyCelo,3327510502836325295587328
TDlabs,3231642067818289817452544
The Celo Group,2867971243753327959212032
StakeService.com,2803328118095317714337792
Tessellated Geometry Alliance,2760961038558673762254848
ZKValidator,2747790500900789913911296
moonli.me,2742828130493353867345920
PlusV,2674492287221313994489856
Making.cash,2657891598875474400378880
Projecttent,2654917906394694098616320
Stakecito,2646117543802441432039424
Ryabina,2634180746191621190582272
Kytzu Group,2619347809744539380350976
huglester,2615996865023432936390656
swiftstaking,2586743325102058632118272
Goods & Services,2581848629032623596896256
🏢 Ministry Of Blocks 🏢,2580742960994343033241600
Bi23 Labs,2571832876674959259205632
atweb3,2569263987783344242819072
Simply Staking,2561908196731371235835904
nonce,2556538551679746943483904
Stakely.io,2552934074202564025384960
HashQuark,2546251329035630689648640
VladiatorLabs.io,2539968414694213683249152
TPT,2494371987416138945396736
Virtual Hive,2460086617867507569000448
syncnode_group,2451296096686506835443712
Masternode24.de,2442069296830974070358016
gunray,2436524873282477514293248
AnyblockAnalyticsGroup,2424057697598725408423936
Bitcandy 🍬,1938420117612741676498944
MoonletWallet,1934214927494701763264512
TeroLabs,1635264949296357393301504
Google Cloud Web3 Group,1487167396906467466412032
Eat Pray Validate 🍴🙏🖥,1371274991754882775515136
AUDIT.one,1313738454903739083915264
01node,1125437890514699000217600
Nodito Labs,441669481606359273177088
Tango,436402644823898964623360
CoinList,109047844681133294878720
Celo.Works,59891443131761049993216
Chainflow,21258589149600621264896
GrassrootsEconomics,20008999999999999737856
Gingerbread,20000019999999999868928
Celo Japan by Fore-,20000007810583000776704
stake.fish 🐠,10000000000000000000000
,402790971524560450000
,7251834942689219
,1010374548676417
dynamic,0
+ + =,0
