tokens,address
22615708115296,reynisfjara
21312504071704,Cosmostation
13588624679082,Electric
13272858697253,Figment
12109455752420,Chorus One
6686413051356,Inotel
4858618532993,SG-1
4794620599105,Notional
4731962175717,Frog OSMO
4417042607956,polkachu.com
4329780195276,Imperator.co
4230926780161,"Frens (🤝,🤝)"
4068246075587,Sentinel dVPN
3958396799587,CryptoCrew Validators ✅
3940371326105,01node
3929326326008,🐠stake.fish
3879802723949,Citadel.one
3807597741274,Zero Knowledge Validator (ZKV)
3805331611436,BouBouNode
3705268200567,binary_holdings
3671462429395,Allnodes
3665775107812,PRYZM | Stake & Earn
3614405593032,Stakecito
3567233069209,wosmongton
3562762895791,Larry Engineer
3357906356544,Informal Systems
3211489336136,POSTHUMAN∞DVS
3152915086234,DSRV
3115075272722,Chandra Station 
3037116072108,Peregrine
3002103231988,tree-frog
2982835338354, Lavender.Five Nodes 🐝
2937181283275,OmniFlix Network
2891485643086,Node Guardians
2860743446512,ShapeShift DAO
2824693243282,Parakeet
2691889390808,S16 Research Ventures
2684336584226,White Marlin Staking
2654272652715,0base.vc
2576489239132,Bro_n_Bro
2511555662472,Coinbase Cloud
2478574523986,iqlusion
2469180354388,Ledger by Figment
2435069467871,Forbole
2339704612152,B-Harvest
2326006804663,Provalidator
2303115012793,interchain.FM🥩
2233112502749,Cosmos Spaces ☮️💜⚛️
2208620158067,Stakewolle.com |100% Insurance
2195645135732,StakeLab
2155315684346,Crypto Assassin
2143631949759,#decentralizehk - DHK dao
2124290273354,Nocturnal Labs
2123436618195,ECO Stake 🌱
2046996810471,Crosnest
2007462523306,Smart Stake 📈📊
1973630679302,nonce community
1920977651638,jabbey
1827950518875,Hathor Node
1819216844342,Golden Ratio Staking
1794943378410,Swiss Staking
1792319352571,Cosmology
1712408677200,Manythings
1683602791943,   WhisperNode🤐
1680205362689,Klub Staking
1650702956247,Stakely.io
1624793913835,strangelove-ventures
1564912327939,Leonoor's Cryptoman
1548601860557,ChainLayer
1538122439768,Ping
1510998017009,KDF
1505997919562,binance staking
1416807939643,StakeWithUs
1415590207510,Silk Nodes
1384426954177,[ block pane ]
1380281293178,Interbloc
1374120347083, AutoStake 🛡️ Slash Protected
1367667183465,Atomic Nodes
1355780876877,Ethereal Ventures
1324034168067,Blockdaemon
1317601331643,Interop
1123292220229,nonce classic
1110797227280,danku_zone w/ DAIC
1104235928823,Chihuahua
1099183170030,The_Cybernetics
1027693783685,commercio.network
1006853772327,Meria
965025031517,Multiplex
950845504074,blockscape
929030861682,PRO Delegators
925071435958,DAO DAO
902898555366,Chill Validation
880947016133,Chainflow
863732460660,[Beehive]🇰🇷
848446541623,Witval
847572075669,Simply Staking
833460842012,Interstellar Lounge 🍸
816500472781,"Stargaze.zone (✨,🔭)"
813435589885,🇨🇭 Vortex.live 🟢
798304710890,SmartNodes
779932274995,in3s.com
744861542644,KalpaTech
743638241009,Oni ⛩️
729912761709,a41
727151505893,Tessellated
687444661518,NosNode🔮
667748006900,validator.network
656791944221,AUDIT.one
630716402814,SpectrumX
628279539176,FreshSTAKING
622403242853,Cypher Core
613346723962,Uncle Ed
591810235269,stake.systems | autocompound
586912999120,Gelotto 🛡 Slash Protected
581089512666,Tedcrypto.io 🧸 | TedLotto
539763540384,Zenscape
520168898073,syncnode
498674665882,Bored Ape Server
478983294230,Astroquirks | Profit Sharing 🤑 💰
461194960909,CrowdControl
447596979044,Merkan
431384911212,ushakov
394238798165,Active Nodes
385447511273,Levana 🐉 Powered by Cros Nest
378746073559,Kintsugi Nodes
377362136925,GATA DAO
375908264952,kooltek68
319801012600,defiantlabs
317131395724,ztake.org
286387713011,Quebec
282439327694,Obi
275154180070,dimi 🦙
273321586093,Dora Factory
265482376749,Komikuri
259385327034,Everstake
255251487314,TaxiStake
253675162687,DACM
245349096754,16psyche
239470703257,coinhall.org
238144995410,Bi23 Labs
237364678412,Coverlet
233856749423,Oldcat
232298930591,artifact
231569654029,Validatus
227254483728,AlphaNodes.OSMO
225400854804,Secure Secrets
217142682679,StakeThat - autorestake
216302178408,Coinpayu
215956056172,DELIGHT
188347753066,Staking Fund
