address,tokens,ip_address
Figment,278669813018418465,51.222.248.87
Mysten-2,252940252906521657,136.244.64.220
Mysten-1,250287347609225299,45.63.91.154
Blockdaemon,237493298495346638,208.91.107.169
Triton One,203035776363560632,202.8.8.8
P2P.ORG,198925063015137591,212.117.185.244
Anchorage Digital-2,186266878343756383,136.243.55.238
Luganodes,172227081983804749,93.115.25.174
Chorus One,161340725692354018,46.165.244.19
TrustedPoint,154962719429191031,45.250.253.74
Overclock,142852322207151325,84.17.53.103
DSRV,136549647543595889,141.95.171.152
BlockVision,133072999918803464,34.87.103.163
mrgn,130679015880644291,141.98.216.164
Ahoy Validator,127989834890187459,103.50.32.109
Kiln,127693589827236353,57.128.73.31
Everstake,127029901648719704,45.250.254.103
Blockscope.net,125114398139631118,15.235.82.231
Staketab,123761197792462406,103.50.32.107
Aftermath,122915757477684400,57.128.47.71
Chainode Tech,122508264268426494,103.50.32.114
ContributionDAO,121643600949471747,141.95.99.142
BartestneT,118845172663459746,45.250.253.76
Cosmostation,118605482408827516,172.255.251.44
Galaxy Digital,118336886783716770,52.215.11.218
MoveFuns DAO,117879879041995557,135.181.228.230
n1stake,115168682438361626,173.231.17.194
Durian,114263712342847873,47.128.225.39
Persimmon,113844957954843535,35.74.236.77
HashedPotatoes,103564623588070195,69.67.149.35
Bware Labs,95931764679624085,141.95.34.55
Nodeinfra,93905854783037298,34.80.99.216
Artifact,93730953897990478,206.125.33.6
Coinbase Cloud,91998873864495516,3.255.91.24
01node,88496649407701238,195.14.6.175
P-OPS Team,87717143135660118,185.8.104.19
TPT,87498619612966629,161.97.131.71
Dankuzone_w_DAIC,87207938116808836,37.252.184.226
RepublicCrypto,86871766777950016,91.210.226.206
Laine,83236497544456916,103.50.32.184
Stakin,82970267200096518,93.115.25.75
Staking Defense League,82053623952657776,188.214.129.144
KingSuper,81203742578121102,139.84.139.8
ChainIDE,81077992563383461,8.217.239.246
KiligLab,79966179141803837,8.213.144.236
MIDL.dev,77026682789005629,62.210.140.115
ORBR,75696626163572639,78.141.245.48
Stardust Staking,75476372526887372,93.115.25.67
Chainflow,74455997543201382,185.8.104.18
Restake,72678595575384380,103.219.171.17
ONBUFF,71055001522457481,52.231.106.71
Staking Facilities,65264422144625986,5.199.170.77
OKXEarn,63101970520569692,43.207.255.138
StakingCabin,62986138298451723,54.64.235.237
Citadel.one,62689677293696940,141.94.137.186
Scale3Labs,61694818946614547,45.250.254.151
stakefish,51623461836527418,147.75.199.7
proofgroup,46779005444715010,207.53.234.207
Ankr,45799255630866353,107.6.94.244
Allnodes,44931833369310334,169.155.45.15
Cypher Capital,44459388196577496,69.2.39.165
Shinlabs,43419357893886857,43.130.123.214
BiXinKelePool,42649002209406346,47.89.250.58
Nelrann,41042543848130635,185.209.178.171
Gaucho,38839667170292168,45.250.253.97
StakeWithUs,38735469805207554,178.18.252.36
Chainbase,38691665752143219,43.154.164.179
Cogent Crypto,38492103295693795,45.250.254.99
ComingChat,38308442083293188,45.32.11.180
Juicy Stake,37986118985801871,69.2.39.167
Brightlystake,37426413670395155,139.84.155.177
BlockEden.xyz,37360715214302115,34.143.153.196
Staked,37352471296409236,54.195.211.175
Nodes.Guru,36635206450349088,141.95.99.90
Peeranha,36419193927660177,45.250.253.92
SyncNode,36358411442884426,103.50.32.122
Swiss Staking,36188913769612398,82.220.39.51
Imperator.co,36132723493711683,57.128.97.53
Neuler,36077694653940884,103.219.171.15
B-Harvest,36077054995445955,198.13.34.226
SynergyNodes,36073174540486563,194.48.168.246
Astro-Stakers,36069935833038115,195.189.96.115
[NODERS]TEAM x Criterion VC,36041024311122139,149.28.137.164
Omnistake,33021097207131860,44.230.61.141
Anchorage Digital-1,31091161573700890,198.244.253.76
ZKValidator,30511278849740443,65.21.128.113
Stakely,29671640653465499,15.235.53.140
InfStones,29021265038967555,150.136.151.212
XPRV,28775924259917668,54.38.136.66
Parasol,28375754148462234,43.130.125.249
gumi,28352047946096371,13.230.215.202
Moonlet,27951070988773138,103.219.171.14
QuantNode,27947801642845198,103.50.32.129
HashKey Cloud,27946785603241827,52.77.43.187
Node Guardians,27937230076241749,51.222.152.21
NodeReal,27926223261363956,3.223.7.119
BLRD,27918120178437860,35.77.209.41
SpartanLabs,27885384875254213,5.199.170.96
TDMTech,27880795006774787,109.123.108.59
Forbole,27872829493299475,5.10.24.66
H2O Nodes,27825826771984139,185.125.95.23
A41,27816453788516563,195.201.186.66
SenseiNode,27648097984995825,69.67.148.48
Latitude.sh,26786993008960922,103.219.168.185
