tokens,address
22423214110074,reynisfjara
21254142381316,Cosmostation
13540049392742,Chorus One
13492800054327,Electric
11841680166849,Figment
6200564522503,Inotel
5434470257398,SG-1
4688097506867,Frog OSMO
4553215272852,"Frens (🤝,🤝)"
4468402551849,BouBouNode
4332648182950,🐠stake.fish
4277534503968,Sentinel dVPN
4142116677477,Notional
4030409841693,polkachu.com
3954169777494,Imperator.co
3848395428978,01node
3844886784644,Chandra Station 
3800558278271,Zero Knowledge Validator (ZKV)
3780093709433,Citadel.one
3636439018020,wosmongton
3543497811053,Larry Engineer
3527126197838,binary_holdings
3488215999203,Allnodes
3425693918930,Informal Systems
3375203398647,PRYZM | Stake & Earn
3261546524438,Stakecito
3036304252969,Peregrine
3028250006749,OmniFlix Network
3002591248402,tree-frog
2946690604404,ShapeShift DAO
2911486381300,DSRV
2852453151039,Node Guardians
2839528694357,POSTHUMAN∞DVS
2826129900993,Parakeet
2771829210945,0base.vc
2679525757980,White Marlin Staking
2508531876283,Ledger by Figment
2486872431833,CryptoCrew Validators ✅
2481279777920,iqlusion
2443005286721,#decentralizehk - DHK dao
2433631377489,B-Harvest
2401052822289,Provalidator
2368453518354,S16 Research Ventures
2253244042462,StakeLab
2237737686767, Lavender.Five Nodes 🐝
2232039832411,Bro_n_Bro
2206688853333,interchain.FM🥩
2185935215864,Forbole
2146400998963,ECO Stake 🌱
2109448500980,Nocturnal Labs
2053419486024,Cosmos Spaces ☮️💜⚛️
2011977922648,Stakewolle.com |100% Insurance
1975004402075,nonce community
1815727944917,Cosmology
1813879379104,Blockdaemon
1804969300990,Swiss Staking
1795859259287,Crosnest
1738661067123,strangelove-ventures
1719708139768,jabbey
1719447597573,Manythings
1708293483057,Coinbase Cloud
1688931264306,Klub Staking
1682491958740,Smart Stake 📈📊 Analytics Hub
1659211067707,Crypto Assassin
1600439078332,Golden Ratio Staking
1564411070673,   WhisperNode🤐
1562860230556,ChainLayer
1528913841637,Ping
1511907381427,KDF
1503396618125,binance staking
1405074462692,danku_zone w/ DAIC
1389005399772,[ block pane ]
1387712477512,Atomic Nodes
1356770375912,Ethereal Ventures
1334791057265,commercio.network
1237244992852,Leonoor's Cryptoman
1202742418977,Hathor Node
1178792859251,Silk Nodes
1131884183473,Chihuahua
1123974483723,nonce classic
1107824784356,Stakely.io
1103623616312, AutoStake 🛡️ Slash Protected
1062928815151,StakeWithUs
1009730049295,Interbloc
996416493171,Chill Validation
988971183343,PRO Delegators
988212889988,The_Cybernetics
984955851815,Meria
967128270768,Multiplex
952850553884,blockscape
920455373797,SmartNodes
915327978516,🇨🇭 Vortex.live 🟢
896488442889,Chainflow
889578873674,Interop
850637072534,Witval
841458367083,[Beehive]🇰🇷
838703607651,"Stargaze.zone (✨,🔭)"
834320552166,Oni ⛩️
827004301500,Interstellar 🍸
810979554453,DAO DAO
793181472546,KalpaTech
744480013104,Tessellated
691891490580,AUDIT.one
684736290292,NosNode🔮
680545052264,Simply Staking
627433234452,Zenscape
625244734624,Cypher Core
616460704292,in3s.com
614671239259,Uncle Ed
612579555953,stake.systems | autocompound
602698990018,FreshSTAKING
601186233232,SpectrumX
579417622112,Tedcrypto.io 🧸 | TedLotto
555258533395,syncnode
530260548831,Gelotto 🛡 Slash Protected
501194189071,Bored Ape Server
481173762972,Astroquirks | Profit Sharing 🤑 💰
479554883214,CrowdControl
468868598660,validator.network
446716268105,Merkan
438187259835,ushakov
426671003387,Active Nodes
406968709304,Kintsugi Nodes
402232540081,GATA DAO
379071896843,kooltek68
347629522629,Levana 🐉 Powered by Cros Nest
318707378921,ztake.org
309386319436,defiantlabs
301571082569,dimi 🦙
295736487955,Obi
273272230824,Dora Factory
271394616461,Secure Secrets
268604042934,16psyche
266463590549,Komikuri
258569746981,TaxiStake
257957662534,Everstake
252941737682,StakeThat - autorestake
245419531690,Oldcat
244015589723,artifact
237697424474,AlphaNodes.OSMO
236806505428,Coverlet
236040148346,Validatus
232945246150,coinhall.org
228087036196,Coinpayu
225607927792,DACM
224708518259,a41
218533597857,DELIGHT
215720535508,Quebec
214257725191,Staking Fund
35145486446,SkyNet | Validators
