address,tokens
Figment Networks,1.306381544116989e+25
Deutsche Telekom,1.0486474407681842e+25
a16z,1.0438001247038655e+25
Manta Labs,1.041074459680486e+25
Anchorage Digital,8.830496898132488e+24
Binance-Staking-Group,8.053990689176619e+24
Bison Trails,7.616173138657904e+24
,7.417485830919876e+24
Polychain,6.641816435679909e+24
impactMarket,6.019125846013982e+24
ChainLayer,5.103838252650539e+24
wotrust,5.072070525224107e+24
Blockdaemon,4.502554848958651e+24
DSRV,4.2559979433586984e+24
Chorus One,4.079761835040984e+24
Validator.Capital,4.0650352832715103e+24
Ledger by Figment,4.058950453687929e+24
missionquorum-group,3.96888547886538e+24
,3.895853070193573e+24
ZanshinDojo.org,3.8220449630094523e+24
deDataLabs,3.7048512954716586e+24
Usopp | usopp.club,3.700265955227944e+24
keyko.io,3.6130317959299627e+24
AG,3.5656687130152125e+24
Easy2Stake Group,3.5494110309621946e+24
Staking Fund,3.52146553821116e+24
chainvibes,3.509590908880401e+24
Cypher Core,3.490646713672388e+24
Stake DAO,3.4628495564860763e+24
celvaly,3.452768652915433e+24
Perfect Stake,3.441247382494401e+24
SeedBed,3.416515042208471e+24
HappyCelo,3.342215457081022e+24
TDlabs,3.234822204340169e+24
Censusworks,3.034424451784547e+24
The Celo Group,2.8728288202009926e+24
StakeService.com,2.806699532561069e+24
Tessellated Geometry Alliance,2.7689893613183036e+24
ZKValidator,2.7658032868661584e+24
moonli.me,2.745657172555937e+24
PlusV,2.6787254391518744e+24
Making.cash,2.665557314896451e+24
Projecttent,2.657817649215568e+24
Stakecito,2.6538567227263705e+24
Ryabina,2.641533998506662e+24
Kytzu Group,2.6269644789480264e+24
huglester,2.6236037907625776e+24
swiftstaking,2.594369523163463e+24
Goods & Services,2.589356254915585e+24
🏢 Ministry Of Blocks 🏢,2.588247359143442e+24
Bi23 Labs,2.57931136327754e+24
atweb3,2.5767350155201816e+24
Simply Staking,2.569357843451883e+24
nonce,2.5639725815779125e+24
Stakely.io,2.561318925957257e+24
HashQuark,2.553460584939519e+24
VladiatorLabs.io,2.5471375051920443e+24
TPT,2.489956313693683e+24
Virtual Hive,2.466614745685885e+24
syncnode_group,2.457496553795244e+24
Masternode24.de,2.448630181616697e+24
gunray,2.439969269691894e+24
AnyblockAnalyticsGroup,2.430854266929859e+24
Bitcandy 🍬,1.9438598014546148e+24
MoonletWallet,1.939879224253937e+24
Google Cloud Web3 Group,1.6571017452240208e+24
TeroLabs,1.636660841455318e+24
Eat Pray Validate 🍴🙏🖥,1.3712749918877138e+24
AUDIT.one,1.313738454903739e+24
01node,1.1254578905146991e+24
Nodito Labs,4.416694816063593e+23
Tango,4.3640264482389896e+23
CoinList,1.0901782734844353e+23
Celo.Works,5.989144313176105e+22
Chainflow,2.1258594840701324e+22
GrassrootsEconomics,2.0009e+22
Gingerbread,2.000002e+22
Celo Japan by Fore-,2.0000007810583e+22
stake.fish 🐠,1e+22
,3.675057721490572e+20
,7251834942689219.0
,1010374548676417.0
dynamic,0.0
+ + =,0.0
