address,tokens,ip_address
Figment,285626675065865746,51.222.248.87
Blockdaemon,254972541227628690,208.91.107.169
Mysten-2,252247453395778772,136.244.64.220
P2P.ORG,218456460386290165,212.117.185.244
Triton One,201390615454162364,202.8.8.8
Luganodes,195414009354871006,93.115.25.174
Anchorage Digital-2,188072393349645302,136.243.55.238
Chorus One,182945646713290516,46.165.244.19
TrustedPoint,179758498532755275,45.250.253.74
Mysten-1,168223664328481005,45.63.91.154
ContributionDAO,157459063501912093,141.95.99.142
Blockscope.net,155731231032874587,15.235.82.231
StakingCabin,155429402394323672,54.64.235.237
Kiln,148791764215648795,57.128.73.31
Bware Labs,147390620539896310,141.95.34.55
mrgn,144899900786027546,141.98.216.164
Chainode Tech,142504219643840996,103.50.32.114
Everstake,142416367416048184,45.250.254.103
Overclock,142326461409718852,45.250.253.99
Shinlabs,141991189810964046,43.130.123.214
Artifact,138777076248614496,206.125.33.6
Dankuzone_w_DAIC,138657566618222225,37.252.184.226
Galaxy Digital,138629437028762247,52.215.11.218
Nelrann,138349778713776597,185.209.178.171
Ahoy Validator,137899690995085206,103.50.32.109
DSRV,136052022867107194,141.95.171.152
HashedPotatoes,133170049091563157,69.67.149.35
Chainbase,118480409606256871,43.154.164.179
Nodes.Guru,118466134338405814,141.95.99.90
BartestneT,118421465210017059,45.250.253.76
P-OPS Team,118416527760159059,185.8.104.19
TPT,118255467640930730,18.246.8.19
Aftermath,116367563349357510,57.128.47.71
Persimmon,114104607475323044,35.74.25.246
Durian,113877619940200446,13.229.58.139
Citadel.one,108367439299677482,141.94.137.186
Scale3Labs,108034367551390367,45.250.254.151
Cogent Crypto,94883352746884414,45.250.254.99
Coinbase Cloud,91838016852379494,3.249.94.146
BlockVision,65634435904197155,34.87.103.163
Staking Facilities,65261512243904353,5.199.170.77
OKXEarn,60104989011185872,43.207.255.138
ORBR,54057533752479471,78.141.245.48
stakefish,49573023484637994,147.75.199.7
Juicy Stake,48119965911801447,45.250.253.84
Ankr,47079031360687408,107.6.94.244
proofgroup,46933384977001505,207.53.234.207
KiligLab,46035346629017924,8.213.144.236
Allnodes,44724391730395501,169.155.45.15
Cypher Capital,44310754986590711,45.250.253.95
BiXinKelePool,42508712967750930,47.89.250.58
Staking Defense League,41908410500641752,188.214.129.144
n1stake,39973839110594730,173.231.17.194
StakeWithUs,38584510321431435,178.18.252.36
Cosmostation,38000296386670458,172.255.251.44
Staked,37312737546937339,54.195.211.175
Brightlystake,37302876694159943,139.84.155.177
BlockEden.xyz,37228411642346049,34.143.153.196
Peeranha,36288481234288544,45.250.253.92
SyncNode,36202745028781066,103.50.32.122
01node,36131081953393941,195.14.6.175
Stardust Staking,36058855777270915,93.115.25.67
Swiss Staking,36037196331633379,82.220.39.51
Imperator.co,36023550677774415,57.128.97.53
B-Harvest,36020209329476840,198.13.34.226
ONBUFF,36018269645314541,52.231.106.71
KingSuper,36006700719777560,139.84.139.8
Astro-Stakers,36001171408224414,195.189.96.115
Restake,35968987643199595,103.219.171.17
Neuler,35962659995342069,103.219.171.15
SynergyNodes,35955033740867430,194.48.168.246
ANodes,35939494813683052,8.218.16.91
[NODERS]TEAM x Criterion VC,35927200627501378,149.28.137.164
Chainflow,32954792388100920,185.8.104.18
Omnistake,32903884026946492,44.230.61.141
Anchorage Digital-1,30978122182748091,198.244.253.76
ZKValidator,30397306044985905,37.27.62.100
Stakely,29476544125738898,15.235.53.140
XPRV,28675618432345650,54.38.136.66
InfStones,28409174322236972,150.136.151.212
Parasol,28281378218388005,43.130.125.249
gumi,28279404470326102,13.230.215.202
Laine,28073871915113698,103.50.32.184
HashKey Cloud,27850991618220748,52.77.43.187
Moonlet,27847209913653793,103.219.171.14
QuantNode,27845466979713953,103.50.32.129
SpartanLabs,27845022448188088,5.199.170.96
Stakin,27828683578800299,93.115.25.75
Node Guardians,27826431082052745,51.222.152.21
flipside,27823603862342918,198.178.224.97
NodeReal,27819202977605678,3.223.7.119
BLRD,27819093779314902,35.77.209.41
TDMTech,27803858851746680,109.123.108.59
Staketab,27777404624965740,103.50.32.107
Forbole,27775814962809985,5.10.24.66
ComingChat,27773163368237191,45.32.11.180
Gaucho,27742792171876897,45.250.253.97
MoveFuns DAO,27742177435320241,135.181.228.230
A41,27739490342074219,195.201.186.66
Qredo,27735528296380645,65.108.111.57
H2O Nodes,27733657991064621,185.125.95.23
Nodeinfra,27706544153725514,34.80.99.216
RepublicCrypto,27594407234703232,91.210.226.206
SenseiNode,27544807459201390,69.67.148.48
MIDL.dev,26852129507038739,62.210.140.115
Latitude.sh,26697145306016869,103.219.168.185
