address,tokens,ip_address
Figment,299381974618861157,51.222.248.87
Blockdaemon,257900187705924909,208.91.107.169
Mysten-2,253862026576590980,136.244.64.220
Mysten-1,251832088067320650,45.63.91.154
P2P.ORG,203184687473734317,212.117.185.244
Triton One,202822838340106221,202.8.8.8
Luganodes,192650148004161780,93.115.25.174
Anchorage Digital-2,188509497532973793,136.243.55.238
Chorus One,183707704210712467,46.165.244.19
TrustedPoint,180739486361748686,45.250.253.74
ContributionDAO,157828967702297741,141.95.99.142
Blockscope.net,156101512019862853,15.235.82.231
StakingCabin,152136341536173182,54.64.235.237
Kiln,147878913251662248,57.128.73.31
Bware Labs,147725797651463845,141.95.34.55
mrgn,146241941547792085,141.98.216.164
Overclock,142671746012430307,84.17.53.103
Everstake,142514453519949573,45.250.254.103
Artifact,139861213821937829,206.125.33.6
Dankuzone_w_DAIC,139004379685866823,37.252.184.226
Galaxy Digital,138923176941732614,52.215.11.218
Nelrann,138677179509268396,185.209.178.171
Ahoy Validator,138218464541465674,103.50.32.109
DSRV,136378310278752507,141.95.171.152
HashedPotatoes,134291541882526442,69.67.149.35
Chainode Tech,122390585577444716,103.50.32.114
Aftermath,119071533477067188,57.128.47.71
BartestneT,118702991319511783,45.250.253.76
P-OPS Team,118697892685095090,185.8.104.19
TPT,118525025709171509,161.97.131.71
Durian,114150235205822271,13.229.58.139
Persimmon,114138367151303521,35.74.25.246
Citadel.one,108880222599030958,141.94.137.186
Nodes.Guru,108586445585193291,141.95.99.90
Scale3Labs,108303780072443489,45.250.254.151
Chainbase,93350935244936164,43.154.164.179
Coinbase Cloud,92239155898459262,3.249.94.146
Cogent Crypto,84732446636414478,45.250.254.99
BlockVision,65571569725676127,34.87.103.163
Staking Facilities,65279842902417401,5.199.170.77
Chainflow,64369065864992475,185.8.104.18
OKXEarn,61161304398371239,43.207.255.138
01node,56170904704247036,195.14.6.175
ORBR,54981301660981158,78.141.245.48
stakefish,54194540778667074,147.75.199.7
Juicy Stake,48247336367086871,69.2.39.167
proofgroup,47040117980250046,207.53.234.207
KiligLab,46140917290855776,8.213.144.236
Ankr,45327736367329312,107.6.94.244
Allnodes,44944716778991438,169.155.45.15
Cypher Capital,44411197312884542,69.2.39.165
Shinlabs,43369568293568719,43.130.123.214
Restake,43055055147327520,103.219.171.17
BiXinKelePool,42600050906612557,47.89.250.58
Staking Defense League,42003019044988502,188.214.129.144
n1stake,40058799240452202,173.231.17.194
Cosmostation,39705642764415154,172.255.251.44
StakeWithUs,38685566597426137,178.18.252.36
Staketab,37651531547009839,103.50.32.107
Nodeinfra,37567198466956094,34.80.99.216
Brightlystake,37382499465591392,139.84.155.177
BlockEden.xyz,37318125826898355,34.143.153.196
Staked,37308671929866978,54.195.211.175
Peeranha,36377135092847691,45.250.253.92
SyncNode,36311070225508963,103.50.32.122
Swiss Staking,36140355387940044,82.220.39.51
Stardust Staking,36132725747417414,93.115.25.67
KingSuper,36112658635666940,139.84.139.8
Imperator.co,36103248610186457,57.128.97.53
Neuler,36041420416887693,103.219.171.15
SynergyNodes,36034348546178676,194.48.168.246
B-Harvest,36033969873248299,198.13.34.226
Astro-Stakers,36030219386996636,195.189.96.115
ANodes,36030167294298012,8.217.239.246
[NODERS]TEAM x Criterion VC,36003490770771445,149.28.137.164
ONBUFF,35975119579573413,52.231.106.71
Omnistake,32984417193809219,44.230.61.141
Anchorage Digital-1,31053669718069929,198.244.253.76
ZKValidator,30474462394507816,65.21.128.113
Stakely,29639695145109185,15.235.53.140
InfStones,28879821656974966,150.136.151.212
XPRV,28743044774543019,54.38.136.66
Parasol,28344803639014097,43.130.125.249
gumi,28318786297521645,13.230.215.202
Laine,28145239199365011,103.50.32.184
QuantNode,27917695849975414,103.50.32.129
HashKey Cloud,27917227967761743,52.77.43.187
Moonlet,27916895167440939,103.219.171.14
Node Guardians,27901319627778827,51.222.152.21
Stakin,27897193757348938,93.115.25.75
NodeReal,27892239378363415,54.152.222.161
BLRD,27885768469044304,35.77.209.41
SpartanLabs,27850002177674789,5.199.170.96
TDMTech,27848138063342182,109.123.108.59
Forbole,27845279779954979,5.10.24.66
ComingChat,27838209615207742,45.32.11.180
MoveFuns DAO,27805730916657743,135.181.228.230
Qredo,27805159475048957,65.108.111.57
RepublicCrypto,27796435808463930,91.210.226.206
H2O Nodes,27796294876599584,185.125.95.23
Gaucho,27793528910465496,45.250.253.97
A41,27791868552409109,195.201.186.66
SenseiNode,27616600174577492,69.67.148.48
MIDL.dev,26986396434236908,62.210.140.115
Latitude.sh,26755856232079593,103.219.168.185
flipside,20805112331061603,198.178.224.97
