address,tokens,ip_address
Figment,285635259069563866,51.222.248.87
Mysten-1,259557544179040115,45.63.91.154
Blockdaemon,255273712970700975,208.91.107.169
Mysten-2,252998669588989420,136.244.64.220
P2P.ORG,218494878758215418,212.117.185.244
Triton One,201509287948849482,202.8.8.8
Luganodes,195394588833645247,93.115.25.174
Anchorage Digital-2,188149568626125520,136.243.55.238
Chorus One,183039892851364181,46.165.244.19
TrustedPoint,180086150061557582,45.250.253.74
ContributionDAO,157600925836998954,141.95.99.142
Blockscope.net,155809577577925124,15.235.82.231
StakingCabin,151864171286611507,54.64.235.237
Kiln,148866343208551800,57.128.73.31
Bware Labs,147448328229669218,141.95.34.55
mrgn,145276979233866439,141.98.216.164
Chainode Tech,142638063596559771,103.50.32.114
Everstake,142495971945433907,45.250.254.103
Overclock,142394394851058714,45.250.253.99
Artifact,139122141635820886,206.125.33.6
Dankuzone_w_DAIC,138737970738209857,37.252.184.226
Galaxy Digital,138697631508193964,52.215.11.218
Nelrann,138409256117485966,185.209.178.171
Ahoy Validator,137965726136733106,103.50.32.109
DSRV,136114803442632767,141.95.171.152
HashedPotatoes,133521748209909284,69.67.149.35
Chainbase,118540265079318835,43.154.164.179
Nodes.Guru,118509586978465727,135.181.18.112
BartestneT,118476555537870381,45.250.253.76
P-OPS Team,118468405167848351,185.8.104.19
TPT,118306007817529151,161.97.131.71
Aftermath,116914219777693805,57.128.47.71
Persimmon,114163768733447084,35.74.25.246
Durian,113934561269658408,13.229.58.139
Citadel.one,108426617990161086,141.94.137.186
Scale3Labs,108087280981636371,45.250.254.151
Cogent Crypto,94927439936481974,45.250.254.99
Coinbase Cloud,91894918140445357,3.249.94.146
BlockVision,65465066143788488,34.87.103.163
Staking Facilities,65298024977867865,5.199.170.77
OKXEarn,60537218097997182,43.207.255.138
ORBR,54411439518915470,78.141.245.48
Shinlabs,49941011260151118,43.130.123.214
stakefish,48408654146014289,147.75.199.7
Juicy Stake,48142667665884026,69.2.39.167
Ankr,47449943055962983,107.6.94.244
proofgroup,46956426974851148,207.53.234.207
KiligLab,46058159250197474,8.213.144.236
Allnodes,44766272360800751,169.155.45.15
Cypher Capital,44331579275354118,69.2.39.168
Cosmostation,42717499019741808,172.255.251.44
BiXinKelePool,42523720983637971,47.89.250.58
Staking Defense League,41930640098344025,188.214.129.144
n1stake,39983141772067301,173.231.17.194
StakeWithUs,38603236038670597,178.18.252.36
Staked,37342072934305214,54.195.211.175
Brightlystake,37322868363135659,139.84.155.177
BlockEden.xyz,37248325429310622,34.143.153.196
Peeranha,36308034244465526,45.250.253.92
SyncNode,36217954580758198,103.50.32.122
01node,36110540344671296,195.14.6.175
Stardust Staking,36076725348224800,93.115.25.67
Swiss Staking,36055356385065102,82.220.39.51
Imperator.co,36053420082341216,57.128.97.53
B-Harvest,36038436257397393,198.13.34.226
ONBUFF,36035326505182664,52.231.106.71
KingSuper,36024560166865062,139.84.139.8
Astro-Stakers,35980547314462427,195.189.96.115
Restake,35978549626580761,103.219.171.17
Neuler,35978291565650654,103.219.171.15
SynergyNodes,35970144015780965,194.48.168.246
ANodes,35958335759097019,8.218.16.91
[NODERS]TEAM x Criterion VC,35942701192746423,149.28.137.164
Chainflow,32968698477913664,185.8.104.18
Omnistake,32915034104222938,44.230.61.141
Anchorage Digital-1,30995519511585408,198.244.253.76
ZKValidator,30413851989419634,65.21.128.113
Stakely,29561294939142616,15.235.53.140
XPRV,28688599937539858,54.38.136.66
InfStones,28458573127776641,150.136.151.212
Parasol,28294785936542014,43.130.125.249
gumi,28294500668830360,13.230.215.202
Laine,28091123295920161,103.50.32.184
HashKey Cloud,27864847777659473,52.77.43.187
Moonlet,27861800804490521,103.219.171.14
SpartanLabs,27861030693567045,5.199.170.96
QuantNode,27860219675150195,103.50.32.129
Stakin,27842693109704886,93.115.25.75
flipside,27836059138021178,198.178.224.97
Node Guardians,27834158476774839,51.222.152.21
BLRD,27833978750267316,35.77.209.41
NodeReal,27833301295387367,3.223.7.119
TDMTech,27817826594647840,109.123.108.59
Staketab,27797409485416110,103.50.32.107
Forbole,27787764029169249,5.10.24.66
ComingChat,27772410097992393,45.32.11.180
Gaucho,27757927727482502,45.250.253.97
MoveFuns DAO,27753700286336063,135.181.228.230
Qredo,27749117012726267,65.108.111.57
H2O Nodes,27746824300666071,185.125.95.23
A41,27740564278806069,195.201.186.66
Nodeinfra,27720074820146266,34.80.99.216
RepublicCrypto,27610495749986000,91.210.226.206
SenseiNode,27559966490774373,69.67.148.48
MIDL.dev,26866534223302173,62.210.140.115
Latitude.sh,26710653884132698,103.219.168.185
