address,tokens,ip_address
Figment,282178647931286092,51.222.248.87
Blockdaemon,254664465866772040,208.91.107.169
Mysten-2,249607510178701600,136.244.64.220
P2P.ORG,222222545993171925,212.117.185.244
Luganodes,206394713459388868,93.115.25.174
Triton One,201115971540147626,202.8.8.8
Anchorage Digital-2,187910795720702084,136.243.55.238
Chorus One,181889475379937038,46.165.244.19
TrustedPoint,179639746459213016,45.250.253.74
Mysten-1,161171902831487729,45.63.91.154
ContributionDAO,157314563346738291,141.95.99.142
Blockscope.net,155599183206195646,15.235.82.231
StakingCabin,155310027618758111,54.64.235.237
Kiln,148853589347293681,57.128.73.31
Bware Labs,147265296894332906,141.95.34.55
mrgn,144705026844049577,141.98.216.164
Chainode Tech,142323052863601511,103.50.32.114
Everstake,142275819011744739,45.250.254.103
Overclock,142211421881033813,45.250.253.99
Shinlabs,141637235294806870,43.130.123.214
Artifact,138578943110778253,206.125.33.6
Dankuzone_w_DAIC,138546564254449398,37.252.184.226
Galaxy Digital,138522755661807282,52.215.11.218
Nelrann,138235348257445260,185.209.178.171
Ahoy Validator,137798039954890413,103.50.32.109
DSRV,135946912580482002,141.95.171.152
HashedPotatoes,126997138641539630,69.67.149.35
Chainbase,118391402564727768,43.154.164.179
Nodes.Guru,118345480326239435,141.95.99.90
BartestneT,118327592499912713,45.250.253.76
P-OPS Team,118326617192585614,185.8.104.19
TPT,118182799301015968,18.246.8.19
Aftermath,115273811517630684,57.128.47.71
Persimmon,114016652992446927,35.74.25.246
Durian,113789448862018037,13.229.58.139
Citadel.one,108220951597602161,141.94.137.186
Scale3Labs,107946245451367438,45.250.254.151
Cogent Crypto,94812955859531436,45.250.254.99
Coinbase Cloud,91827721234669076,3.249.94.146
BlockVision,65583890768092925,34.87.103.163
Staking Facilities,65202992179972433,5.199.170.77
OKXEarn,55108344842427896,43.207.255.138
ORBR,53535246377235343,78.141.245.48
stakefish,49591628254600289,147.75.199.7
Juicy Stake,48081941679714730,45.250.253.84
proofgroup,46890962298863544,207.53.234.207
KiligLab,46006677589187137,8.213.144.236
Allnodes,44608720845043858,169.155.45.15
Cypher Capital,44277855794726807,45.250.253.95
BiXinKelePool,42474752152698234,47.89.250.58
Staking Defense League,41880580110388358,188.214.129.144
n1stake,39943748060078592,173.231.17.194
Ankr,38777559250398639,107.6.94.244
StakeWithUs,38532371909448379,178.18.252.36
Staked,37287092966741547,54.195.211.175
Brightlystake,37270831605172227,139.84.155.177
BlockEden.xyz,37196779354000902,34.143.153.196
Cosmostation,36361137690150152,172.255.251.44
Peeranha,36259043666072267,45.250.253.92
SyncNode,36173257128859662,103.50.32.122
01node,36095089472832556,195.14.6.175
Stardust Staking,36008562717846927,93.115.25.67
Swiss Staking,35994339831447031,82.220.39.51
ONBUFF,35991360747224236,52.231.106.71
Imperator.co,35988621472804191,57.128.97.53
B-Harvest,35985479736976210,198.13.34.226
KingSuper,35968967838983882,139.84.139.8
Restake,35932149176256702,103.219.171.17
SynergyNodes,35928467297758105,194.48.168.246
Neuler,35923452954156745,103.219.171.15
Astro-Stakers,35921307441310282,141.95.99.201
ANodes,35910957092220880,8.218.16.91
[NODERS]TEAM x Criterion VC,35901801558485357,149.28.137.164
Chainflow,32921477216145867,185.8.104.18
Omnistake,32872173275094717,52.37.215.5
Anchorage Digital-1,30954019856781586,198.244.253.76
ZKValidator,30370463459103635,37.27.62.100
Stakely,29442502924360151,15.235.53.140
XPRV,28651006050313928,54.38.136.66
InfStones,28387975227738524,150.136.151.212
Parasol,28261943331661428,43.130.125.249
gumi,28254888459303126,13.230.215.202
Laine,28058040596127712,103.50.32.184
QuantNode,27825375908456505,103.50.32.129
Moonlet,27823374031580801,103.219.171.14
SpartanLabs,27818039957503564,5.199.170.96
HashKey Cloud,27814784713108973,52.77.43.187
flipside,27804058716398180,198.178.224.97
Stakin,27803634113005384,93.115.25.75
BLRD,27797099580244607,35.77.209.41
NodeReal,27793598638471055,3.230.184.15
Staketab,27783963213414276,103.50.32.107
TDMTech,27782117202233612,109.123.108.59
Node Guardians,27755047342019027,51.222.152.21
ComingChat,27748892187632318,45.32.11.180
Forbole,27746842910446787,5.10.24.66
Nodeinfra,27722412316496252,34.80.99.216
Gaucho,27718389447607869,45.250.253.97
A41,27717700947236945,195.201.186.66
MoveFuns DAO,27713141741509095,135.181.228.230
H2O Nodes,27709547189842895,185.125.95.23
Qredo,27706034356112149,65.108.111.57
RepublicCrypto,27580368377730173,91.210.226.206
SenseiNode,27521807934835486,69.67.148.48
MIDL.dev,26833614961929693,62.210.140.115
Latitude.sh,26679621074387273,103.219.168.185
