address,tokens,ip_address
Figment,283736539631715515,51.222.248.87
Blockdaemon,252766276671293274,208.91.107.169
Mysten-2,240849752657682278,136.244.64.220
P2P.ORG,222337426056842550,212.117.185.244
Luganodes,209867574613570171,93.115.25.174
Triton One,200928537765707764,202.8.8.8
Anchorage Digital-2,187744894647978215,136.243.55.238
Chorus One,181778172191809699,46.165.244.19
TrustedPoint,179467309219540380,45.250.253.74
Mysten-1,159731312871412250,45.63.91.154
ContributionDAO,157080591473279037,141.95.99.142
Blockscope.net,155463354614147997,15.235.82.231
StakingCabin,155186144574660276,54.64.235.237
Kiln,148713560642456380,57.128.73.31
Bware Labs,147134183624596162,141.95.34.55
mrgn,144596579561621896,141.98.216.164
Everstake,143374584497760582,45.250.254.103
Chainode Tech,142199837035538220,103.50.32.114
Overclock,142089212862107796,45.250.253.99
Shinlabs,141524802347059824,43.130.123.214
Artifact,138437822674606220,206.125.33.6
Dankuzone_w_DAIC,138424336305548365,37.252.184.226
Galaxy Digital,138394469765410698,52.215.11.218
Nelrann,138130961849007051,185.209.178.171
Ahoy Validator,137689399333348095,103.50.32.109
DSRV,135815485699717929,141.95.171.152
HashedPotatoes,126798888425004970,69.67.149.35
Nodes.Guru,118297013401082166,135.181.18.112
Chainbase,118285799628488443,43.154.164.179
BartestneT,118227367215984565,45.250.253.76
P-OPS Team,118225787978172022,185.8.104.19
TPT,118093971520563475,18.246.8.19
Aftermath,114996688307152493,57.128.47.71
Persimmon,113915211006337345,35.74.25.246
Durian,113688528212635332,13.229.58.139
Citadel.one,108157948128898267,141.94.137.186
Scale3Labs,107861624894053289,45.250.254.151
Cogent Crypto,94734649415393924,45.250.254.99
Coinbase Cloud,91780786081925430,3.249.94.146
BlockVision,65689416105407767,34.87.103.163
Staking Facilities,65214360786122165,5.199.170.77
OKXEarn,53412947577767159,43.207.255.138
ORBR,53334964131982037,78.141.245.48
stakefish,48651937166507307,147.75.199.7
Juicy Stake,48045613152625319,45.250.253.84
proofgroup,46860039149752029,207.53.234.207
KiligLab,45965608206305387,8.213.144.236
Cypher Capital,44244851532365459,45.250.253.95
Allnodes,44088397621747417,169.155.45.15
BiXinKelePool,42445972155809139,47.89.250.58
Staking Defense League,41843039088280400,188.214.129.144
n1stake,39908769545246951,173.231.17.194
StakeWithUs,38497216691229895,178.18.252.36
Ankr,37553987291919622,107.6.94.244
Staked,37261011163256582,54.195.211.175
Brightlystake,37237886216791014,139.84.155.177
BlockEden.xyz,37160435314503532,34.143.153.196
Cosmostation,36810414562637871,172.255.251.44
Peeranha,36224669166716170,45.250.253.92
SyncNode,36146404567439778,103.50.32.122
01node,36062991397791352,195.14.6.175
Stardust Staking,35986925964649416,93.115.25.67
Swiss Staking,35965955683494722,82.220.39.51
ONBUFF,35965612484300669,52.231.106.71
B-Harvest,35954165972470455,198.13.34.226
Imperator.co,35943325986998009,57.128.97.53
KingSuper,35938401566043051,139.84.139.8
SynergyNodes,35899151621668114,194.48.168.246
Restake,35897804623144140,103.219.171.17
Astro-Stakers,35891387784463684,141.95.99.201
Neuler,35889966887976523,103.219.171.15
ANodes,35879836300401483,47.242.178.190
[NODERS]TEAM x Criterion VC,35871506547192692,149.28.137.164
Chainflow,32872167152145223,185.8.104.18
Omnistake,32833506548125630,52.37.215.5
Anchorage Digital-1,30926508966073608,198.244.253.76
ZKValidator,30342989763571093,37.27.62.100
Stakely,29870437266092587,15.235.53.140
XPRV,28625557370459673,54.38.136.66
InfStones,28241677129229593,150.136.151.212
Parasol,28240303764259975,43.130.125.249
gumi,28231637399162282,13.230.215.202
Laine,28030495914612159,103.50.32.184
Moonlet,27823855591318746,103.219.171.14
HashKey Cloud,27809158298478417,52.77.43.187
QuantNode,27802040428424441,103.50.32.129
SpartanLabs,27793714286873608,5.199.170.96
flipside,27782817031698040,198.178.224.97
Stakin,27774092344200061,93.115.25.75
BLRD,27772973679697072,35.77.209.41
NodeReal,27769541176969446,3.223.7.119
TDMTech,27761265928834040,109.123.108.59
MoveFuns DAO,27756021325260195,135.181.228.230
Staketab,27750001062607892,103.50.32.107
Node Guardians,27732549962909113,51.222.152.21
Forbole,27724338356449985,5.10.24.66
ComingChat,27723098200708933,45.32.11.180
Nodeinfra,27696962591859202,34.80.99.216
A41,27693530574636747,195.201.186.66
Gaucho,27691541432189962,45.250.253.97
H2O Nodes,27686886513453976,185.125.95.23
Qredo,27682511071244223,65.108.111.57
RepublicCrypto,27563351570708610,91.210.226.206
SenseiNode,27496399865291800,69.67.148.48
MIDL.dev,26686199220010036,62.210.140.115
Latitude.sh,26657476033744277,103.219.168.185
